node,year,variable,value,time
1|AFGHAN_SOUTH,2020,urban_treatment_rate_baseline,0.5025,year
20|PAKISTAN,2020,urban_treatment_rate_baseline,0.5025,year
21|PAKISTAN,2020,urban_treatment_rate_baseline,0.5025,year
22|PAKISTAN,2020,urban_treatment_rate_baseline,0.5025,year
23|PAKISTAN,2020,urban_treatment_rate_baseline,0.5025,year
24|PAKISTAN,2020,urban_treatment_rate_baseline,0.5025,year
2|AFGHAN_NORTH,2020,urban_treatment_rate_baseline,0.5025,year
4|CHINA,2020,urban_treatment_rate_baseline,0.687,year
5|CHINA,2020,urban_treatment_rate_baseline,0.687,year
6|INDIA_WEST,2020,urban_treatment_rate_baseline,0.5025,year
7|INDIA_WEST,2020,urban_treatment_rate_baseline,0.5025,year
8|INDIA_WEST,2020,urban_treatment_rate_baseline,0.5025,year
9|INDIA_EAST,2020,urban_treatment_rate_baseline,0.5025,year
10|INDIA_WEST,2030,urban_treatment_rate_baseline,0.638,year
13|PAKISTAN,2030,urban_treatment_rate_baseline,0.638,year
14|PAKISTAN,2030,urban_treatment_rate_baseline,0.638,year
16|PAKISTAN,2030,urban_treatment_rate_baseline,0.638,year
17|PAKISTAN,2030,urban_treatment_rate_baseline,0.638,year
1|AFGHAN_SOUTH,2030,urban_treatment_rate_baseline,0.638,year
20|PAKISTAN,2030,urban_treatment_rate_baseline,0.638,year
21|PAKISTAN,2030,urban_treatment_rate_baseline,0.638,year
22|PAKISTAN,2030,urban_treatment_rate_baseline,0.638,year
23|PAKISTAN,2030,urban_treatment_rate_baseline,0.638,year
24|PAKISTAN,2030,urban_treatment_rate_baseline,0.638,year
2|AFGHAN_NORTH,2030,urban_treatment_rate_baseline,0.638,year
4|CHINA,2030,urban_treatment_rate_baseline,0.81,year
5|CHINA,2030,urban_treatment_rate_baseline,0.81,year
6|INDIA_WEST,2030,urban_treatment_rate_baseline,0.638,year
7|INDIA_WEST,2030,urban_treatment_rate_baseline,0.638,year
8|INDIA_WEST,2030,urban_treatment_rate_baseline,0.638,year
9|INDIA_EAST,2030,urban_treatment_rate_baseline,0.638,year
10|INDIA_WEST,2040,urban_treatment_rate_baseline,0.73,year
13|PAKISTAN,2040,urban_treatment_rate_baseline,0.73,year
14|PAKISTAN,2040,urban_treatment_rate_baseline,0.73,year
16|PAKISTAN,2040,urban_treatment_rate_baseline,0.73,year
17|PAKISTAN,2040,urban_treatment_rate_baseline,0.73,year
1|AFGHAN_SOUTH,2040,urban_treatment_rate_baseline,0.73,year
20|PAKISTAN,2040,urban_treatment_rate_baseline,0.73,year
21|PAKISTAN,2040,urban_treatment_rate_baseline,0.73,year
22|PAKISTAN,2040,urban_treatment_rate_baseline,0.73,year
23|PAKISTAN,2040,urban_treatment_rate_baseline,0.73,year
24|PAKISTAN,2040,urban_treatment_rate_baseline,0.73,year
2|AFGHAN_NORTH,2040,urban_treatment_rate_baseline,0.73,year
4|CHINA,2040,urban_treatment_rate_baseline,0.8865000000000001,year
5|CHINA,2040,urban_treatment_rate_baseline,0.8865000000000001,year
6|INDIA_WEST,2040,urban_treatment_rate_baseline,0.73,year
7|INDIA_WEST,2040,urban_treatment_rate_baseline,0.73,year
8|INDIA_WEST,2040,urban_treatment_rate_baseline,0.73,year
9|INDIA_EAST,2040,urban_treatment_rate_baseline,0.73,year
10|INDIA_WEST,2050,urban_treatment_rate_baseline,0.8220000000000001,year
13|PAKISTAN,2050,urban_treatment_rate_baseline,0.8220000000000001,year
14|PAKISTAN,2050,urban_treatment_rate_baseline,0.8220000000000001,year
16|PAKISTAN,2050,urban_treatment_rate_baseline,0.8220000000000001,year
17|PAKISTAN,2050,urban_treatment_rate_baseline,0.8220000000000001,year
1|AFGHAN_SOUTH,2050,urban_treatment_rate_baseline,0.8220000000000001,year
20|PAKISTAN,2050,urban_treatment_rate_baseline,0.8220000000000001,year
21|PAKISTAN,2050,urban_treatment_rate_baseline,0.8220000000000001,year
22|PAKISTAN,2050,urban_treatment_rate_baseline,0.8220000000000001,year
23|PAKISTAN,2050,urban_treatment_rate_baseline,0.8220000000000001,year
24|PAKISTAN,2050,urban_treatment_rate_baseline,0.8220000000000001,year
2|AFGHAN_NORTH,2050,urban_treatment_rate_baseline,0.8220000000000001,year
4|CHINA,2050,urban_treatment_rate_baseline,0.926,year
5|CHINA,2050,urban_treatment_rate_baseline,0.926,year
6|INDIA_WEST,2050,urban_treatment_rate_baseline,0.8220000000000001,year
7|INDIA_WEST,2050,urban_treatment_rate_baseline,0.8220000000000001,year
8|INDIA_WEST,2050,urban_treatment_rate_baseline,0.8220000000000001,year
9|INDIA_EAST,2050,urban_treatment_rate_baseline,0.8220000000000001,year
10|INDIA_WEST,2060,urban_treatment_rate_baseline,0.8985000000000001,year
13|PAKISTAN,2060,urban_treatment_rate_baseline,0.8985000000000001,year
14|PAKISTAN,2060,urban_treatment_rate_baseline,0.8985000000000001,year
16|PAKISTAN,2060,urban_treatment_rate_baseline,0.8985000000000001,year
17|PAKISTAN,2060,urban_treatment_rate_baseline,0.8985000000000001,year
1|AFGHAN_SOUTH,2060,urban_treatment_rate_baseline,0.8985000000000001,year
20|PAKISTAN,2060,urban_treatment_rate_baseline,0.8985000000000001,year
21|PAKISTAN,2060,urban_treatment_rate_baseline,0.8985000000000001,year
22|PAKISTAN,2060,urban_treatment_rate_baseline,0.8985000000000001,year
23|PAKISTAN,2060,urban_treatment_rate_baseline,0.8985000000000001,year
24|PAKISTAN,2060,urban_treatment_rate_baseline,0.8985000000000001,year
2|AFGHAN_NORTH,2060,urban_treatment_rate_baseline,0.8985000000000001,year
4|CHINA,2060,urban_treatment_rate_baseline,0.9555,year
5|CHINA,2060,urban_treatment_rate_baseline,0.9555,year
6|INDIA_WEST,2060,urban_treatment_rate_baseline,0.8985000000000001,year
7|INDIA_WEST,2060,urban_treatment_rate_baseline,0.8985000000000001,year
8|INDIA_WEST,2060,urban_treatment_rate_baseline,0.8985000000000001,year
9|INDIA_EAST,2060,urban_treatment_rate_baseline,0.8985000000000001,year
10|INDIA_WEST,2070,urban_treatment_rate_baseline,0.938,year
13|PAKISTAN,2070,urban_treatment_rate_baseline,0.938,year
14|PAKISTAN,2070,urban_treatment_rate_baseline,0.938,year
16|PAKISTAN,2070,urban_treatment_rate_baseline,0.938,year
17|PAKISTAN,2070,urban_treatment_rate_baseline,0.938,year
1|AFGHAN_SOUTH,2070,urban_treatment_rate_baseline,0.938,year
20|PAKISTAN,2070,urban_treatment_rate_baseline,0.938,year
21|PAKISTAN,2070,urban_treatment_rate_baseline,0.938,year
22|PAKISTAN,2070,urban_treatment_rate_baseline,0.938,year
23|PAKISTAN,2070,urban_treatment_rate_baseline,0.938,year
24|PAKISTAN,2070,urban_treatment_rate_baseline,0.938,year
2|AFGHAN_NORTH,2070,urban_treatment_rate_baseline,0.938,year
4|CHINA,2070,urban_treatment_rate_baseline,0.974,year
5|CHINA,2070,urban_treatment_rate_baseline,0.974,year
6|INDIA_WEST,2070,urban_treatment_rate_baseline,0.938,year
7|INDIA_WEST,2070,urban_treatment_rate_baseline,0.938,year
8|INDIA_WEST,2070,urban_treatment_rate_baseline,0.938,year
9|INDIA_EAST,2070,urban_treatment_rate_baseline,0.938,year
