,1|AFGHAN_SOUTH,10|INDIA_WEST,13|PAKISTAN,14|PAKISTAN,16|PAKISTAN,17|PAKISTAN,2|AFGHAN_NORTH,20|PAKISTAN,21|PAKISTAN,22|PAKISTAN,23|PAKISTAN,24|PAKISTAN,4|CHINA,5|CHINA,6|INDIA_WEST,7|INDIA_WEST,8|INDIA_WEST,9|INDIA_EAST
2010,0.479,0.479,0.479,0.479,0.479,0.479,0.479,0.479,0.479,0.479,0.479,0.479,0.653,0.653,0.479,0.479,0.479,0.479
2020,0.5025,0.5025,0.5025,0.5025,0.5025,0.5025,0.5025,0.5025,0.5025,0.5025,0.5025,0.5025,0.687,0.687,0.5025,0.5025,0.5025,0.5025
2030,0.638,0.638,0.638,0.638,0.638,0.638,0.638,0.638,0.638,0.638,0.638,0.638,0.81,0.81,0.638,0.638,0.638,0.638
2040,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.8865000000000001,0.8865000000000001,0.73,0.73,0.73,0.73
2050,0.8220000000000001,0.8220000000000001,0.8220000000000001,0.8220000000000001,0.8220000000000001,0.8220000000000001,0.8220000000000001,0.8220000000000001,0.8220000000000001,0.8220000000000001,0.8220000000000001,0.8220000000000001,0.926,0.926,0.8220000000000001,0.8220000000000001,0.8220000000000001,0.8220000000000001
2060,0.8985000000000001,0.8985000000000001,0.8985000000000001,0.8985000000000001,0.8985000000000001,0.8985000000000001,0.8985000000000001,0.8985000000000001,0.8985000000000001,0.8985000000000001,0.8985000000000001,0.8985000000000001,0.9555,0.9555,0.8985000000000001,0.8985000000000001,0.8985000000000001,0.8985000000000001
2070,0.938,0.938,0.938,0.938,0.938,0.938,0.938,0.938,0.938,0.938,0.938,0.938,0.974,0.974,0.938,0.938,0.938,0.938
