BCU_name,urban_withdrawal,rural_withdrawal,manufacturing_withdrawal
AFG_1,0.17167026381377343,14.597618572490285,0
IND_10,201.05376244186417,517.466700392815,0
IND_13,0.0,0.7587115165287619,0
IND_14,0.0,3.9050212187095195,0
PAK_16,633.8515699351203,218.1545208928113,0
PAK_17,44.295147464337504,211.80145363057756,0
AFG_2,84.58440262504355,73.2858408929774,0
PAK_20,124.26023727515943,179.79963940890104,0
PAK_21,112.03318116233889,203.67759487480927,0
PAK_22,189.60713543906718,357.649075530014,0
PAK_23,23.758712739423892,71.51494966775444,0
PAK_24,13.809090889163185,150.558943745929,0
PAK_25,8.603816047989689,212.49383665649322,0
PAK_26,131.05026173865434,397.78451124635933,0
PAK_27,221.8634219408869,136.01662693572698,0
PAK_28,35.838887898083264,181.3322969771468,0
PAK_29,0.0,7.428858045064688,0
PAK_30,0.0,5.812583578969977,0
CHN_4,0.0,0.5722700005476179,0
CHN_5,0.0,0.5005032665163368,0
CHN_6,0.0,0.3435211429623355,0
IND_7,77.34443676818344,114.0580791726237,0
IND_8,47.69187540837596,163.4288247241877,0
IND_9,24.492554081774134,88.83845247223135,0
