BCU_name,urban_withdrawal,rural_withdrawal,manufacturing_withdrawal
AFG_1,98.21681999720408,60.07663099444747,0
IND_10,1235.0303959487808,422.6494540305769,0
IND_13,0.0,0.7906489695103771,0
IND_14,0.0,4.62333292134496,0
PAK_16,2867.513442465011,3.828823618146052,0
PAK_17,660.7379517503442,194.3790867238616,0
AFG_2,1153.8571144968041,168.57031207825057,0
PAK_20,1074.9591626623899,9.315250855704594,0
PAK_21,903.5118858191554,279.91149337417534,0
PAK_22,1933.2867706731872,162.93421455405215,0
PAK_23,249.83528279803787,129.2633749666848,0
PAK_24,216.2984706200519,396.1332676406172,0
PAK_25,307.8510369958029,504.1631561513889,0
PAK_26,690.4204582171233,1174.3128986454192,0
PAK_27,819.064153632994,264.2698543509463,0
PAK_28,242.35428188045364,262.3847644571096,0
PAK_29,0.0,10.115075978232664,0
PAK_30,0.0,9.474450616739157,0
CHN_4,0.0,0.39718293119687936,0
CHN_5,0.0,0.43319605247354037,0
CHN_6,0.0,0.1880916632539222,0
IND_7,339.103110863394,96.51384266752032,0
IND_8,232.99514713521995,151.70885682102042,0
IND_9,123.47214057952509,92.32075835666805,0
