,1|AFGHAN_SOUTH,10|INDIA_WEST,13|PAKISTAN,14|PAKISTAN,16|PAKISTAN,17|PAKISTAN,2|AFGHAN_NORTH,20|PAKISTAN,21|PAKISTAN,22|PAKISTAN,23|PAKISTAN,24|PAKISTAN,4|CHINA,5|CHINA,6|INDIA_WEST,7|INDIA_WEST,8|INDIA_WEST,9|INDIA_EAST
2010,0.384,0.384,0.384,0.384,0.384,0.384,0.384,0.384,0.384,0.384,0.384,0.384,0.5225,0.5225,0.384,0.384,0.384,0.384
2020,0.40149999999999997,0.40149999999999997,0.40149999999999997,0.40149999999999997,0.40149999999999997,0.40149999999999997,0.40149999999999997,0.40149999999999997,0.40149999999999997,0.40149999999999997,0.40149999999999997,0.40149999999999997,0.55,0.55,0.40149999999999997,0.40149999999999997,0.40149999999999997,0.40149999999999997
2030,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.6485000000000001,0.6485000000000001,0.511,0.511,0.511,0.511
2040,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.709,0.709,0.5845,0.5845,0.5845,0.5845
2050,0.658,0.658,0.658,0.658,0.658,0.658,0.658,0.658,0.658,0.658,0.658,0.658,0.741,0.741,0.658,0.658,0.658,0.658
2060,0.7175,0.7175,0.7175,0.7175,0.7175,0.7175,0.7175,0.7175,0.7175,0.7175,0.7175,0.7175,0.7645,0.7645,0.7175,0.7175,0.7175,0.7175
2070,0.749,0.749,0.749,0.749,0.749,0.749,0.749,0.749,0.749,0.749,0.749,0.749,0.779,0.779,0.749,0.749,0.749,0.749
