BCU_name,urban_withdrawal,rural_withdrawal,manufacturing_withdrawal
AFG_1,10.98163996010582,43.79364927119656,0
IND_10,483.7341627857589,851.9664386236265,0
IND_13,0.0,1.0241784890336347,0
IND_14,0.0,5.5367459102523755,0
PAK_16,1771.5540772807462,41.14003540417802,0
PAK_17,246.38065556437624,293.5228470213429,0
AFG_2,372.73366583081577,137.44389010806685,0
PAK_20,461.6241251024074,208.64911517601058,0
PAK_21,309.1744485760541,372.0344916182495,0
PAK_22,984.6011754221602,262.34017342152146,0
PAK_23,98.15485617891466,104.94902851222797,0
PAK_24,26.082581577007037,326.64218821429404,0
PAK_25,16.274083349655566,459.51939025220133,0
PAK_26,352.91701928916666,770.3206324334507,0
PAK_27,478.74738578055036,213.68260902087,0
PAK_28,110.91774344873025,263.2369707040488,0
PAK_29,0.0,10.352969441659239,0
PAK_30,0.0,8.698553106352335,0
CHN_4,0.0,0.6716503626337045,0
CHN_5,0.0,0.7000029659712588,0
CHN_6,0.0,0.3546677243698378,0
IND_7,202.39922136034457,159.12058649323984,0
IND_8,131.31627837160684,234.44244355600338,0
IND_9,91.23610379268297,111.25989960009687,0
