BCU_name,urban_withdrawal,rural_withdrawal,manufacturing_withdrawal
AFG_1,72.78825427299127,58.94618873141042,0
IND_10,1010.4555032214422,607.4901266384996,0
IND_13,0.0,0.9038627666327991,0
IND_14,0.0,5.1542661692082925,0
PAK_16,2711.5358254818557,6.054335223443838,0
PAK_17,624.3783227128444,194.1246889884566,0
AFG_2,943.3943480953643,172.7294841049558,0
PAK_20,1026.4669164742318,9.817239883529751,0
PAK_21,826.5634011138884,261.84132979997196,0
PAK_22,1764.264998392112,154.5731609017158,0
PAK_23,209.97888606244314,119.09400096092247,0
PAK_24,169.3515667736927,396.1768593198294,0
PAK_25,104.7426379130055,643.9669522100204,0
PAK_26,641.2693122785195,1098.0262214888824,0
PAK_27,766.1371675854147,258.95852277321535,0
PAK_28,228.90431821100628,270.9017469099302,0
PAK_29,0.0,10.865170831097075,0
PAK_30,0.0,9.883574839719596,0
CHN_4,0.0,0.47389971411328785,0
CHN_5,0.0,0.5456715728863555,0
CHN_6,0.0,0.22792351343892928,0
IND_7,316.76795165054193,112.01890548767035,0
IND_8,223.43953444913754,179.42079222292804,0
IND_9,115.17969738556891,108.55035646211145,0
