BCU_name,urban_withdrawal,rural_withdrawal,manufacturing_withdrawal
AFG_1,46.962247360965115,57.421625210165104,0
IND_10,793.91316298534,807.0683033535609,0
IND_13,0.0,0.9789848981411349,0
IND_14,0.0,5.49144780409573,0
PAK_16,2474.7929081055236,8.185110799425713,0
PAK_17,445.77323087232304,296.05392591431513,0
AFG_2,716.1247286542774,183.93908673871113,0
PAK_20,898.1888817772144,49.37699084701247,0
PAK_21,712.7507214562062,266.2940571017732,0
PAK_22,1587.813302001824,152.03575597737947,0
PAK_23,177.51761420139584,109.41100960982337,0
PAK_24,120.50465121798368,383.866109825104,0
PAK_25,22.782751341265268,644.1617342921188,0
PAK_26,558.3735061430564,1008.4557732365492,0
PAK_27,683.1961177587577,250.4440724961817,0
PAK_28,191.36315383483046,281.333678128871,0
PAK_29,0.0,11.215584359834228,0
PAK_30,0.0,9.922671328512362,0
CHN_4,0.0,0.5492497111784561,0
CHN_5,0.0,0.6053558521073716,0
CHN_6,0.0,0.24480398043333762,0
IND_7,295.2366423205094,133.08973860157008,0
IND_8,203.88217057436145,203.72013739250662,0
IND_9,108.90825032404139,115.87944138619187,0
