,1|AFGHAN_SOUTH,10|INDIA_WEST,13|PAKISTAN,14|PAKISTAN,16|PAKISTAN,17|PAKISTAN,2|AFGHAN_NORTH,20|PAKISTAN,21|PAKISTAN,22|PAKISTAN,23|PAKISTAN,24|PAKISTAN,4|CHINA,5|CHINA,6|INDIA_WEST,7|INDIA_WEST,8|INDIA_WEST,9|INDIA_EAST
2010,0.046926930247073,156.7967133638437,0.0,0.0,175.60828453329884,12.271950135199653,23.12157198221361,34.4262413136012,31.038741067944983,52.78145475490902,6.582340385015884,3.825802249347698,0.0,0.0,0.0,60.31895814800026,37.19368007526622,19.10111969687132
2020,0.0657002634615207,219.69912490357345,0.0,0.0,280.0496615564578,22.27302519641644,44.77546278276603,67.59575131358974,43.731594667472805,96.58827604297488,16.486951257276502,4.971294579706958,0.0,0.0,0.0,81.30836034298085,52.17415233911308,44.02599235974537
2030,0.6622562195264101,287.5928176727718,0.0,0.0,439.1351746238391,33.961514116942666,74.82633712167019,94.39226318327896,75.02175630411799,193.16047572293616,24.62315735353002,6.610744857952624,0.0,0.0,0.0,120.5401349320793,68.58216795316747,59.27666208726947
2040,3.579232762950995,385.7131793270296,0.0,0.0,583.6779513366821,81.17559499484254,121.4846373986958,152.0923504863815,101.86440880625833,324.81541364521433,32.339303723764594,8.59348747841061,0.0,0.0,0.0,161.38625958239237,104.70713694566636,72.74856805776676
2050,7.1706261104853,482.4637637992181,0.0,0.0,746.6888448641414,123.34633761554228,183.85015125810068,226.2662673376709,133.90112689229625,475.0205986908115,50.72989028865678,33.61940989866494,0.0,0.0,0.0,188.8462104744083,139.26244826095672,81.96632569863672
2060,16.853376977154813,643.2572916526177,0.0,0.0,897.6277948490202,161.68562667207422,256.99621915251555,325.78051386318697,258.5205639964209,576.4077011147573,64.38710247656154,43.70803067504053,0.0,0.0,0.0,239.21145509362256,165.1927427009325,88.24142161673898
2070,27.27954445273232,825.372583939695,0.0,0.0,1028.1808916216603,236.756547534107,353.56484796027394,389.22357561440754,313.422631835626,669.494226556729,79.6213998961418,64.21602225814503,0.0,0.0,0.0,258.7462604039031,182.51260477538432,94.08248472638118
