BCU_name,urban_withdrawal,rural_withdrawal,manufacturing_withdrawal
AFG_1,122.70088469418826,58.4775538981484,0
IND_10,1285.6589829152508,293.3172984058878,0
IND_13,0.0,0.6737798706154354,0
IND_14,0.0,4.046161452396175,0
PAK_16,2933.834165838684,1.466561640938675,0
PAK_17,661.8391159863609,184.66091750286884,0
AFG_2,1333.9585925055626,167.0531172339888,0
PAK_20,1078.1174720346,8.93595699275187,0
PAK_21,942.1485568710243,282.4817726878576,0
PAK_22,2147.8609854136193,64.86916166056223,0
PAK_23,287.1005054401007,140.9421118612844,0
PAK_24,261.5497650027996,383.2633043616831,0
PAK_25,386.3463616193874,451.49881432378163,0
PAK_26,697.933423355372,1192.0496010275647,0
PAK_27,822.2890785661045,255.94927539794716,0
PAK_28,245.1373937022932,239.90522824056157,0
PAK_29,0.0,8.882459941776483,0
PAK_30,0.0,8.574020581976091,0
CHN_4,0.0,0.34711037873922396,0
CHN_5,0.0,0.3613025172102278,0
CHN_6,0.0,0.1515130955199167,0
IND_7,329.9938733368702,82.99476773883693,0
IND_8,232.1411042689733,130.34533241093126,0
IND_9,122.19126092294512,82.92915514845541,0
