,1|AFGHAN_SOUTH,10|INDIA_WEST,13|PAKISTAN,14|PAKISTAN,16|PAKISTAN,17|PAKISTAN,2|AFGHAN_NORTH,20|PAKISTAN,21|PAKISTAN,22|PAKISTAN,23|PAKISTAN,24|PAKISTAN,4|CHINA,5|CHINA,6|INDIA_WEST,7|INDIA_WEST,8|INDIA_WEST,9|INDIA_EAST
2010,0.834,0.834,0.834,0.834,0.834,0.834,0.834,0.834,0.834,0.834,0.834,0.834,0.9175,0.9175,0.834,0.834,0.834,0.834
2020,0.8775,0.8775,0.8775,0.8775,0.8775,0.8775,0.8775,0.8775,0.8775,0.8775,0.8775,0.8775,0.966,0.966,0.8775,0.8775,0.8775,0.8775
2030,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.98,0.98,0.901,0.901,0.901,0.901
2040,0.9339999999999999,0.9339999999999999,0.9339999999999999,0.9339999999999999,0.9339999999999999,0.9339999999999999,0.9339999999999999,0.9339999999999999,0.9339999999999999,0.9339999999999999,0.9339999999999999,0.9339999999999999,0.988,0.988,0.9339999999999999,0.9339999999999999,0.9339999999999999,0.9339999999999999
2050,0.954,0.954,0.954,0.954,0.954,0.954,0.954,0.954,0.954,0.954,0.954,0.954,0.993,0.993,0.954,0.954,0.954,0.954
2060,0.963,0.963,0.963,0.963,0.963,0.963,0.963,0.963,0.963,0.963,0.963,0.963,0.9955,0.9955,0.963,0.963,0.963,0.963
2070,0.977,0.977,0.977,0.977,0.977,0.977,0.977,0.977,0.977,0.977,0.977,0.977,0.997,0.997,0.977,0.977,0.977,0.977
