crop,par,node,time,unit,value
cotton,crop_irr_land_2015,6|INDIA_WEST,year,Mha,0.0
cotton,crop_irr_land_2015,7|INDIA_WEST,year,Mha,0.0
cotton,crop_irr_land_2015,8|INDIA_WEST,year,Mha,0.0452726893207611
cotton,crop_irr_land_2015,9|INDIA_EAST,year,Mha,0.178115883037102
cotton,crop_irr_land_2015,10|INDIA_WEST,year,Mha,0.0
cotton,crop_irr_land_2015,11|INDIA_WEST,year,Mha,0.0
cotton,crop_irr_land_2015,12|PAKISTAN,year,Mha,0.0695100603792654
cotton,crop_irr_land_2015,21|PAKISTAN,year,Mha,0.46153668509731
cotton,crop_irr_land_2015,22|PAKISTAN,year,Mha,0.0
cotton,crop_irr_land_2015,23|PAKISTAN,year,Mha,0.156949115231029
cotton,crop_irr_land_2015,24|PAKISTAN,year,Mha,0.0
cotton,crop_irr_land_2015,13|PAKISTAN,year,Mha,0.141935578778219
cotton,crop_irr_land_2015,14|PAKISTAN,year,Mha,0.158172815156303
cotton,crop_irr_land_2015,15|PAKISTAN,year,Mha,0.0439363575886048
cotton,crop_irr_land_2015,16|PAKISTAN,year,Mha,0.148742808519116
cotton,crop_irr_land_2015,17|PAKISTAN,year,Mha,0.156198299738153
cotton,crop_irr_land_2015,18|PAKISTAN,year,Mha,0.0522781112146231
cotton,crop_irr_land_2015,19|PAKISTAN,year,Mha,0.0087701246429094
cotton,crop_irr_land_2015,20|PAKISTAN,year,Mha,0.44357511419321
fodder,crop_irr_land_2015,1|AFGHAN_SOUTH,year,Mha,0.0
fodder,crop_irr_land_2015,2|AFGHAN_NORTH,year,Mha,0.0
fodder,crop_irr_land_2015,3|CHINA,year,Mha,0.0
fodder,crop_irr_land_2015,4|CHINA,year,Mha,0.0
fodder,crop_irr_land_2015,5|CHINA,year,Mha,0.0
fodder,crop_irr_land_2015,6|INDIA_WEST,year,Mha,0.0
fodder,crop_irr_land_2015,7|INDIA_WEST,year,Mha,0.0004018449810761
fodder,crop_irr_land_2015,8|INDIA_WEST,year,Mha,0.0056234286728843
fodder,crop_irr_land_2015,9|INDIA_EAST,year,Mha,0.0287671570767699
fodder,crop_irr_land_2015,10|INDIA_WEST,year,Mha,0.0
fodder,crop_irr_land_2015,11|INDIA_WEST,year,Mha,0.0
fodder,crop_irr_land_2015,12|PAKISTAN,year,Mha,0.0
fodder,crop_irr_land_2015,21|PAKISTAN,year,Mha,0.0014445730712147
fodder,crop_irr_land_2015,22|PAKISTAN,year,Mha,0.0
fodder,crop_irr_land_2015,23|PAKISTAN,year,Mha,0.0
fodder,crop_irr_land_2015,24|PAKISTAN,year,Mha,0.0
fodder,crop_irr_land_2015,13|PAKISTAN,year,Mha,0.0
fodder,crop_irr_land_2015,14|PAKISTAN,year,Mha,0.0
fodder,crop_irr_land_2015,15|PAKISTAN,year,Mha,0.0
fodder,crop_irr_land_2015,16|PAKISTAN,year,Mha,0.0
fodder,crop_irr_land_2015,17|PAKISTAN,year,Mha,0.0
fodder,crop_irr_land_2015,18|PAKISTAN,year,Mha,0.0
fodder,crop_irr_land_2015,19|PAKISTAN,year,Mha,0.0
fodder,crop_irr_land_2015,20|PAKISTAN,year,Mha,0.0001106289116662
sugarcane,crop_irr_land_2015,1|AFGHAN_SOUTH,year,Mha,2.30547292542178e-05
sugarcane,crop_irr_land_2015,2|AFGHAN_NORTH,year,Mha,0.0008621813281698
sugarcane,crop_irr_land_2015,3|CHINA,year,Mha,0.0
sugarcane,crop_irr_land_2015,4|CHINA,year,Mha,0.0
sugarcane,crop_irr_land_2015,5|CHINA,year,Mha,0.0
sugarcane,crop_irr_land_2015,6|INDIA_WEST,year,Mha,0.0
sugarcane,crop_irr_land_2015,7|INDIA_WEST,year,Mha,0.0
sugarcane,crop_irr_land_2015,8|INDIA_WEST,year,Mha,0.009436188170687
sugarcane,crop_irr_land_2015,9|INDIA_EAST,year,Mha,0.0627849977456433
sugarcane,crop_irr_land_2015,10|INDIA_WEST,year,Mha,0.0
sugarcane,crop_irr_land_2015,11|INDIA_WEST,year,Mha,0.0
sugarcane,crop_irr_land_2015,12|PAKISTAN,year,Mha,0.0272668209421406
sugarcane,crop_irr_land_2015,21|PAKISTAN,year,Mha,0.170839399863558
sugarcane,crop_irr_land_2015,22|PAKISTAN,year,Mha,0.0
sugarcane,crop_irr_land_2015,23|PAKISTAN,year,Mha,0.0505981246378455
sugarcane,crop_irr_land_2015,24|PAKISTAN,year,Mha,0.0
sugarcane,crop_irr_land_2015,13|PAKISTAN,year,Mha,0.0510678540861345
sugarcane,crop_irr_land_2015,14|PAKISTAN,year,Mha,0.0641165566165506
sugarcane,crop_irr_land_2015,15|PAKISTAN,year,Mha,0.0348987425162493
sugarcane,crop_irr_land_2015,16|PAKISTAN,year,Mha,0.078824342446046
sugarcane,crop_irr_land_2015,17|PAKISTAN,year,Mha,0.0570147220473276
sugarcane,crop_irr_land_2015,18|PAKISTAN,year,Mha,0.0117620685784145
sugarcane,crop_irr_land_2015,19|PAKISTAN,year,Mha,0.0063384210498153
sugarcane,crop_irr_land_2015,20|PAKISTAN,year,Mha,0.0800705089628586
pulses,crop_irr_land_2015,1|AFGHAN_SOUTH,year,Mha,0.0020700806419977
pulses,crop_irr_land_2015,2|AFGHAN_NORTH,year,Mha,0.0104852080681101
pulses,crop_irr_land_2015,3|CHINA,year,Mha,0.0
pulses,crop_irr_land_2015,4|CHINA,year,Mha,0.0
pulses,crop_irr_land_2015,5|CHINA,year,Mha,0.0
pulses,crop_irr_land_2015,6|INDIA_WEST,year,Mha,0.0
pulses,crop_irr_land_2015,7|INDIA_WEST,year,Mha,0.0001078520936777
pulses,crop_irr_land_2015,8|INDIA_WEST,year,Mha,0.0217642180331733
pulses,crop_irr_land_2015,9|INDIA_EAST,year,Mha,0.116864669741011
pulses,crop_irr_land_2015,10|INDIA_WEST,year,Mha,0.0
pulses,crop_irr_land_2015,11|INDIA_WEST,year,Mha,0.0
pulses,crop_irr_land_2015,12|PAKISTAN,year,Mha,0.0160207378302866
pulses,crop_irr_land_2015,21|PAKISTAN,year,Mha,0.109201189425547
pulses,crop_irr_land_2015,22|PAKISTAN,year,Mha,0.0
pulses,crop_irr_land_2015,23|PAKISTAN,year,Mha,0.037168375811964
pulses,crop_irr_land_2015,24|PAKISTAN,year,Mha,0.0
pulses,crop_irr_land_2015,13|PAKISTAN,year,Mha,0.0312910609792903
pulses,crop_irr_land_2015,14|PAKISTAN,year,Mha,0.0422011759576579
pulses,crop_irr_land_2015,15|PAKISTAN,year,Mha,0.0143869144233214
pulses,crop_irr_land_2015,16|PAKISTAN,year,Mha,0.037519487612944
pulses,crop_irr_land_2015,17|PAKISTAN,year,Mha,0.0489859297948226
pulses,crop_irr_land_2015,18|PAKISTAN,year,Mha,0.0138011266843931
pulses,crop_irr_land_2015,19|PAKISTAN,year,Mha,0.0036145612856165
pulses,crop_irr_land_2015,20|PAKISTAN,year,Mha,0.0439713453242773
maize,crop_irr_land_2015,1|AFGHAN_SOUTH,year,Mha,0.0027771397828167
maize,crop_irr_land_2015,2|AFGHAN_NORTH,year,Mha,0.0136392234249421
maize,crop_irr_land_2015,3|CHINA,year,Mha,0.0
maize,crop_irr_land_2015,4|CHINA,year,Mha,0.0
maize,crop_irr_land_2015,5|CHINA,year,Mha,0.0
maize,crop_irr_land_2015,6|INDIA_WEST,year,Mha,0.0
maize,crop_irr_land_2015,7|INDIA_WEST,year,Mha,6.25974892841488e-05
maize,crop_irr_land_2015,8|INDIA_WEST,year,Mha,0.0049026855633278
maize,crop_irr_land_2015,9|INDIA_EAST,year,Mha,0.0787794313371334
maize,crop_irr_land_2015,10|INDIA_WEST,year,Mha,0.0
maize,crop_irr_land_2015,11|INDIA_WEST,year,Mha,0.0
maize,crop_irr_land_2015,12|PAKISTAN,year,Mha,0.0181600554843753
maize,crop_irr_land_2015,21|PAKISTAN,year,Mha,0.119147977663514
maize,crop_irr_land_2015,22|PAKISTAN,year,Mha,0.0
maize,crop_irr_land_2015,23|PAKISTAN,year,Mha,0.070566384764511
maize,crop_irr_land_2015,24|PAKISTAN,year,Mha,0.0
maize,crop_irr_land_2015,13|PAKISTAN,year,Mha,0.0351852775808306
maize,crop_irr_land_2015,14|PAKISTAN,year,Mha,0.101068627280726
maize,crop_irr_land_2015,15|PAKISTAN,year,Mha,0.0011275207077282
maize,crop_irr_land_2015,16|PAKISTAN,year,Mha,0.0240757253147315
maize,crop_irr_land_2015,17|PAKISTAN,year,Mha,0.0042645896653738
maize,crop_irr_land_2015,18|PAKISTAN,year,Mha,0.065836572618741
maize,crop_irr_land_2015,19|PAKISTAN,year,Mha,0.0129668976669651
maize,crop_irr_land_2015,20|PAKISTAN,year,Mha,0.131316827307039
fruit,crop_irr_land_2015,1|AFGHAN_SOUTH,year,Mha,0.0
fruit,crop_irr_land_2015,2|AFGHAN_NORTH,year,Mha,0.0
fruit,crop_irr_land_2015,3|CHINA,year,Mha,0.0
fruit,crop_irr_land_2015,4|CHINA,year,Mha,0.0
fruit,crop_irr_land_2015,5|CHINA,year,Mha,0.0
fruit,crop_irr_land_2015,6|INDIA_WEST,year,Mha,0.0
fruit,crop_irr_land_2015,7|INDIA_WEST,year,Mha,0.0
fruit,crop_irr_land_2015,8|INDIA_WEST,year,Mha,0.0
fruit,crop_irr_land_2015,9|INDIA_EAST,year,Mha,0.0
fruit,crop_irr_land_2015,10|INDIA_WEST,year,Mha,0.0
fruit,crop_irr_land_2015,11|INDIA_WEST,year,Mha,0.0
fruit,crop_irr_land_2015,12|PAKISTAN,year,Mha,7.75185367543746e-05
fruit,crop_irr_land_2015,21|PAKISTAN,year,Mha,0.0
fruit,crop_irr_land_2015,22|PAKISTAN,year,Mha,0.0
fruit,crop_irr_land_2015,23|PAKISTAN,year,Mha,0.0020085085930057
fruit,crop_irr_land_2015,24|PAKISTAN,year,Mha,0.0
fruit,crop_irr_land_2015,13|PAKISTAN,year,Mha,0.0080744295362984
fruit,crop_irr_land_2015,14|PAKISTAN,year,Mha,0.0
fruit,crop_irr_land_2015,15|PAKISTAN,year,Mha,0.0
fruit,crop_irr_land_2015,16|PAKISTAN,year,Mha,8.13347109736658e-05
fruit,crop_irr_land_2015,17|PAKISTAN,year,Mha,2.65195157784942e-06
fruit,crop_irr_land_2015,18|PAKISTAN,year,Mha,5.84627190501892e-06
fruit,crop_irr_land_2015,19|PAKISTAN,year,Mha,0.0001219070021338
fruit,crop_irr_land_2015,20|PAKISTAN,year,Mha,0.0
vegetables,crop_irr_land_2015,1|AFGHAN_SOUTH,year,Mha,0.0024401386160104
vegetables,crop_irr_land_2015,2|AFGHAN_NORTH,year,Mha,0.0106508091098333
vegetables,crop_irr_land_2015,3|CHINA,year,Mha,0.0
vegetables,crop_irr_land_2015,4|CHINA,year,Mha,0.0
vegetables,crop_irr_land_2015,5|CHINA,year,Mha,0.0
vegetables,crop_irr_land_2015,6|INDIA_WEST,year,Mha,0.0
vegetables,crop_irr_land_2015,7|INDIA_WEST,year,Mha,7.26760850893564e-05
vegetables,crop_irr_land_2015,8|INDIA_WEST,year,Mha,0.0124762622456683
vegetables,crop_irr_land_2015,9|INDIA_EAST,year,Mha,0.060798014885407
vegetables,crop_irr_land_2015,10|INDIA_WEST,year,Mha,0.0
vegetables,crop_irr_land_2015,11|INDIA_WEST,year,Mha,0.0
vegetables,crop_irr_land_2015,12|PAKISTAN,year,Mha,0.006805466747637
vegetables,crop_irr_land_2015,21|PAKISTAN,year,Mha,0.0506319434111263
vegetables,crop_irr_land_2015,22|PAKISTAN,year,Mha,0.0
vegetables,crop_irr_land_2015,23|PAKISTAN,year,Mha,0.015702502903096
vegetables,crop_irr_land_2015,24|PAKISTAN,year,Mha,0.0
vegetables,crop_irr_land_2015,13|PAKISTAN,year,Mha,0.0149131269709582
vegetables,crop_irr_land_2015,14|PAKISTAN,year,Mha,0.016211863798691
vegetables,crop_irr_land_2015,15|PAKISTAN,year,Mha,0.0075198315383355
vegetables,crop_irr_land_2015,16|PAKISTAN,year,Mha,0.0258716752478829
vegetables,crop_irr_land_2015,17|PAKISTAN,year,Mha,0.0290842203370526
vegetables,crop_irr_land_2015,18|PAKISTAN,year,Mha,0.0093349407219887
vegetables,crop_irr_land_2015,19|PAKISTAN,year,Mha,0.0070080079793966
vegetables,crop_irr_land_2015,20|PAKISTAN,year,Mha,0.0221152098119514
