model,scenario,region,variable,unit,year,value
MESSAGEix-Pakistan 1,LTS_nexus_debug,B23|PAKISTAN,Capacity Additions|Infrastructure|Water|Extraction|Groundwater|Fossil,MCM/yr,2025,13.973900579397702
MESSAGEix-Pakistan 1,LTS_nexus_debug,B23|PAKISTAN,Capacity Additions|Infrastructure|Water|Extraction|Groundwater|Fossil,MCM/yr,2030,16.063679274406677
MESSAGEix-Pakistan 1,LTS_nexus_debug,B23|PAKISTAN,Capacity Additions|Infrastructure|Water|Extraction|Groundwater|Fossil,MCM/yr,2035,17.75727761541918
MESSAGEix-Pakistan 1,LTS_nexus_debug,B23|PAKISTAN,Capacity Additions|Infrastructure|Water|Extraction|Groundwater|Fossil,MCM/yr,2040,19.35158562002053
MESSAGEix-Pakistan 1,LTS_nexus_debug,B23|PAKISTAN,Capacity Additions|Infrastructure|Water|Extraction|Groundwater|Fossil,MCM/yr,2045,24.874210002300764
MESSAGEix-Pakistan 1,LTS_nexus_debug,B23|PAKISTAN,Capacity Additions|Infrastructure|Water|Extraction|Groundwater|Fossil,MCM/yr,2050,30.258539761676147
MESSAGEix-Pakistan 1,LTS_nexus_debug,B23|PAKISTAN,Capacity Additions|Infrastructure|Water|Extraction|Groundwater|Fossil,MCM/yr,2055,33.85081647226769
MESSAGEix-Pakistan 1,LTS_nexus_debug,B23|PAKISTAN,Capacity Additions|Infrastructure|Water|Extraction|Groundwater|Fossil,MCM/yr,2060,37.322378405908374
MESSAGEix-Pakistan 1,LTS_nexus_debug,B23|PAKISTAN,Capacity Additions|Infrastructure|Water|Extraction|Groundwater|Fossil,MCM/yr,2070,48.15204570849283
MESSAGEix-Pakistan 1,LTS_nexus_debug,B24|PAKISTAN,Capacity Additions|Infrastructure|Water|Extraction|Groundwater|Fossil,MCM/yr,2045,0.9876504126992374
MESSAGEix-Pakistan 1,LTS_nexus_debug,B24|PAKISTAN,Capacity Additions|Infrastructure|Water|Extraction|Groundwater|Fossil,MCM/yr,2050,7.915044324538868
MESSAGEix-Pakistan 1,LTS_nexus_debug,B24|PAKISTAN,Capacity Additions|Infrastructure|Water|Extraction|Groundwater|Fossil,MCM/yr,2055,8.74986053478559
MESSAGEix-Pakistan 1,LTS_nexus_debug,B24|PAKISTAN,Capacity Additions|Infrastructure|Water|Extraction|Groundwater|Fossil,MCM/yr,2060,9.482150631749274
MESSAGEix-Pakistan 1,LTS_nexus_debug,B24|PAKISTAN,Capacity Additions|Infrastructure|Water|Extraction|Groundwater|Fossil,MCM/yr,2070,22.1191398289914
MESSAGEix-Pakistan 1,LTS_nexus_debug,B2|AFGHAN_NORTH,Capacity Additions|Infrastructure|Water|Extraction|Groundwater|Fossil,MCM/yr,2025,76.65926431880104
MESSAGEix-Pakistan 1,LTS_nexus_debug,B2|AFGHAN_NORTH,Capacity Additions|Infrastructure|Water|Extraction|Groundwater|Fossil,MCM/yr,2030,96.62607867429811
MESSAGEix-Pakistan 1,LTS_nexus_debug,B2|AFGHAN_NORTH,Capacity Additions|Infrastructure|Water|Extraction|Groundwater|Fossil,MCM/yr,2035,128.45321181846847
MESSAGEix-Pakistan 1,LTS_nexus_debug,B2|AFGHAN_NORTH,Capacity Additions|Infrastructure|Water|Extraction|Groundwater|Fossil,MCM/yr,2040,159.91910931586614
MESSAGEix-Pakistan 1,LTS_nexus_debug,B2|AFGHAN_NORTH,Capacity Additions|Infrastructure|Water|Extraction|Groundwater|Fossil,MCM/yr,2045,204.26555391131205
MESSAGEix-Pakistan 1,LTS_nexus_debug,B2|AFGHAN_NORTH,Capacity Additions|Infrastructure|Water|Extraction|Groundwater|Fossil,MCM/yr,2050,248.11072709086207
MESSAGEix-Pakistan 1,LTS_nexus_debug,B2|AFGHAN_NORTH,Capacity Additions|Infrastructure|Water|Extraction|Groundwater|Fossil,MCM/yr,2055,304.10705369323153
MESSAGEix-Pakistan 1,LTS_nexus_debug,B2|AFGHAN_NORTH,Capacity Additions|Infrastructure|Water|Extraction|Groundwater|Fossil,MCM/yr,2060,359.5343133073096
MESSAGEix-Pakistan 1,LTS_nexus_debug,B2|AFGHAN_NORTH,Capacity Additions|Infrastructure|Water|Extraction|Groundwater|Fossil,MCM/yr,2070,515.8497735811679
MESSAGEix-Pakistan 1,LTS_nexus_debug,B7|INDIA_WEST,Capacity Additions|Infrastructure|Water|Extraction|Groundwater|Fossil,MCM/yr,2025,12.721906644781265
MESSAGEix-Pakistan 1,LTS_nexus_debug,B7|INDIA_WEST,Capacity Additions|Infrastructure|Water|Extraction|Groundwater|Fossil,MCM/yr,2030,17.548614045875293
MESSAGEix-Pakistan 1,LTS_nexus_debug,B7|INDIA_WEST,Capacity Additions|Infrastructure|Water|Extraction|Groundwater|Fossil,MCM/yr,2035,30.320109506693992
MESSAGEix-Pakistan 1,LTS_nexus_debug,B7|INDIA_WEST,Capacity Additions|Infrastructure|Water|Extraction|Groundwater|Fossil,MCM/yr,2040,42.47508684029756
MESSAGEix-Pakistan 1,LTS_nexus_debug,B7|INDIA_WEST,Capacity Additions|Infrastructure|Water|Extraction|Groundwater|Fossil,MCM/yr,2045,45.44242825141159
MESSAGEix-Pakistan 1,LTS_nexus_debug,B7|INDIA_WEST,Capacity Additions|Infrastructure|Water|Extraction|Groundwater|Fossil,MCM/yr,2050,49.45597622953565
MESSAGEix-Pakistan 1,LTS_nexus_debug,B7|INDIA_WEST,Capacity Additions|Infrastructure|Water|Extraction|Groundwater|Fossil,MCM/yr,2055,61.41463690336856
MESSAGEix-Pakistan 1,LTS_nexus_debug,B7|INDIA_WEST,Capacity Additions|Infrastructure|Water|Extraction|Groundwater|Fossil,MCM/yr,2060,74.18589649517246
MESSAGEix-Pakistan 1,LTS_nexus_debug,B7|INDIA_WEST,Capacity Additions|Infrastructure|Water|Extraction|Groundwater|Fossil,MCM/yr,2070,86.85299658376033
MESSAGEix-Pakistan 1,LTS_nexus_debug,B8|INDIA_WEST,Capacity Additions|Infrastructure|Water|Extraction|Groundwater|Fossil,MCM/yr,2045,4.318072799020074
MESSAGEix-Pakistan 1,LTS_nexus_debug,B8|INDIA_WEST,Capacity Additions|Infrastructure|Water|Extraction|Groundwater|Fossil,MCM/yr,2050,11.004346821930323
MESSAGEix-Pakistan 1,LTS_nexus_debug,B8|INDIA_WEST,Capacity Additions|Infrastructure|Water|Extraction|Groundwater|Fossil,MCM/yr,2055,18.989367470905318
MESSAGEix-Pakistan 1,LTS_nexus_debug,B8|INDIA_WEST,Capacity Additions|Infrastructure|Water|Extraction|Groundwater|Fossil,MCM/yr,2060,28.203158603526873
MESSAGEix-Pakistan 1,LTS_nexus_debug,B8|INDIA_WEST,Capacity Additions|Infrastructure|Water|Extraction|Groundwater|Fossil,MCM/yr,2070,41.42657680398929
MESSAGEix-Pakistan 1,LTS_nexus_debug,B10|INDIA_WEST,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2025,334.34213476933274
MESSAGEix-Pakistan 1,LTS_nexus_debug,B10|INDIA_WEST,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2030,276.1706639989193
MESSAGEix-Pakistan 1,LTS_nexus_debug,B10|INDIA_WEST,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2035,270.7419420913718
MESSAGEix-Pakistan 1,LTS_nexus_debug,B10|INDIA_WEST,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2040,259.9766627696469
MESSAGEix-Pakistan 1,LTS_nexus_debug,B10|INDIA_WEST,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2045,237.03198710824378
MESSAGEix-Pakistan 1,LTS_nexus_debug,B10|INDIA_WEST,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2050,210.71728178634314
MESSAGEix-Pakistan 1,LTS_nexus_debug,B10|INDIA_WEST,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2055,217.69357926372228
MESSAGEix-Pakistan 1,LTS_nexus_debug,B10|INDIA_WEST,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2060,193.0848393914822
MESSAGEix-Pakistan 1,LTS_nexus_debug,B10|INDIA_WEST,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2070,41.62636482774484
MESSAGEix-Pakistan 1,LTS_nexus_debug,B13|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2025,0.34525097027733026
MESSAGEix-Pakistan 1,LTS_nexus_debug,B13|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2030,0.3308489953609455
MESSAGEix-Pakistan 1,LTS_nexus_debug,B13|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2035,0.3196047870800742
MESSAGEix-Pakistan 1,LTS_nexus_debug,B13|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2040,0.29969360659414984
MESSAGEix-Pakistan 1,LTS_nexus_debug,B13|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2045,0.2634720048500887
MESSAGEix-Pakistan 1,LTS_nexus_debug,B13|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2050,0.22649534984855066
MESSAGEix-Pakistan 1,LTS_nexus_debug,B13|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2055,0.17884428025247182
MESSAGEix-Pakistan 1,LTS_nexus_debug,B13|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2060,0.2247628135047937
MESSAGEix-Pakistan 1,LTS_nexus_debug,B13|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2070,0.06318931548956211
MESSAGEix-Pakistan 1,LTS_nexus_debug,B14|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2025,1.8272667698668192
MESSAGEix-Pakistan 1,LTS_nexus_debug,B14|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2030,1.7628479563657242
MESSAGEix-Pakistan 1,LTS_nexus_debug,B14|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2035,1.7193568301641426
MESSAGEix-Pakistan 1,LTS_nexus_debug,B14|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2040,1.6240587667885644
MESSAGEix-Pakistan 1,LTS_nexus_debug,B14|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2045,1.4381884066499757
MESSAGEix-Pakistan 1,LTS_nexus_debug,B14|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2050,1.2454672099776063
MESSAGEix-Pakistan 1,LTS_nexus_debug,B14|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2055,0.99914930256853
MESSAGEix-Pakistan 1,LTS_nexus_debug,B14|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2060,1.2441591873398306
MESSAGEix-Pakistan 1,LTS_nexus_debug,B14|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2070,0.3665003944104534
MESSAGEix-Pakistan 1,LTS_nexus_debug,B16|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2025,19.49816440589786
MESSAGEix-Pakistan 1,LTS_nexus_debug,B16|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2030,7.4037419334179635
MESSAGEix-Pakistan 1,LTS_nexus_debug,B16|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2035,6.062242500452433
MESSAGEix-Pakistan 1,LTS_nexus_debug,B16|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2040,4.850947533713327
MESSAGEix-Pakistan 1,LTS_nexus_debug,B16|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2045,2.9351914406613573
MESSAGEix-Pakistan 1,LTS_nexus_debug,B16|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2050,1.4046365381990156
MESSAGEix-Pakistan 1,LTS_nexus_debug,B16|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2055,1.6113342636363224
MESSAGEix-Pakistan 1,LTS_nexus_debug,B16|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2060,0.9854015699847936
MESSAGEix-Pakistan 1,LTS_nexus_debug,B16|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2070,0.1934126288227889
MESSAGEix-Pakistan 1,LTS_nexus_debug,B17|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2025,51.02926542452211
MESSAGEix-Pakistan 1,LTS_nexus_debug,B17|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2030,44.186265562365044
MESSAGEix-Pakistan 1,LTS_nexus_debug,B17|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2035,39.41404911782782
MESSAGEix-Pakistan 1,LTS_nexus_debug,B17|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2040,35.79605468110791
MESSAGEix-Pakistan 1,LTS_nexus_debug,B17|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2045,33.47715577827681
MESSAGEix-Pakistan 1,LTS_nexus_debug,B17|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2050,29.589140521023424
MESSAGEix-Pakistan 1,LTS_nexus_debug,B17|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2055,35.705503815226756
MESSAGEix-Pakistan 1,LTS_nexus_debug,B17|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2060,34.532106267822115
MESSAGEix-Pakistan 1,LTS_nexus_debug,B17|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2070,6.201534112494454
MESSAGEix-Pakistan 1,LTS_nexus_debug,B1|AFGHAN_SOUTH,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2025,5.102065406907873
MESSAGEix-Pakistan 1,LTS_nexus_debug,B1|AFGHAN_SOUTH,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2030,4.8104589292871704
MESSAGEix-Pakistan 1,LTS_nexus_debug,B1|AFGHAN_SOUTH,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2035,5.493319826692743
MESSAGEix-Pakistan 1,LTS_nexus_debug,B1|AFGHAN_SOUTH,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2040,5.794933991435596
MESSAGEix-Pakistan 1,LTS_nexus_debug,B1|AFGHAN_SOUTH,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2045,6.230222962753642
MESSAGEix-Pakistan 1,LTS_nexus_debug,B1|AFGHAN_SOUTH,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2050,6.206332810450492
MESSAGEix-Pakistan 1,LTS_nexus_debug,B1|AFGHAN_SOUTH,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2055,5.930280900479686
MESSAGEix-Pakistan 1,LTS_nexus_debug,B1|AFGHAN_SOUTH,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2060,5.59386447323679
MESSAGEix-Pakistan 1,LTS_nexus_debug,B1|AFGHAN_SOUTH,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2070,2.761365154128197
MESSAGEix-Pakistan 1,LTS_nexus_debug,B20|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2025,36.17913855635548
MESSAGEix-Pakistan 1,LTS_nexus_debug,B20|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2030,31.754198610663686
MESSAGEix-Pakistan 1,LTS_nexus_debug,B20|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2035,28.065508186770323
MESSAGEix-Pakistan 1,LTS_nexus_debug,B20|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2040,25.369909768277566
MESSAGEix-Pakistan 1,LTS_nexus_debug,B20|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2045,19.43011055709707
MESSAGEix-Pakistan 1,LTS_nexus_debug,B20|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2050,14.846430469854965
MESSAGEix-Pakistan 1,LTS_nexus_debug,B20|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2055,11.839844054403207
MESSAGEix-Pakistan 1,LTS_nexus_debug,B20|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2060,5.205804012131642
MESSAGEix-Pakistan 1,LTS_nexus_debug,B20|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2070,0.31362290054651987
MESSAGEix-Pakistan 1,LTS_nexus_debug,B21|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2025,50.70615365647597
MESSAGEix-Pakistan 1,LTS_nexus_debug,B21|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2030,42.152427770967996
MESSAGEix-Pakistan 1,LTS_nexus_debug,B21|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2035,47.490736530951686
MESSAGEix-Pakistan 1,LTS_nexus_debug,B21|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2040,49.2305523580192
MESSAGEix-Pakistan 1,LTS_nexus_debug,B21|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2045,49.20387138888783
MESSAGEix-Pakistan 1,LTS_nexus_debug,B21|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2050,47.16931723962998
MESSAGEix-Pakistan 1,LTS_nexus_debug,B21|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2055,33.64734055679331
MESSAGEix-Pakistan 1,LTS_nexus_debug,B21|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2060,20.653015000788955
MESSAGEix-Pakistan 1,LTS_nexus_debug,B21|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2070,11.613301795634708
MESSAGEix-Pakistan 1,LTS_nexus_debug,B22|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2025,69.32487934945881
MESSAGEix-Pakistan 1,LTS_nexus_debug,B22|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2030,49.626619078473524
MESSAGEix-Pakistan 1,LTS_nexus_debug,B22|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2035,40.045200577576765
MESSAGEix-Pakistan 1,LTS_nexus_debug,B22|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2040,32.0866352364552
MESSAGEix-Pakistan 1,LTS_nexus_debug,B22|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2045,22.496988977393134
MESSAGEix-Pakistan 1,LTS_nexus_debug,B22|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2050,14.52937978980475
MESSAGEix-Pakistan 1,LTS_nexus_debug,B22|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2055,22.20322329493301
MESSAGEix-Pakistan 1,LTS_nexus_debug,B22|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2060,20.42771652823678
MESSAGEix-Pakistan 1,LTS_nexus_debug,B22|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2070,6.912626103580769
MESSAGEix-Pakistan 1,LTS_nexus_debug,B23|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2025,13.884606368600561
MESSAGEix-Pakistan 1,LTS_nexus_debug,B23|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2030,11.818781016643698
MESSAGEix-Pakistan 1,LTS_nexus_debug,B23|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2035,13.37378110781421
MESSAGEix-Pakistan 1,LTS_nexus_debug,B23|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2040,13.923866126067974
MESSAGEix-Pakistan 1,LTS_nexus_debug,B23|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2045,11.56550203199793
MESSAGEix-Pakistan 1,LTS_nexus_debug,B23|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2050,10.002628584373799
MESSAGEix-Pakistan 1,LTS_nexus_debug,B23|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2055,12.296875544812357
MESSAGEix-Pakistan 1,LTS_nexus_debug,B23|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2060,11.770684983173831
MESSAGEix-Pakistan 1,LTS_nexus_debug,B23|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2070,6.105958677524796
MESSAGEix-Pakistan 1,LTS_nexus_debug,B24|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2025,40.59566492787076
MESSAGEix-Pakistan 1,LTS_nexus_debug,B24|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2030,35.20107176597375
MESSAGEix-Pakistan 1,LTS_nexus_debug,B24|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2035,40.07590834998841
MESSAGEix-Pakistan 1,LTS_nexus_debug,B24|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2040,41.82046705006216
MESSAGEix-Pakistan 1,LTS_nexus_debug,B24|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2045,43.36203483406492
MESSAGEix-Pakistan 1,LTS_nexus_debug,B24|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2050,34.706034816988684
MESSAGEix-Pakistan 1,LTS_nexus_debug,B24|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2055,41.403734148118275
MESSAGEix-Pakistan 1,LTS_nexus_debug,B24|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2060,39.58824983270827
MESSAGEix-Pakistan 1,LTS_nexus_debug,B24|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2070,17.83432153616186
MESSAGEix-Pakistan 1,LTS_nexus_debug,B2|AFGHAN_NORTH,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2025,18.303157898726123
MESSAGEix-Pakistan 1,LTS_nexus_debug,B2|AFGHAN_NORTH,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2030,16.0845601365816
MESSAGEix-Pakistan 1,LTS_nexus_debug,B2|AFGHAN_NORTH,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2035,17.45453963714884
MESSAGEix-Pakistan 1,LTS_nexus_debug,B2|AFGHAN_NORTH,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2040,17.851992085808227
MESSAGEix-Pakistan 1,LTS_nexus_debug,B2|AFGHAN_NORTH,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2045,17.743136809209222
MESSAGEix-Pakistan 1,LTS_nexus_debug,B2|AFGHAN_NORTH,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2050,16.894809848395628
MESSAGEix-Pakistan 1,LTS_nexus_debug,B2|AFGHAN_NORTH,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2055,19.6593220729384
MESSAGEix-Pakistan 1,LTS_nexus_debug,B2|AFGHAN_NORTH,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2060,19.197927924306434
MESSAGEix-Pakistan 1,LTS_nexus_debug,B2|AFGHAN_NORTH,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2070,7.031475323363318
MESSAGEix-Pakistan 1,LTS_nexus_debug,B4|CHINA,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2025,0.17440295633214314
MESSAGEix-Pakistan 1,LTS_nexus_debug,B4|CHINA,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2030,0.13958720258010793
MESSAGEix-Pakistan 1,LTS_nexus_debug,B4|CHINA,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2035,0.10845991508457128
MESSAGEix-Pakistan 1,LTS_nexus_debug,B4|CHINA,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2040,0.07791273312281066
MESSAGEix-Pakistan 1,LTS_nexus_debug,B4|CHINA,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2045,0.05901522080191225
MESSAGEix-Pakistan 1,LTS_nexus_debug,B4|CHINA,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2050,0.04213538430320657
MESSAGEix-Pakistan 1,LTS_nexus_debug,B4|CHINA,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2055,0.031789530325716846
MESSAGEix-Pakistan 1,LTS_nexus_debug,B4|CHINA,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2060,0.11520048683031309
MESSAGEix-Pakistan 1,LTS_nexus_debug,B4|CHINA,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2070,0.011817805930805787
MESSAGEix-Pakistan 1,LTS_nexus_debug,B5|CHINA,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2025,0.1712682577914072
MESSAGEix-Pakistan 1,LTS_nexus_debug,B5|CHINA,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2030,0.13979875109686443
MESSAGEix-Pakistan 1,LTS_nexus_debug,B5|CHINA,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2035,0.11404685673845318
MESSAGEix-Pakistan 1,LTS_nexus_debug,B5|CHINA,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2040,0.08510561851825765
MESSAGEix-Pakistan 1,LTS_nexus_debug,B5|CHINA,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2045,0.06436844056389401
MESSAGEix-Pakistan 1,LTS_nexus_debug,B5|CHINA,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2050,0.04701994925871768
MESSAGEix-Pakistan 1,LTS_nexus_debug,B5|CHINA,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2055,0.035192515880855896
MESSAGEix-Pakistan 1,LTS_nexus_debug,B5|CHINA,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2060,0.12163663874710336
MESSAGEix-Pakistan 1,LTS_nexus_debug,B5|CHINA,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2070,0.013796097574221799
MESSAGEix-Pakistan 1,LTS_nexus_debug,B6|INDIA_WEST,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2025,0.18242258871161757
MESSAGEix-Pakistan 1,LTS_nexus_debug,B6|INDIA_WEST,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2030,0.15927535067772186
MESSAGEix-Pakistan 1,LTS_nexus_debug,B6|INDIA_WEST,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2035,0.1364306995925314
MESSAGEix-Pakistan 1,LTS_nexus_debug,B6|INDIA_WEST,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2040,0.11534373295850567
MESSAGEix-Pakistan 1,LTS_nexus_debug,B6|INDIA_WEST,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2045,0.0952942310608159
MESSAGEix-Pakistan 1,LTS_nexus_debug,B6|INDIA_WEST,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2050,0.07601916546454457
MESSAGEix-Pakistan 1,LTS_nexus_debug,B6|INDIA_WEST,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2055,0.05490940430634033
MESSAGEix-Pakistan 1,LTS_nexus_debug,B6|INDIA_WEST,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2060,0.07375041910715256
