model,scenario,region,variable,unit,year,value
MESSAGEix-Pakistan 1,LTS_nexus,B20|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2050,14.846430469854965
MESSAGEix-Pakistan 1,LTS_nexus,B20|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2055,11.839844054403256
MESSAGEix-Pakistan 1,LTS_nexus,B20|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2060,5.205804012131642
MESSAGEix-Pakistan 1,LTS_nexus,B20|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2070,0.31362290054651987
MESSAGEix-Pakistan 1,LTS_nexus,B21|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2025,50.70615365647597
MESSAGEix-Pakistan 1,LTS_nexus,B21|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2030,42.15242777096799
MESSAGEix-Pakistan 1,LTS_nexus,B21|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2035,47.49073653
MESSAGEix-Pakistan 1,LTS_nexus,B21|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2040,49.23055235801921
MESSAGEix-Pakistan 1,LTS_nexus,B21|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2045,49.20387138888783
MESSAGEix-Pakistan 1,LTS_nexus,B21|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2050,47.16931723962998
MESSAGEix-Pakistan 1,LTS_nexus,B21|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2055,33.64734055679327
MESSAGEix-Pakistan 1,LTS_nexus,B21|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2060,20.653015000788955
MESSAGEix-Pakistan 1,LTS_nexus,B21|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2070,11.61330179563479
MESSAGEix-Pakistan 1,LTS_nexus,B22|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2025,69.32487934945881
MESSAGEix-Pakistan 1,LTS_nexus,B22|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2030,49.626619078473524
MESSAGEix-Pakistan 1,LTS_nexus,B22|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2035,40.045200577576765
MESSAGEix-Pakistan 1,LTS_nexus,B22|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2040,32.08663524
MESSAGEix-Pakistan 1,LTS_nexus,B22|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2045,22.496988977393134
MESSAGEix-Pakistan 1,LTS_nexus,B22|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2050,14.52937978980475
MESSAGEix-Pakistan 1,LTS_nexus,B22|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2055,22.20322329493301
MESSAGEix-Pakistan 1,LTS_nexus,B22|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2060,20.42771652823678
MESSAGEix-Pakistan 1,LTS_nexus,B22|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2070,6.912626104
MESSAGEix-Pakistan 1,LTS_nexus,B23|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2025,13.884606368600561
MESSAGEix-Pakistan 1,LTS_nexus,B23|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2030,11.818781016643698
MESSAGEix-Pakistan 1,LTS_nexus,B23|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2035,13.37378110781421
MESSAGEix-Pakistan 1,LTS_nexus,B23|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2040,13.923866126067974
MESSAGEix-Pakistan 1,LTS_nexus,B23|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2045,11.56550203199793
MESSAGEix-Pakistan 1,LTS_nexus,B23|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2050,10.002628584373799
MESSAGEix-Pakistan 1,LTS_nexus,B23|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2055,12.296875544812357
MESSAGEix-Pakistan 1,LTS_nexus,B23|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2060,11.770684983173831
MESSAGEix-Pakistan 1,LTS_nexus,B23|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2070,6.105958677524795
MESSAGEix-Pakistan 1,LTS_nexus,B24|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2025,40.59566492787076
MESSAGEix-Pakistan 1,LTS_nexus,B24|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2030,35.20107176597375
MESSAGEix-Pakistan 1,LTS_nexus,B24|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2035,40.07590834998841
MESSAGEix-Pakistan 1,LTS_nexus,B24|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2040,41.82046705006216
MESSAGEix-Pakistan 1,LTS_nexus,B24|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2045,43.36203483406492
MESSAGEix-Pakistan 1,LTS_nexus,B24|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2050,34.706034816988684
MESSAGEix-Pakistan 1,LTS_nexus,B24|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2055,41.403734148118275
MESSAGEix-Pakistan 1,LTS_nexus,B24|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2060,39.58824983270828
MESSAGEix-Pakistan 1,LTS_nexus,B24|PAKISTAN,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2070,17.83432153616186
MESSAGEix-Pakistan 1,LTS_nexus,B2|AFGHAN_NORTH,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2025,18.303157898726123
MESSAGEix-Pakistan 1,LTS_nexus,B2|AFGHAN_NORTH,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2030,16.08456014
MESSAGEix-Pakistan 1,LTS_nexus,B2|AFGHAN_NORTH,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2035,17.45453963714884
MESSAGEix-Pakistan 1,LTS_nexus,B2|AFGHAN_NORTH,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2040,17.851992085808227
MESSAGEix-Pakistan 1,LTS_nexus,B2|AFGHAN_NORTH,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2045,17.743136809209222
MESSAGEix-Pakistan 1,LTS_nexus,B2|AFGHAN_NORTH,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2050,16.894809848395628
MESSAGEix-Pakistan 1,LTS_nexus,B2|AFGHAN_NORTH,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2055,19.65932207
MESSAGEix-Pakistan 1,LTS_nexus,B2|AFGHAN_NORTH,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2060,19.197927924306434
MESSAGEix-Pakistan 1,LTS_nexus,B2|AFGHAN_NORTH,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2070,7.031475323363318
MESSAGEix-Pakistan 1,LTS_nexus,B4|CHINA,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2025,0.17440295633214314
MESSAGEix-Pakistan 1,LTS_nexus,B4|CHINA,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2030,0.13958720258010793
MESSAGEix-Pakistan 1,LTS_nexus,B4|CHINA,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2035,0.10845991508457128
MESSAGEix-Pakistan 1,LTS_nexus,B4|CHINA,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2040,0.077912733
MESSAGEix-Pakistan 1,LTS_nexus,B4|CHINA,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2045,0.059015221
MESSAGEix-Pakistan 1,LTS_nexus,B4|CHINA,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2050,0.042135384
MESSAGEix-Pakistan 1,LTS_nexus,B4|CHINA,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2055,0.031789530325716846
MESSAGEix-Pakistan 1,LTS_nexus,B4|CHINA,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2060,0.11520048683031309
MESSAGEix-Pakistan 1,LTS_nexus,B4|CHINA,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2070,0.011817805930805787
MESSAGEix-Pakistan 1,LTS_nexus,B5|CHINA,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2025,0.1712682577914072
MESSAGEix-Pakistan 1,LTS_nexus,B5|CHINA,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2030,0.13979875109686443
MESSAGEix-Pakistan 1,LTS_nexus,B5|CHINA,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2035,0.11404685673845318
MESSAGEix-Pakistan 1,LTS_nexus,B5|CHINA,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2040,0.085105619
MESSAGEix-Pakistan 1,LTS_nexus,B5|CHINA,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2045,0.064368441
MESSAGEix-Pakistan 1,LTS_nexus,B5|CHINA,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2050,0.047019949
MESSAGEix-Pakistan 1,LTS_nexus,B5|CHINA,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2055,0.035192515880855896
MESSAGEix-Pakistan 1,LTS_nexus,B5|CHINA,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2060,0.12163663874710336
MESSAGEix-Pakistan 1,LTS_nexus,B5|CHINA,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2070,0.013796097574221799
MESSAGEix-Pakistan 1,LTS_nexus,B6|INDIA_WEST,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2025,0.18242258871161757
MESSAGEix-Pakistan 1,LTS_nexus,B6|INDIA_WEST,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2030,0.15927535067772186
MESSAGEix-Pakistan 1,LTS_nexus,B6|INDIA_WEST,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2035,0.1364306995925314
MESSAGEix-Pakistan 1,LTS_nexus,B6|INDIA_WEST,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2040,0.11534373295850567
MESSAGEix-Pakistan 1,LTS_nexus,B6|INDIA_WEST,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2045,0.095294231
MESSAGEix-Pakistan 1,LTS_nexus,B6|INDIA_WEST,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2050,0.076019165
MESSAGEix-Pakistan 1,LTS_nexus,B6|INDIA_WEST,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2055,0.054909404
MESSAGEix-Pakistan 1,LTS_nexus,B6|INDIA_WEST,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2060,0.073750419
MESSAGEix-Pakistan 1,LTS_nexus,B6|INDIA_WEST,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2070,0.018178829
MESSAGEix-Pakistan 1,LTS_nexus,B7|INDIA_WEST,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2025,70.40966910184972
MESSAGEix-Pakistan 1,LTS_nexus,B7|INDIA_WEST,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2030,54.76808095294447
MESSAGEix-Pakistan 1,LTS_nexus,B7|INDIA_WEST,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2035,51.27421053
MESSAGEix-Pakistan 1,LTS_nexus,B7|INDIA_WEST,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2040,47.44705950420861
MESSAGEix-Pakistan 1,LTS_nexus,B7|INDIA_WEST,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2045,44.44983786401717
MESSAGEix-Pakistan 1,LTS_nexus,B7|INDIA_WEST,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2050,39.61185509585994
MESSAGEix-Pakistan 1,LTS_nexus,B7|INDIA_WEST,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2055,39.18663622720494
MESSAGEix-Pakistan 1,LTS_nexus,B7|INDIA_WEST,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2060,30.611891131742546
MESSAGEix-Pakistan 1,LTS_nexus,B7|INDIA_WEST,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2070,7.793945358055516
MESSAGEix-Pakistan 1,LTS_nexus,B8|INDIA_WEST,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2025,101.36669036501591
MESSAGEix-Pakistan 1,LTS_nexus,B8|INDIA_WEST,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2030,82.60919766280699
MESSAGEix-Pakistan 1,LTS_nexus,B8|INDIA_WEST,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2035,75.75910623405889
MESSAGEix-Pakistan 1,LTS_nexus,B8|INDIA_WEST,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2040,69.57246743698241
MESSAGEix-Pakistan 1,LTS_nexus,B8|INDIA_WEST,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2045,58.95781771129488
MESSAGEix-Pakistan 1,LTS_nexus,B8|INDIA_WEST,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2050,49.03851525212095
MESSAGEix-Pakistan 1,LTS_nexus,B8|INDIA_WEST,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2055,58.508507944785066
MESSAGEix-Pakistan 1,LTS_nexus,B8|INDIA_WEST,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2060,53.213781020667284
MESSAGEix-Pakistan 1,LTS_nexus,B8|INDIA_WEST,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2070,12.961881497827775
MESSAGEix-Pakistan 1,LTS_nexus,B9|INDIA_EAST,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2025,45.79677963271456
MESSAGEix-Pakistan 1,LTS_nexus,B9|INDIA_EAST,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2030,36.63142745039785
MESSAGEix-Pakistan 1,LTS_nexus,B9|INDIA_EAST,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2035,35.503713059914965
MESSAGEix-Pakistan 1,LTS_nexus,B9|INDIA_EAST,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2040,33.720719207215325
MESSAGEix-Pakistan 1,LTS_nexus,B9|INDIA_EAST,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2045,30.47320568037159
MESSAGEix-Pakistan 1,LTS_nexus,B9|INDIA_EAST,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2050,26.831106265815954
MESSAGEix-Pakistan 1,LTS_nexus,B9|INDIA_EAST,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2055,31.22383258
MESSAGEix-Pakistan 1,LTS_nexus,B9|INDIA_EAST,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2060,28.46322416823837
MESSAGEix-Pakistan 1,LTS_nexus,B9|INDIA_EAST,Capacity Additions|Infrastructure|Water|Rural,MCM/yr,2070,8.772038571717964
MESSAGEix-Pakistan 1,LTS_nexus,B10|INDIA_WEST,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2025,141.14693730044343
MESSAGEix-Pakistan 1,LTS_nexus,B10|INDIA_WEST,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2030,120.50880996231697
MESSAGEix-Pakistan 1,LTS_nexus,B10|INDIA_WEST,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2035,126.13661936319909
MESSAGEix-Pakistan 1,LTS_nexus,B10|INDIA_WEST,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2040,125.80254572410223
MESSAGEix-Pakistan 1,LTS_nexus,B10|INDIA_WEST,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2045,120.57712046260193
MESSAGEix-Pakistan 1,LTS_nexus,B10|INDIA_WEST,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2050,111.09896414047168
MESSAGEix-Pakistan 1,LTS_nexus,B10|INDIA_WEST,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2055,147.7955742786484
MESSAGEix-Pakistan 1,LTS_nexus,B10|INDIA_WEST,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2060,142.44067744773338
MESSAGEix-Pakistan 1,LTS_nexus,B10|INDIA_WEST,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2070,102.59064721151978
MESSAGEix-Pakistan 1,LTS_nexus,B16|PAKISTAN,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2025,200.10319198888735
MESSAGEix-Pakistan 1,LTS_nexus,B16|PAKISTAN,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2030,190.68032510022846
MESSAGEix-Pakistan 1,LTS_nexus,B16|PAKISTAN,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2035,191.00543180623544
MESSAGEix-Pakistan 1,LTS_nexus,B16|PAKISTAN,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2040,189.80134669531117
MESSAGEix-Pakistan 1,LTS_nexus,B16|PAKISTAN,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2045,187.0422108756631
MESSAGEix-Pakistan 1,LTS_nexus,B16|PAKISTAN,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2050,174.11777788572138
MESSAGEix-Pakistan 1,LTS_nexus,B16|PAKISTAN,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2055,199.93577150099622
MESSAGEix-Pakistan 1,LTS_nexus,B16|PAKISTAN,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2060,190.72045537658406
MESSAGEix-Pakistan 1,LTS_nexus,B16|PAKISTAN,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2070,112.81540969010888
MESSAGEix-Pakistan 1,LTS_nexus,B17|PAKISTAN,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2025,15.646479528673932
MESSAGEix-Pakistan 1,LTS_nexus,B17|PAKISTAN,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2030,14.672687815063693
MESSAGEix-Pakistan 1,LTS_nexus,B17|PAKISTAN,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2035,25.668984592613207
MESSAGEix-Pakistan 1,LTS_nexus,B17|PAKISTAN,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2040,30.311734372387168
MESSAGEix-Pakistan 1,LTS_nexus,B17|PAKISTAN,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2045,31.391571666258454
MESSAGEix-Pakistan 1,LTS_nexus,B17|PAKISTAN,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2050,31.259812843917246
MESSAGEix-Pakistan 1,LTS_nexus,B17|PAKISTAN,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2055,32.43446913754577
MESSAGEix-Pakistan 1,LTS_nexus,B17|PAKISTAN,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2060,30.443728076808362
MESSAGEix-Pakistan 1,LTS_nexus,B17|PAKISTAN,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2070,34.246806070434296
MESSAGEix-Pakistan 1,LTS_nexus,B1|AFGHAN_SOUTH,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2025,0.1774637843257416
MESSAGEix-Pakistan 1,LTS_nexus,B1|AFGHAN_SOUTH,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2030,0.35557800671800033
MESSAGEix-Pakistan 1,LTS_nexus,B1|AFGHAN_SOUTH,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2035,1.1042291595656306
MESSAGEix-Pakistan 1,LTS_nexus,B1|AFGHAN_SOUTH,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2040,1.4571209129743716
MESSAGEix-Pakistan 1,LTS_nexus,B1|AFGHAN_SOUTH,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2045,1.8618508869991333
MESSAGEix-Pakistan 1,LTS_nexus,B1|AFGHAN_SOUTH,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2050,2.003990980523873
MESSAGEix-Pakistan 1,LTS_nexus,B1|AFGHAN_SOUTH,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2055,3.5739952094546386
MESSAGEix-Pakistan 1,LTS_nexus,B1|AFGHAN_SOUTH,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2060,3.855628846862646
MESSAGEix-Pakistan 1,LTS_nexus,B1|AFGHAN_SOUTH,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2070,4.086030546920878
MESSAGEix-Pakistan 1,LTS_nexus,B20|PAKISTAN,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2025,45.07091520021904
MESSAGEix-Pakistan 1,LTS_nexus,B20|PAKISTAN,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2030,40.096070256185506
MESSAGEix-Pakistan 1,LTS_nexus,B20|PAKISTAN,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2035,49.10976908
MESSAGEix-Pakistan 1,LTS_nexus,B20|PAKISTAN,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2040,52.35079866733762
MESSAGEix-Pakistan 1,LTS_nexus,B20|PAKISTAN,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2045,57.48147251524506
MESSAGEix-Pakistan 1,LTS_nexus,B20|PAKISTAN,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2050,56.82132520123496
MESSAGEix-Pakistan 1,LTS_nexus,B20|PAKISTAN,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2055,70.56482609353912
MESSAGEix-Pakistan 1,LTS_nexus,B20|PAKISTAN,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2060,68.75704516544533
MESSAGEix-Pakistan 1,LTS_nexus,B20|PAKISTAN,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2070,44.27345160447631
MESSAGEix-Pakistan 1,LTS_nexus,B21|PAKISTAN,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2025,33.04147055574832
MESSAGEix-Pakistan 1,LTS_nexus,B21|PAKISTAN,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2030,33.07081568
MESSAGEix-Pakistan 1,LTS_nexus,B21|PAKISTAN,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2035,33.281182331188504
MESSAGEix-Pakistan 1,LTS_nexus,B21|PAKISTAN,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2040,33.35790258336925
MESSAGEix-Pakistan 1,LTS_nexus,B21|PAKISTAN,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2045,33.632499532170144
MESSAGEix-Pakistan 1,LTS_nexus,B21|PAKISTAN,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2050,31.68338437869847
MESSAGEix-Pakistan 1,LTS_nexus,B21|PAKISTAN,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2055,59.73924138930566
MESSAGEix-Pakistan 1,LTS_nexus,B21|PAKISTAN,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2060,62.93085609480822
MESSAGEix-Pakistan 1,LTS_nexus,B21|PAKISTAN,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2070,35.333819357576346
MESSAGEix-Pakistan 1,LTS_nexus,B22|PAKISTAN,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2025,80.61856589064578
MESSAGEix-Pakistan 1,LTS_nexus,B22|PAKISTAN,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2030,87.07550649
MESSAGEix-Pakistan 1,LTS_nexus,B22|PAKISTAN,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2035,104.6027692401858
MESSAGEix-Pakistan 1,LTS_nexus,B22|PAKISTAN,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2040,113.01977186520523
MESSAGEix-Pakistan 1,LTS_nexus,B22|PAKISTAN,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2045,120.49721773012506
MESSAGEix-Pakistan 1,LTS_nexus,B22|PAKISTAN,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2050,118.38656939834024
MESSAGEix-Pakistan 1,LTS_nexus,B22|PAKISTAN,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2055,117.91168066542511
MESSAGEix-Pakistan 1,LTS_nexus,B22|PAKISTAN,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2060,111.77709144586167
MESSAGEix-Pakistan 1,LTS_nexus,B22|PAKISTAN,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2070,76.10121093111258
MESSAGEix-Pakistan 1,LTS_nexus,B23|PAKISTAN,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2025,11.43831674722621
MESSAGEix-Pakistan 1,LTS_nexus,B23|PAKISTAN,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2030,10.597428268733932
MESSAGEix-Pakistan 1,LTS_nexus,B23|PAKISTAN,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2035,10.592516820007427
MESSAGEix-Pakistan 1,LTS_nexus,B23|PAKISTAN,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2040,10.473924684713209
MESSAGEix-Pakistan 1,LTS_nexus,B23|PAKISTAN,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2045,12.944637631856871
MESSAGEix-Pakistan 1,LTS_nexus,B23|PAKISTAN,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2050,13.027994432906933
MESSAGEix-Pakistan 1,LTS_nexus,B23|PAKISTAN,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2055,13.948133300535664
MESSAGEix-Pakistan 1,LTS_nexus,B23|PAKISTAN,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2060,13.285944465300645
MESSAGEix-Pakistan 1,LTS_nexus,B23|PAKISTAN,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2070,9.337892773242388
MESSAGEix-Pakistan 1,LTS_nexus,B24|PAKISTAN,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2025,2.823510191681514
MESSAGEix-Pakistan 1,LTS_nexus,B24|PAKISTAN,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2030,2.7202735975844328
MESSAGEix-Pakistan 1,LTS_nexus,B24|PAKISTAN,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2035,2.752705963430569
MESSAGEix-Pakistan 1,LTS_nexus,B24|PAKISTAN,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2040,2.7168092456645776
MESSAGEix-Pakistan 1,LTS_nexus,B24|PAKISTAN,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2045,9.573781054752173
MESSAGEix-Pakistan 1,LTS_nexus,B24|PAKISTAN,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2050,10.737020836041205
MESSAGEix-Pakistan 1,LTS_nexus,B24|PAKISTAN,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2055,8.113205452295126
MESSAGEix-Pakistan 1,LTS_nexus,B24|PAKISTAN,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2060,7.779011926744028
MESSAGEix-Pakistan 1,LTS_nexus,B24|PAKISTAN,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2070,8.575145558982436
MESSAGEix-Pakistan 1,LTS_nexus,B2|AFGHAN_NORTH,Capacity Additions|Infrastructure|Water|Urban,MCM/yr,2025,33.277539687299594
