basin_id,12/31/2015,12/31/2020,12/31/2025,12/31/2030,12/31/2035,12/31/2040,12/31/2045,12/31/2050,12/31/2055,12/31/2060,12/31/2065,12/31/2070,12/31/2075,12/31/2080,12/31/2085,12/31/2090,12/31/2095,12/31/2100
0,0.099922445,0.068790044,0.10592154345038463,0.098422612,0.14886801689726878,0.10420288509868716,0.086975988,0.094956861,0.081754514,0.10031571044699134,0.12637879710143898,0.097006307,0.094292767,0.1359775924549903,0.054305023,0.1291125319000178,0.083498679,0.11953979240350115
1,0.22419093817006808,0.12133429701304223,0.17096763330132422,0.15344399074305942,0.2532799991926343,0.19466900277923568,0.1803767234187205,0.17129304685102162,0.17166140820435252,0.18636189988891905,0.19268675947748115,0.21078178007931772,0.15180193052114924,0.21389673142942286,0.1255223190840334,0.2237304287261019,0.15099690968124196,0.22198081752471627
2,0.28700076875587305,0.3277976652585979,0.3099553366088657,0.36860918077135785,0.3155697537848804,0.34432269589261455,0.37891201909342404,0.31185308033352094,0.3204651113847891,0.32111169524242494,0.3490989413503557,0.2976501062413058,0.3388949310605725,0.4381591798563797,0.35528114670763417,0.3144719900687535,0.3117049397428831,0.2750100947817167
3,0.010690157262918847,0.01380345,0.013444185545935992,0.014269407459845137,0.012027121,0.016498805112387337,0.024251899936571134,0.013238364710162065,0.015415439322746043,0.015856330264902987,0.013372196308337135,0.011417852,0.011640514,0.021547228,0.018953467575367543,0.015437775052462998,0.011455372775051115,0.012212913631306327
4,0.050052177,0.060402654026765965,0.047114666,0.0753527,0.0518957,0.067290842,0.063756877,0.052153103,0.056019078,0.054534879,0.06560484,0.049669975,0.058908114547530845,0.069711345,0.06655523,0.049855359,0.048241070834298946,0.053690481
5,0.6105504430830483,0.8687696159367139,0.8104080672149238,1.0008593053321042,0.830389452,0.8899944001516951,0.8447990316168095,0.7696622589528562,0.7694241376916566,0.8419886420170464,0.8870338795979819,0.7357814678152406,0.9044649762411915,0.8654084020455677,0.8732971698641776,0.7009895694951216,0.8063262530565262,0.7513786807656287
6,0.23584989433487272,0.2358063898253022,0.30511705124614924,0.3325480200454282,0.33700034330214845,0.364282118,0.38621604044677216,0.3069166596966485,0.29694527109215657,0.27324280644332366,0.38479920965557296,0.2791172301309804,0.2978663679858048,0.45328317565222587,0.22711193811520933,0.3485038631508747,0.3277007916855316,0.2984808058092992
7,0.3822388514876364,0.45311058726860215,0.4700419747370373,0.5556032098775422,0.4770016033653715,0.5212145934058351,0.5789153668641422,0.49743304484337564,0.44340814258654926,0.45446734361350544,0.5189476273109517,0.4114321876913308,0.4607741587956745,0.5988584607144197,0.4437855622371039,0.4575943959355354,0.4926410274157922,0.4252533818533024
8,0.47007238268852203,0.6573742283725489,0.6156682234732435,0.6810866049105921,0.6273327109428739,0.6630224298567823,0.6334869270340232,0.5311706696252029,0.5909269125858945,0.6578911548753579,0.6660354192455611,0.5614121704995633,0.6806867574155329,0.6622590903540453,0.6755539293189844,0.5467886204620204,0.5728941273291906,0.504026179
9,0.034002927256127184,0.054581441165695056,0.060543283,0.050408188,0.047868196,0.06432689,0.10382614097861126,0.057537104026103986,0.049299994,0.047848903168613705,0.054111641095640726,0.042937532,0.043227499,0.091105911,0.063030374,0.054654882,0.050534093,0.037348808
10,0.1538734102000794,0.19342417510769644,0.21245396704420763,0.18854821640625594,0.19171233676575752,0.21454651988856493,0.30538887732726283,0.2367323164741198,0.1812041898642977,0.18829239503294232,0.20678204819063342,0.17665976498151822,0.1734937789415319,0.2985785193890332,0.19001559774577614,0.2075619896675149,0.17549783290674298,0.15845200092593842
11,0.10637676392992339,0.20136556750784315,0.2196086378149921,0.27029400522199776,0.19182100740276894,0.201533616,0.18973723300713272,0.16070330969492594,0.18251122925927246,0.19552938552324972,0.23122189759214723,0.18902804099023343,0.2277157665044069,0.24442656697084506,0.16314705466479057,0.1429587110603849,0.20247747905676564,0.1759182132482528
12,0.23198328639070176,0.2237698728583443,0.25472983880876565,0.3077933693774975,0.2825413228321511,0.27949629940643594,0.2548710354779613,0.23432429107402764,0.26213588345050803,0.23664195038378238,0.3414878784542283,0.22606088304271302,0.2753029085447391,0.34936255301783486,0.1962609521870812,0.25109112508346637,0.30440445320059856,0.26494500380754477
13,0.13202682621777057,0.17322967444313692,0.21163245824811752,0.2571348510762521,0.18096287190304922,0.18303024959211087,0.18538418995647224,0.16193321256774168,0.1835581396644315,0.18649863981269296,0.25160743955274417,0.16859922441343464,0.23102152494092787,0.2595122639201582,0.14922914653892322,0.15005832363416752,0.23066192176689707,0.1802401360534131
14,0.022630136,0.030004363,0.06590764,0.051838121,0.047346862,0.048138915695657473,0.048903959226823654,0.038788032183423644,0.050985536644545706,0.048582901,0.050269085336787006,0.040135869,0.057119334,0.084704967,0.031187424041951687,0.042717686,0.061687836,0.064553268
15,0.036186116,0.051416170585143854,0.070158798,0.099978482,0.068291177,0.089102512,0.064038036,0.040228553,0.055828005,0.059634969,0.076731201,0.062651486,0.067074968,0.096595983,0.038831832,0.043598347,0.059842722,0.070158234
16,0.019568449739987653,0.053535479,0.019091327,0.042004932843769584,0.055184072,0.093191829,0.038593549,0.036706311,0.065962023,0.079957818,0.054700678022888805,0.04268174,0.06558735,0.059057707,0.038913941,0.036050185,0.020398111,0.087714729
17,0.070410922,0.036116591,0.069308328,0.080796253,0.12070094110051045,0.094490792,0.061638864395487554,0.040639643214022116,0.061072174,0.060859481,0.073080435,0.054849736,0.050301046764633296,0.099026527,0.027927364,0.058114175714707644,0.070480715,0.073453861
18,0.055736701,0.026033176979757003,0.047682324,0.061397256,0.080982736,0.064519856,0.045946877,0.023513976648255854,0.05166889,0.065698917,0.060490038,0.024110861810428704,0.045474564,0.098837003,0.019836183,0.041857668,0.053526094724579386,0.059138021763879806
19,0.079264246,0.080036393,0.1218122338911732,0.12571563151878462,0.13815345329026849,0.11965226255570699,0.098209726,0.087140632,0.10019431107211856,0.11092620889190584,0.13964460852618021,0.098785417,0.12484772654684885,0.15997063074509305,0.074249227,0.11572406146613258,0.14882199818889294,0.12088458884072802
20,0.2412833493202923,0.159249199,0.17457664523115582,0.17406809221631075,0.2380417297717165,0.19643097830164097,0.2099671872833763,0.17535615850829825,0.1798876375372832,0.18605895190096156,0.22419428275960185,0.2094784507161627,0.17474291622514518,0.264173921,0.13556105483820044,0.2463383056595921,0.1601187103949487,0.1957814992408579
21,0.1239884491699436,0.10731946843312466,0.1151465007917237,0.12741493259832104,0.14613837267385682,0.12401534328780447,0.1300193073576375,0.10617778969494002,0.11401379173124833,0.1225187197260869,0.13923534178920088,0.11569130429408202,0.12350931327914204,0.1608133790573726,0.084803326,0.14127721230344215,0.11673452468837307,0.10848390817952656
22,0.061934355,0.052988238,0.069045973,0.059900440536808056,0.057077064461753854,0.069526008,0.10185695219161181,0.056862267,0.053765105,0.059690462945960455,0.068234274,0.051615439665193365,0.065705883,0.09394333,0.059173676,0.062945488,0.06043966,0.049421953191049396
