basin_id,12/31/2015,12/31/2020,12/31/2025,12/31/2030,12/31/2035,12/31/2040,12/31/2045,12/31/2050,12/31/2055,12/31/2060,12/31/2065,12/31/2070,12/31/2075,12/31/2080,12/31/2085,12/31/2090,12/31/2095,12/31/2100
0,1.28E-08,4.25E-08,3.43E-08,5.55E-08,4.39E-08,2.59E-08,4.66E-08,2.95E-08,6.40E-08,5.27E-08,1.83E-08,1.62E-08,2.43E-08,2.34E-08,4.06E-08,3.41E-08,2.25E-08,2.40E-08
1,0.000356078,0.000725551,0.000707477,0.000944859,0.000780816,0.000516047,0.000779148,0.000663183,0.001141342,0.000897664,0.000398962,0.00037226,0.000576591,0.000520776,0.000722082,0.000559999,0.000514712,0.000534171
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.000137138,0.000278668,0.00035975,0.000355347,0.000307961,0.00033874,0.000370203,0.000361239,0.000389408,0.000342589,0.000258127,0.000344875,0.000258703,0.000292967,0.000302482,0.000259228,0.000385332,0.000290628
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0.091908029,0.079928354,0.122230563,0.099014371,0.108293391,0.087975374,0.098305453,0.104764347,0.142713694,0.123602421,0.101364469,0.115624493,0.093277291,0.108762493,0.094556247,0.086526011,0.118716378,0.091386249
7,0.020188863,0.038251018,0.040620179,0.039073193,0.035155155,0.03723458,0.039427242,0.034177343,0.049154188,0.054700963,0.029956533,0.034841034,0.048023355,0.037198196,0.037513112,0.029011432,0.038284656,0.033213864
8,0.038099116,0.049173451,0.073848042,0.061006526,0.067023141,0.058310297,0.064314445,0.064132209,0.093449308,0.081650185,0.059508857,0.065661377,0.060716692,0.060761332,0.055819805,0.049954234,0.074118224,0.05093218
9,0.188127998,0.152125554,0.201062258,0.19553868,0.178524379,0.164384372,0.17070201,0.184279744,0.237905767,0.203250596,0.16900969,0.200572497,0.168394013,0.191044905,0.175277593,0.17123298,0.207344785,0.170244678
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1.33E-05,4.12E-05,3.70E-05,4.06E-05,4.06E-05,3.65E-05,4.35E-05,3.83E-05,3.55E-05,4.58E-05,2.59E-05,3.78E-05,4.14E-05,3.16E-05,3.80E-05,3.32E-05,3.95E-05,3.08E-05
14,0.007296114,0.022222121,0.019490804,0.021541571,0.021263394,0.018860075,0.023358954,0.020534482,0.017812773,0.024021404,0.013631597,0.018941352,0.021886324,0.016236214,0.019477436,0.016892509,0.020136571,0.015266278
15,0.063842075,0.047427841,0.090938928,0.073111138,0.074619399,0.066333371,0.070573026,0.073003936,0.113061912,0.087498762,0.068816462,0.072117702,0.068660247,0.073694682,0.067319261,0.063726774,0.076367649,0.058254577
16,0.023756406,0.029347825,0.042701637,0.037915342,0.036396694,0.035394005,0.039395172,0.034807471,0.05634672,0.049395182,0.036100395,0.036277483,0.041389666,0.033960574,0.033159988,0.029839094,0.040314815,0.025490434
17,0.007296114,0.022222121,0.019490804,0.021541571,0.021263394,0.018860075,0.023358954,0.020534482,0.017812773,0.024021403,0.013631597,0.018941352,0.021886324,0.016236213,0.019477436,0.01689251,0.020136571,0.015266279
