basin_id,12/31/2015,12/31/2020,12/31/2025,12/31/2030,12/31/2035,12/31/2040,12/31/2045,12/31/2050,12/31/2055,12/31/2060,12/31/2065,12/31/2070,12/31/2075,12/31/2080,12/31/2085,12/31/2090,12/31/2095,12/31/2100
0,6.49E-09,1.60E-07,1.11E-08,1.16E-08,1.19E-08,1.19E-08,1.21E-08,1.07E-08,1.06E-08,1.24E-08,1.10E-08,1.06E-08,9.52E-09,8.59E-09,8.59E-09,8.87E-09,9.65E-09,9.12E-09
1,0.000440468,0.002973358,0.000203612,0.000202401,0.000221115,0.000247224,0.000269405,0.000282132,0.000263442,0.000279652,0.000255659,0.00023743,0.000231588,0.000222474,0.000217193,0.000226635,0.00023475,0.000238949
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.00015553,0.001229789,0.000237904,0.000255593,0.000284442,0.000308255,0.000321338,0.000327963,0.000362016,0.000397967,0.000369731,0.000359798,0.000338629,0.000306915,0.000310156,0.000312912,0.000332155,0.00038244
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0.095648529,0.370197567,0.113879373,0.115839684,0.117033518,0.119084885,0.126957762,0.126352065,0.129337359,0.132286593,0.128191171,0.125097116,0.121321205,0.114909391,0.112555834,0.110694952,0.107944193,0.110071676
7,0.047853696,0.137423822,0.060873897,0.060884898,0.064272476,0.064948683,0.066869896,0.068877351,0.06938997,0.071613483,0.069627336,0.067269331,0.066566314,0.064706768,0.06174191,0.061161514,0.060403775,0.060935819
8,0.029030206,0.237508358,0.05246416,0.056912427,0.060181542,0.059630384,0.061957259,0.062123864,0.065888525,0.071610193,0.068921312,0.066448386,0.063818403,0.055783645,0.055116983,0.051645398,0.048795602,0.05360846
9,0.279836967,0.633110524,0.320138433,0.324571785,0.325671598,0.328041703,0.33227413,0.333216716,0.342237114,0.3457865,0.336132951,0.332529845,0.330157464,0.322605995,0.319156412,0.318155896,0.31904418,0.327617394
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1.74E-05,0.000148979,2.81E-05,2.60E-05,2.94E-05,3.03E-05,2.96E-05,3.32E-05,3.20E-05,3.33E-05,3.32E-05,3.07E-05,3.02E-05,3.01E-05,3.05E-05,3.16E-05,3.10E-05,3.08E-05
14,0.008447807,0.078977401,0.012296488,0.011495869,0.013257879,0.014038662,0.014001184,0.015718828,0.014728047,0.015048318,0.014416417,0.013517488,0.013524569,0.013092535,0.01353964,0.015084722,0.014390278,0.013995065
15,0.060059067,0.269768045,0.06089487,0.057929351,0.058541911,0.058578504,0.060249124,0.061949469,0.064393869,0.066157431,0.061180336,0.060826917,0.060452422,0.05892381,0.058061412,0.057002371,0.056840149,0.055839586
16,0.008619876,0.134506571,0.023949875,0.026628957,0.025176269,0.02502719,0.02719887,0.029019244,0.032677937,0.036571338,0.031194237,0.026880284,0.024658266,0.022773563,0.022427806,0.020283482,0.020844427,0.021244187
17,0.008447807,0.078977402,0.012296488,0.011495869,0.01325788,0.014038662,0.014001184,0.015718828,0.014728047,0.015048318,0.014416417,0.013517488,0.013524569,0.013092535,0.01353964,0.015084722,0.014390278,0.013995065
18,0.008447807,0.078977401,0.012296488,0.011495869,0.013257879,0.014038662,0.014001184,0.015718828,0.014728047,0.015048318,0.014416417,0.013517488,0.013524569,0.013092535,0.01353964,0.015084721,0.014390278,0.013995065
19,0.03860845,0.278305254,0.03810847,0.03980064,0.039328641,0.038799429,0.040427691,0.041045748,0.038924693,0.038564623,0.036145096,0.034599066,0.036241763,0.037496242,0.035308484,0.034573559,0.03342276,0.032835672
20,0.005189907,0.093913383,0.011759175,0.010854994,0.010443257,0.010616707,0.010753877,0.011769849,0.012100575,0.010422717,0.00937544,0.007568127,0.004852891,0.007030718,0.008871522,0.008413898,0.010105422,0.010332785
21,0.066113501,0.149267996,0.064344517,0.059276433,0.06135767,0.064073947,0.066858439,0.070118166,0.06984178,0.067042322,0.064307951,0.063887455,0.06321632,0.06364011,0.064314283,0.063376452,0.065430684,0.067201232
22,0.008905953,0.032737818,0.010074226,0.0087406,0.00887554,0.009121785,0.009675458,0.01068535,0.010650182,0.009993783,0.009917702,0.01007866,0.010126498,0.010146999,0.009805778,0.009188182,0.009476451,0.009524724
23,0.01928014,0.054830949,0.018927178,0.016501472,0.015595326,0.01602086,0.016846609,0.017720512,0.017899623,0.017572323,0.017256175,0.016766412,0.016363155,0.017159287,0.016877289,0.016024253,0.016836009,0.016486656
24,0.006011336,0.020999896,0.007401273,0.006809874,0.006596513,0.006653592,0.006787475,0.007004026,0.007049607,0.006678454,0.006204745,0.006077416,0.005702373,0.005865464,0.005867427,0.005408384,0.005957278,0.006453011
25,0.004125677,0.034567712,0.007292971,0.006922564,0.005847271,0.006431436,0.006611933,0.006990882,0.008310594,0.008340461,0.006568589,0.00517425,0.004636198,0.004579755,0.004888396,0.004946908,0.00544817,0.005528264
26,-0.004855314,0.025292773,0.002243309,0.001991152,0.002302944,0.003078968,0.002904751,0.002960123,0.003500982,0.002462944,0.002214573,0.002595542,0.0022333,0.002167627,0.002476737,0.002330859,0.002293076,0.002263753
27,0.000522256,0.006971068,0.001322726,0.00148873,0.001650116,0.001680168,0.001740214,0.001741127,0.001823751,0.001951472,0.001909046,0.001827508,0.00147439,0.001399519,0.00139467,0.001409444,0.001463318,0.00141946
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0.001663254,0.015549536,0.002421005,0.002263374,0.002610289,0.002764014,0.002756635,0.003094815,0.002899745,0.002962801,0.002838389,0.002661403,0.002662797,0.002577735,0.002665764,0.002969969,0.002833243,0.002755431
