basin_id,12/31/2015,12/31/2020,12/31/2025,12/31/2030,12/31/2035,12/31/2040,12/31/2045,12/31/2050,12/31/2055,12/31/2060,12/31/2065,12/31/2070,12/31/2075,12/31/2080,12/31/2085,12/31/2090,12/31/2095,12/31/2100
0,1.52E-08,1.60E-07,1.84E-08,2.06E-08,2.29E-08,2.44E-08,2.51E-08,2.40E-08,2.33E-08,2.60E-08,2.39E-08,2.24E-08,1.82E-08,1.38E-08,1.49E-08,1.57E-08,2.13E-08,2.12E-08
1,0.000702059,0.002973358,0.000419975,0.000476781,0.000551346,0.000594626,0.000586006,0.000581611,0.000525637,0.000586074,0.000551933,0.000514275,0.00047779,0.000404271,0.000403796,0.000396246,0.000436849,0.00043201
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.000231053,0.001229789,0.000502643,0.000558302,0.000589581,0.000642054,0.000707098,0.000768262,0.000835168,0.000842458,0.000757972,0.000696032,0.000659301,0.000631293,0.000645191,0.000674276,0.000738639,0.000806271
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0.106532519,0.370197567,0.152366926,0.161067216,0.165927087,0.172352012,0.186903449,0.187774138,0.198343635,0.199821156,0.192242763,0.191254116,0.172781301,0.166615,0.158026572,0.157622357,0.155169431,0.161949159
7,0.075034989,0.137423822,0.085082742,0.093945818,0.094045204,0.09384482,0.101810244,0.104723199,0.107874496,0.114161875,0.105169735,0.098561314,0.099180724,0.094444733,0.089731464,0.092308812,0.091821698,0.092866932
8,0.048337746,0.237508358,0.105493599,0.10747024,0.108873311,0.111293718,0.129792802,0.131173613,0.133510733,0.140991487,0.132694012,0.127416622,0.123440448,0.112933302,0.105759778,0.100867641,0.100160926,0.099533759
9,0.296991531,0.633110524,0.365235451,0.367096901,0.367506553,0.371371511,0.382824597,0.384347921,0.401344595,0.412302527,0.394972483,0.394124029,0.381441194,0.368450446,0.36346189,0.359796829,0.358647763,0.366039285
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2.87E-05,0.000148979,5.00E-05,4.96E-05,5.20E-05,5.35E-05,5.35E-05,5.51E-05,5.53E-05,5.62E-05,5.59E-05,5.47E-05,5.34E-05,5.08E-05,5.05E-05,5.25E-05,5.14E-05,5.17E-05
14,0.012767569,0.078977401,0.023692411,0.022054775,0.023170586,0.023776509,0.02370236,0.025311903,0.025027312,0.024977235,0.024401866,0.022245998,0.021537796,0.020917129,0.020308567,0.021925216,0.021533077,0.020773511
15,0.076461517,0.269768045,0.098431598,0.097291954,0.096101603,0.096011527,0.098942562,0.099380634,0.102963789,0.106431774,0.103972845,0.10325434,0.102489922,0.094310831,0.090825607,0.094624962,0.092370827,0.091280915
16,0.027293613,0.134506571,0.059051194,0.060938873,0.063278753,0.063686489,0.069951272,0.068651512,0.069472136,0.071614794,0.068421052,0.069182736,0.068078361,0.063380794,0.062719618,0.062359971,0.062869815,0.061311033
17,0.012767569,0.078977402,0.023692411,0.022054775,0.023170586,0.023776509,0.023702359,0.025311904,0.025027311,0.024977234,0.024401866,0.022245998,0.021537796,0.020917129,0.020308567,0.021925215,0.021533076,0.020773512
18,0.012767569,0.078977401,0.023692411,0.022054775,0.023170587,0.023776509,0.023702359,0.025311904,0.025027312,0.024977235,0.024401866,0.022245998,0.021537796,0.020917129,0.020308566,0.021925215,0.021533076,0.020773511
19,0.051571932,0.278305254,0.074571683,0.072317928,0.072278315,0.076782661,0.084494388,0.082674037,0.085153414,0.086764295,0.08058556,0.078900213,0.078594512,0.078552264,0.077941638,0.081167724,0.080639326,0.078046011
20,0.0248068,0.093913383,0.036866966,0.0356198,0.03641271,0.037001846,0.039039079,0.042883803,0.043256714,0.043711048,0.041886693,0.038823366,0.041166699,0.040749927,0.042199786,0.04368166,0.044559611,0.044241078
21,0.089073695,0.149267996,0.10135268,0.098046265,0.099437046,0.101033911,0.106784352,0.110119902,0.107838427,0.105855965,0.104956621,0.104661528,0.102778768,0.102312547,0.10523247,0.105113919,0.110719249,0.112149403
22,0.014220152,0.032737818,0.018733409,0.016800524,0.016283278,0.016009575,0.015707887,0.0165628,0.016836564,0.015812946,0.016550984,0.016961494,0.017557823,0.018032063,0.017691967,0.016960023,0.0164971,0.016262574
23,0.035861164,0.054830949,0.045587642,0.044044462,0.043895726,0.042736272,0.04277313,0.044352946,0.045485899,0.045187127,0.04420187,0.043217741,0.042655103,0.040725786,0.041856172,0.040318017,0.0400405,0.043423854
24,0.00839142,0.020999896,0.011612213,0.010853118,0.010796547,0.010940975,0.011012367,0.01141924,0.011522955,0.011479818,0.012927405,0.012529114,0.012070631,0.011748735,0.011392193,0.010918905,0.010984722,0.011193806
25,0.011048967,0.034567712,0.024074729,0.023988634,0.023671754,0.023121799,0.023873718,0.02220795,0.021510288,0.022750208,0.021944485,0.022363447,0.02244975,0.022159874,0.022537627,0.023505099,0.024421577,0.023882874
26,9.22E-05,0.025292773,0.008099974,0.008657571,0.00893465,0.009820643,0.011323504,0.010326515,0.010909068,0.010659301,0.009389839,0.009236619,0.008209828,0.008192745,0.00844554,0.008595031,0.009183847,0.009501359
27,0.00157239,0.006971068,0.00319087,0.003384155,0.003573044,0.00352956,0.003873533,0.003477836,0.003570181,0.003781372,0.003393947,0.0033089,0.003140323,0.002976899,0.003005174,0.003063011,0.003213204,0.003327951
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0.002513754,0.015549536,0.004664701,0.004342274,0.004561961,0.004681259,0.00466666,0.004983556,0.004927524,0.004917665,0.004804383,0.004379923,0.004240488,0.004118287,0.00399847,0.004316765,0.004239559,0.004090011
