"crop","par","node","time","unit","value"
"cotton","crop_rainfed_land_2015","CHN_2","year","Mha",0
"cotton","crop_rainfed_land_2015","CHN_3","year","Mha",0
"cotton","crop_rainfed_land_2015","IND_1","year","Mha",0
"cotton","crop_rainfed_land_2015","IND_2","year","Mha",0
"cotton","crop_rainfed_land_2015","IND_3","year","Mha",0.00149511133935733
"cotton","crop_rainfed_land_2015","IND_4","year","Mha",0.088445805388434
"cotton","crop_rainfed_land_2015","IND_5","year","Mha",0
"cotton","crop_rainfed_land_2015","IND_6","year","Mha",0
"cotton","crop_rainfed_land_2015","PAK_1","year","Mha",0.0231937660570744
"cotton","crop_rainfed_land_2015","PAK_10","year","Mha",0.00681906182745088
"cotton","crop_rainfed_land_2015","PAK_11","year","Mha",0
"cotton","crop_rainfed_land_2015","PAK_12","year","Mha",0.067943081713048
"cotton","crop_rainfed_land_2015","PAK_13","year","Mha",0
"cotton","crop_rainfed_land_2015","PAK_2","year","Mha",0.00568666536073892
"cotton","crop_rainfed_land_2015","PAK_3","year","Mha",0.00783772790637218
"cotton","crop_rainfed_land_2015","PAK_4","year","Mha",0.0179294231406398
"cotton","crop_rainfed_land_2015","PAK_5","year","Mha",5.14358416176643e-05
"cotton","crop_rainfed_land_2015","PAK_6","year","Mha",0.00104197551330473
"cotton","crop_rainfed_land_2015","PAK_7","year","Mha",0.0232648530642464
"cotton","crop_rainfed_land_2015","PAK_8","year","Mha",0.0142727495057024
"cotton","crop_rainfed_land_2015","PAK_9","year","Mha",0.00124999647779542
"fodder","crop_rainfed_land_2015","AFG_1","year","Mha",0
"fodder","crop_rainfed_land_2015","AFG_2","year","Mha",0
"fodder","crop_rainfed_land_2015","CHN_1","year","Mha",0
"fodder","crop_rainfed_land_2015","CHN_2","year","Mha",0
"fodder","crop_rainfed_land_2015","CHN_3","year","Mha",0
"fodder","crop_rainfed_land_2015","IND_1","year","Mha",0
"fodder","crop_rainfed_land_2015","IND_2","year","Mha",4.46962223055156e-05
"fodder","crop_rainfed_land_2015","IND_3","year","Mha",0.000208954428128531
"fodder","crop_rainfed_land_2015","IND_4","year","Mha",0.000761827978050994
"fodder","crop_rainfed_land_2015","IND_5","year","Mha",0
"fodder","crop_rainfed_land_2015","IND_6","year","Mha",0
"fodder","crop_rainfed_land_2015","PAK_1","year","Mha",0
"fodder","crop_rainfed_land_2015","PAK_10","year","Mha",2.3509509227865e-06
"fodder","crop_rainfed_land_2015","PAK_11","year","Mha",0
"fodder","crop_rainfed_land_2015","PAK_12","year","Mha",0
"fodder","crop_rainfed_land_2015","PAK_13","year","Mha",0
"fodder","crop_rainfed_land_2015","PAK_2","year","Mha",0
"fodder","crop_rainfed_land_2015","PAK_3","year","Mha",0
"fodder","crop_rainfed_land_2015","PAK_4","year","Mha",0
"fodder","crop_rainfed_land_2015","PAK_5","year","Mha",0
"fodder","crop_rainfed_land_2015","PAK_6","year","Mha",0
"fodder","crop_rainfed_land_2015","PAK_7","year","Mha",0
"fodder","crop_rainfed_land_2015","PAK_8","year","Mha",0
"fodder","crop_rainfed_land_2015","PAK_9","year","Mha",6.99847196105012e-07
"sugarcane","crop_rainfed_land_2015","AFG_1","year","Mha",0
"sugarcane","crop_rainfed_land_2015","AFG_2","year","Mha",0
"sugarcane","crop_rainfed_land_2015","CHN_1","year","Mha",0
"sugarcane","crop_rainfed_land_2015","CHN_2","year","Mha",0
"sugarcane","crop_rainfed_land_2015","CHN_3","year","Mha",0
"sugarcane","crop_rainfed_land_2015","IND_1","year","Mha",0
"sugarcane","crop_rainfed_land_2015","IND_2","year","Mha",0
"sugarcane","crop_rainfed_land_2015","IND_3","year","Mha",0.000635123226481094
"sugarcane","crop_rainfed_land_2015","IND_4","year","Mha",0.0323933191772779
"sugarcane","crop_rainfed_land_2015","IND_5","year","Mha",0
"sugarcane","crop_rainfed_land_2015","IND_6","year","Mha",0
"sugarcane","crop_rainfed_land_2015","PAK_1","year","Mha",0.0272672457141871
"sugarcane","crop_rainfed_land_2015","PAK_10","year","Mha",0
"sugarcane","crop_rainfed_land_2015","PAK_11","year","Mha",0
"sugarcane","crop_rainfed_land_2015","PAK_12","year","Mha",0.0544117019253127
"sugarcane","crop_rainfed_land_2015","PAK_13","year","Mha",0
"sugarcane","crop_rainfed_land_2015","PAK_2","year","Mha",0.00633433550366867
"sugarcane","crop_rainfed_land_2015","PAK_3","year","Mha",0
"sugarcane","crop_rainfed_land_2015","PAK_4","year","Mha",0
"sugarcane","crop_rainfed_land_2015","PAK_5","year","Mha",0
"sugarcane","crop_rainfed_land_2015","PAK_6","year","Mha",0
"sugarcane","crop_rainfed_land_2015","PAK_7","year","Mha",0.00716598650542758
"sugarcane","crop_rainfed_land_2015","PAK_8","year","Mha",0.00697492899755979
"sugarcane","crop_rainfed_land_2015","PAK_9","year","Mha",0.00356410497591331
"pulses","crop_rainfed_land_2015","AFG_1","year","Mha",0.000184266868919598
"pulses","crop_rainfed_land_2015","AFG_2","year","Mha",0.00016585488922303
"pulses","crop_rainfed_land_2015","CHN_1","year","Mha",0
"pulses","crop_rainfed_land_2015","CHN_2","year","Mha",0
"pulses","crop_rainfed_land_2015","CHN_3","year","Mha",0
"pulses","crop_rainfed_land_2015","IND_1","year","Mha",0
"pulses","crop_rainfed_land_2015","IND_2","year","Mha",6.66015303897516e-06
"pulses","crop_rainfed_land_2015","IND_3","year","Mha",0.000354632551605098
"pulses","crop_rainfed_land_2015","IND_4","year","Mha",0.002155175775509
"pulses","crop_rainfed_land_2015","IND_5","year","Mha",0
"pulses","crop_rainfed_land_2015","IND_6","year","Mha",0
"pulses","crop_rainfed_land_2015","PAK_1","year","Mha",0.00223852900174095
"pulses","crop_rainfed_land_2015","PAK_10","year","Mha",0.000591290640554555
"pulses","crop_rainfed_land_2015","PAK_11","year","Mha",0
"pulses","crop_rainfed_land_2015","PAK_12","year","Mha",0.00984284070354561
"pulses","crop_rainfed_land_2015","PAK_13","year","Mha",0
"pulses","crop_rainfed_land_2015","PAK_2","year","Mha",0.000462055941938264
"pulses","crop_rainfed_land_2015","PAK_3","year","Mha",0.00100485438322308
"pulses","crop_rainfed_land_2015","PAK_4","year","Mha",0.000518990801433023
"pulses","crop_rainfed_land_2015","PAK_5","year","Mha",0.00364436497233216
"pulses","crop_rainfed_land_2015","PAK_6","year","Mha",0.00123496558742961
"pulses","crop_rainfed_land_2015","PAK_7","year","Mha",0.00274285871754122
"pulses","crop_rainfed_land_2015","PAK_8","year","Mha",0.000721558469641238
"pulses","crop_rainfed_land_2015","PAK_9","year","Mha",0.000502628229778511
"maize","crop_rainfed_land_2015","AFG_1","year","Mha",4.08067995934877e-06
"maize","crop_rainfed_land_2015","AFG_2","year","Mha",7.06623132283725e-06
"maize","crop_rainfed_land_2015","CHN_1","year","Mha",0
"maize","crop_rainfed_land_2015","CHN_2","year","Mha",0
"maize","crop_rainfed_land_2015","CHN_3","year","Mha",0
"maize","crop_rainfed_land_2015","IND_1","year","Mha",0
"maize","crop_rainfed_land_2015","IND_2","year","Mha",7.05372698122352e-05
"maize","crop_rainfed_land_2015","IND_3","year","Mha",0.00614763401568568
"maize","crop_rainfed_land_2015","IND_4","year","Mha",0.0410486212439391
"maize","crop_rainfed_land_2015","IND_5","year","Mha",0
"maize","crop_rainfed_land_2015","IND_6","year","Mha",0
"maize","crop_rainfed_land_2015","PAK_1","year","Mha",0.00326360564329765
"maize","crop_rainfed_land_2015","PAK_10","year","Mha",8.91513829443467e-05
"maize","crop_rainfed_land_2015","PAK_11","year","Mha",0
"maize","crop_rainfed_land_2015","PAK_12","year","Mha",0.0217628808933805
"maize","crop_rainfed_land_2015","PAK_13","year","Mha",0
"maize","crop_rainfed_land_2015","PAK_2","year","Mha",0.000380002740015036
"maize","crop_rainfed_land_2015","PAK_3","year","Mha",0.000170612695719789
"maize","crop_rainfed_land_2015","PAK_4","year","Mha",0
"maize","crop_rainfed_land_2015","PAK_5","year","Mha",0
"maize","crop_rainfed_land_2015","PAK_6","year","Mha",0
"maize","crop_rainfed_land_2015","PAK_7","year","Mha",0.00992582125961046
"maize","crop_rainfed_land_2015","PAK_8","year","Mha",0.021943442731578
"maize","crop_rainfed_land_2015","PAK_9","year","Mha",0.00013356711850263
"fruit","crop_rainfed_land_2015","AFG_1","year","Mha",0
"fruit","crop_rainfed_land_2015","AFG_2","year","Mha",0
"fruit","crop_rainfed_land_2015","CHN_1","year","Mha",0
"fruit","crop_rainfed_land_2015","CHN_2","year","Mha",0
"fruit","crop_rainfed_land_2015","CHN_3","year","Mha",0
"fruit","crop_rainfed_land_2015","IND_1","year","Mha",0
"fruit","crop_rainfed_land_2015","IND_2","year","Mha",0
"fruit","crop_rainfed_land_2015","IND_3","year","Mha",0.000553539195617133
"fruit","crop_rainfed_land_2015","IND_4","year","Mha",0.00745343429104781
"fruit","crop_rainfed_land_2015","IND_5","year","Mha",0
"fruit","crop_rainfed_land_2015","IND_6","year","Mha",0
"fruit","crop_rainfed_land_2015","PAK_1","year","Mha",9.90762202764707e-05
"fruit","crop_rainfed_land_2015","PAK_10","year","Mha",0
"fruit","crop_rainfed_land_2015","PAK_11","year","Mha",0
"fruit","crop_rainfed_land_2015","PAK_12","year","Mha",2.9871531006363e-05
"fruit","crop_rainfed_land_2015","PAK_13","year","Mha",0
"fruit","crop_rainfed_land_2015","PAK_2","year","Mha",2.39366190941219e-06
"fruit","crop_rainfed_land_2015","PAK_3","year","Mha",0
"fruit","crop_rainfed_land_2015","PAK_4","year","Mha",0
"fruit","crop_rainfed_land_2015","PAK_5","year","Mha",0
"fruit","crop_rainfed_land_2015","PAK_6","year","Mha",0
"fruit","crop_rainfed_land_2015","PAK_7","year","Mha",0
"fruit","crop_rainfed_land_2015","PAK_8","year","Mha",6.62567599207572e-06
"fruit","crop_rainfed_land_2015","PAK_9","year","Mha",0
"vegetables","crop_rainfed_land_2015","AFG_1","year","Mha",1.08308219910445e-06
"vegetables","crop_rainfed_land_2015","AFG_2","year","Mha",7.79328946472947e-06
"vegetables","crop_rainfed_land_2015","CHN_1","year","Mha",0
"vegetables","crop_rainfed_land_2015","CHN_2","year","Mha",0
"vegetables","crop_rainfed_land_2015","CHN_3","year","Mha",0
"vegetables","crop_rainfed_land_2015","IND_1","year","Mha",0
"vegetables","crop_rainfed_land_2015","IND_2","year","Mha",6.59246071538203e-06
"vegetables","crop_rainfed_land_2015","IND_3","year","Mha",0.000263647069262837
"vegetables","crop_rainfed_land_2015","IND_4","year","Mha",0.00982956396012723
"vegetables","crop_rainfed_land_2015","IND_5","year","Mha",0
"vegetables","crop_rainfed_land_2015","IND_6","year","Mha",0
"vegetables","crop_rainfed_land_2015","PAK_1","year","Mha",0.0001097287982662
"vegetables","crop_rainfed_land_2015","PAK_10","year","Mha",2.03402610219844e-06
"vegetables","crop_rainfed_land_2015","PAK_11","year","Mha",0
"vegetables","crop_rainfed_land_2015","PAK_12","year","Mha",0.000267177628511427
"vegetables","crop_rainfed_land_2015","PAK_13","year","Mha",0
"vegetables","crop_rainfed_land_2015","PAK_2","year","Mha",2.12792699447586e-05
"vegetables","crop_rainfed_land_2015","PAK_3","year","Mha",4.33473361473278e-06
"vegetables","crop_rainfed_land_2015","PAK_4","year","Mha",0
"vegetables","crop_rainfed_land_2015","PAK_5","year","Mha",0
"vegetables","crop_rainfed_land_2015","PAK_6","year","Mha",0
"vegetables","crop_rainfed_land_2015","PAK_7","year","Mha",0.000317511387544778
"vegetables","crop_rainfed_land_2015","PAK_8","year","Mha",0.000280376421194741
"vegetables","crop_rainfed_land_2015","PAK_9","year","Mha",2.10917600179277e-05
"wheat","crop_irr_land_2015","AFG_1","year","Mha",0.0245724351228145
"wheat","crop_irr_land_2015","AFG_2","year","Mha",0.137111759259636
"wheat","crop_irr_land_2015","CHN_1","year","Mha",0
"wheat","crop_irr_land_2015","CHN_2","year","Mha",0
"wheat","crop_irr_land_2015","CHN_3","year","Mha",0
"wheat","crop_irr_land_2015","IND_1","year","Mha",0
"wheat","crop_irr_land_2015","IND_2","year","Mha",0.000878863439046023
"wheat","crop_irr_land_2015","IND_3","year","Mha",0.262144497588206
"wheat","crop_irr_land_2015","IND_4","year","Mha",1.41902058396613
"wheat","crop_irr_land_2015","IND_5","year","Mha",0
"wheat","crop_irr_land_2015","IND_6","year","Mha",0
"wheat","crop_irr_land_2015","PAK_1","year","Mha",0.29793655255902
"wheat","crop_irr_land_2015","PAK_10","year","Mha",1.51550101866964
"wheat","crop_irr_land_2015","PAK_11","year","Mha",0
"wheat","crop_irr_land_2015","PAK_12","year","Mha",0.399536913650818
"wheat","crop_irr_land_2015","PAK_13","year","Mha",0
"wheat","crop_irr_land_2015","PAK_2","year","Mha",0.438032429412114
"wheat","crop_irr_land_2015","PAK_3","year","Mha",0.53707079030587
"wheat","crop_irr_land_2015","PAK_4","year","Mha",0.113934576455319
"wheat","crop_irr_land_2015","PAK_5","year","Mha",0.431931892168101
"wheat","crop_irr_land_2015","PAK_6","year","Mha",0.397606417188221
"wheat","crop_irr_land_2015","PAK_7","year","Mha",0.0933123219349782
"wheat","crop_irr_land_2015","PAK_8","year","Mha",0.0263129470058884
"wheat","crop_irr_land_2015","PAK_9","year","Mha",0.695155372630176
"rice","crop_irr_land_2015","AFG_1","year","Mha",0.00591769892878589
"rice","crop_irr_land_2015","AFG_2","year","Mha",0.0239722835444989
"rice","crop_irr_land_2015","CHN_1","year","Mha",0
"rice","crop_irr_land_2015","CHN_2","year","Mha",0
"rice","crop_irr_land_2015","CHN_3","year","Mha",0
"rice","crop_irr_land_2015","IND_1","year","Mha",0
"rice","crop_irr_land_2015","IND_2","year","Mha",0
"rice","crop_irr_land_2015","IND_3","year","Mha",0.17342170740238
"rice","crop_irr_land_2015","IND_4","year","Mha",0.722765905261379
"rice","crop_irr_land_2015","IND_5","year","Mha",0
"rice","crop_irr_land_2015","IND_6","year","Mha",0
"rice","crop_irr_land_2015","PAK_1","year","Mha",0.0677254141966752
"rice","crop_irr_land_2015","PAK_10","year","Mha",0.441280344031396
"rice","crop_irr_land_2015","PAK_11","year","Mha",0
"rice","crop_irr_land_2015","PAK_12","year","Mha",0.112862586496963
"rice","crop_irr_land_2015","PAK_13","year","Mha",0
"rice","crop_irr_land_2015","PAK_2","year","Mha",0.196134102123207
"rice","crop_irr_land_2015","PAK_3","year","Mha",0.20616948149139
"rice","crop_irr_land_2015","PAK_4","year","Mha",0.0814340611304346
"rice","crop_irr_land_2015","PAK_5","year","Mha",0.19005627454484
"rice","crop_irr_land_2015","PAK_6","year","Mha",0.239062801598316
"rice","crop_irr_land_2015","PAK_7","year","Mha",0.00921449209299672
"rice","crop_irr_land_2015","PAK_8","year","Mha",0.00958736452427258
"rice","crop_irr_land_2015","PAK_9","year","Mha",0.479298657729538
"cotton","crop_irr_land_2015","AFG_1","year","Mha",0.00144814583518013
"cotton","crop_irr_land_2015","AFG_2","year","Mha",0.00739763955905017
"cotton","crop_irr_land_2015","CHN_1","year","Mha",0
"cotton","crop_irr_land_2015","CHN_2","year","Mha",0
"cotton","crop_irr_land_2015","CHN_3","year","Mha",0
"cotton","crop_irr_land_2015","IND_1","year","Mha",0
"cotton","crop_irr_land_2015","IND_2","year","Mha",0
"cotton","crop_irr_land_2015","IND_3","year","Mha",0.0452726893207611
"cotton","crop_irr_land_2015","IND_4","year","Mha",0.178115883037102
"cotton","crop_irr_land_2015","IND_5","year","Mha",0
"cotton","crop_irr_land_2015","IND_6","year","Mha",0
"cotton","crop_irr_land_2015","PAK_1","year","Mha",0.0695100603792654
"cotton","crop_irr_land_2015","PAK_10","year","Mha",0.46153668509731
"cotton","crop_irr_land_2015","PAK_11","year","Mha",0
"cotton","crop_irr_land_2015","PAK_12","year","Mha",0.156949115231029
"cotton","crop_irr_land_2015","PAK_13","year","Mha",0
"cotton","crop_irr_land_2015","PAK_2","year","Mha",0.141935578778219
"cotton","crop_irr_land_2015","PAK_3","year","Mha",0.158172815156303
"cotton","crop_irr_land_2015","PAK_4","year","Mha",0.0439363575886048
"cotton","crop_irr_land_2015","PAK_5","year","Mha",0.148742808519116
"cotton","crop_irr_land_2015","PAK_6","year","Mha",0.156198299738153
"cotton","crop_irr_land_2015","PAK_7","year","Mha",0.0522781112146231
"cotton","crop_irr_land_2015","PAK_8","year","Mha",0.00877012464290946
"cotton","crop_irr_land_2015","PAK_9","year","Mha",0.44357511419321
"fodder","crop_irr_land_2015","AFG_1","year","Mha",0
"fodder","crop_irr_land_2015","AFG_2","year","Mha",0
"fodder","crop_irr_land_2015","CHN_1","year","Mha",0
"fodder","crop_irr_land_2015","CHN_2","year","Mha",0
"fodder","crop_irr_land_2015","CHN_3","year","Mha",0
"fodder","crop_irr_land_2015","IND_1","year","Mha",0
"fodder","crop_irr_land_2015","IND_2","year","Mha",0.000401844981076105
"fodder","crop_irr_land_2015","IND_3","year","Mha",0.00562342867288435
"fodder","crop_irr_land_2015","IND_4","year","Mha",0.0287671570767699
"fodder","crop_irr_land_2015","IND_5","year","Mha",0
"fodder","crop_irr_land_2015","IND_6","year","Mha",0
"fodder","crop_irr_land_2015","PAK_1","year","Mha",0
"fodder","crop_irr_land_2015","PAK_10","year","Mha",0.00144457307121475
"fodder","crop_irr_land_2015","PAK_11","year","Mha",0
"fodder","crop_irr_land_2015","PAK_12","year","Mha",0
"fodder","crop_irr_land_2015","PAK_13","year","Mha",0
"fodder","crop_irr_land_2015","PAK_2","year","Mha",0
"fodder","crop_irr_land_2015","PAK_3","year","Mha",0
"fodder","crop_irr_land_2015","PAK_4","year","Mha",0
"fodder","crop_irr_land_2015","PAK_5","year","Mha",0
"fodder","crop_irr_land_2015","PAK_6","year","Mha",0
"fodder","crop_irr_land_2015","PAK_7","year","Mha",0
"fodder","crop_irr_land_2015","PAK_8","year","Mha",0
"fodder","crop_irr_land_2015","PAK_9","year","Mha",0.000110628911666239
"sugarcane","crop_irr_land_2015","AFG_1","year","Mha",2.30547292542178e-05
"sugarcane","crop_irr_land_2015","AFG_2","year","Mha",0.000862181328169824
"sugarcane","crop_irr_land_2015","CHN_1","year","Mha",0
"sugarcane","crop_irr_land_2015","CHN_2","year","Mha",0
"sugarcane","crop_irr_land_2015","CHN_3","year","Mha",0
"sugarcane","crop_irr_land_2015","IND_1","year","Mha",0
"sugarcane","crop_irr_land_2015","IND_2","year","Mha",0
"sugarcane","crop_irr_land_2015","IND_3","year","Mha",0.00943618817068707
"sugarcane","crop_irr_land_2015","IND_4","year","Mha",0.0627849977456433
"sugarcane","crop_irr_land_2015","IND_5","year","Mha",0
"sugarcane","crop_irr_land_2015","IND_6","year","Mha",0
"sugarcane","crop_irr_land_2015","PAK_1","year","Mha",0.0272668209421406
"sugarcane","crop_irr_land_2015","PAK_10","year","Mha",0.170839399863558
"sugarcane","crop_irr_land_2015","PAK_11","year","Mha",0
"sugarcane","crop_irr_land_2015","PAK_12","year","Mha",0.0505981246378455
"sugarcane","crop_irr_land_2015","PAK_13","year","Mha",0
"sugarcane","crop_irr_land_2015","PAK_2","year","Mha",0.0510678540861345
"sugarcane","crop_irr_land_2015","PAK_3","year","Mha",0.0641165566165506
"sugarcane","crop_irr_land_2015","PAK_4","year","Mha",0.0348987425162493
"sugarcane","crop_irr_land_2015","PAK_5","year","Mha",0.078824342446046
"sugarcane","crop_irr_land_2015","PAK_6","year","Mha",0.0570147220473276
"sugarcane","crop_irr_land_2015","PAK_7","year","Mha",0.0117620685784145
"sugarcane","crop_irr_land_2015","PAK_8","year","Mha",0.00633842104981534
"sugarcane","crop_irr_land_2015","PAK_9","year","Mha",0.0800705089628586
"pulses","crop_irr_land_2015","AFG_1","year","Mha",0.00207008064199778
"pulses","crop_irr_land_2015","AFG_2","year","Mha",0.0104852080681101
"pulses","crop_irr_land_2015","CHN_1","year","Mha",0
"pulses","crop_irr_land_2015","CHN_2","year","Mha",0
"pulses","crop_irr_land_2015","CHN_3","year","Mha",0
"pulses","crop_irr_land_2015","IND_1","year","Mha",0
"pulses","crop_irr_land_2015","IND_2","year","Mha",0.000107852093677708
"pulses","crop_irr_land_2015","IND_3","year","Mha",0.0217642180331733
"pulses","crop_irr_land_2015","IND_4","year","Mha",0.116864669741011
"pulses","crop_irr_land_2015","IND_5","year","Mha",0
"pulses","crop_irr_land_2015","IND_6","year","Mha",0
"pulses","crop_irr_land_2015","PAK_1","year","Mha",0.0160207378302866
"pulses","crop_irr_land_2015","PAK_10","year","Mha",0.109201189425547
"pulses","crop_irr_land_2015","PAK_11","year","Mha",0
"pulses","crop_irr_land_2015","PAK_12","year","Mha",0.037168375811964
"pulses","crop_irr_land_2015","PAK_13","year","Mha",0
"pulses","crop_irr_land_2015","PAK_2","year","Mha",0.0312910609792903
"pulses","crop_irr_land_2015","PAK_3","year","Mha",0.0422011759576579
"pulses","crop_irr_land_2015","PAK_4","year","Mha",0.0143869144233214
"pulses","crop_irr_land_2015","PAK_5","year","Mha",0.037519487612944
"pulses","crop_irr_land_2015","PAK_6","year","Mha",0.0489859297948226
"pulses","crop_irr_land_2015","PAK_7","year","Mha",0.0138011266843931
"pulses","crop_irr_land_2015","PAK_8","year","Mha",0.00361456128561653
"pulses","crop_irr_land_2015","PAK_9","year","Mha",0.0439713453242773
"maize","crop_irr_land_2015","AFG_1","year","Mha",0.00277713978281674
"maize","crop_irr_land_2015","AFG_2","year","Mha",0.0136392234249421
"maize","crop_irr_land_2015","CHN_1","year","Mha",0
"maize","crop_irr_land_2015","CHN_2","year","Mha",0
"maize","crop_irr_land_2015","CHN_3","year","Mha",0
"maize","crop_irr_land_2015","IND_1","year","Mha",0
"maize","crop_irr_land_2015","IND_2","year","Mha",6.25974892841488e-05
"maize","crop_irr_land_2015","IND_3","year","Mha",0.00490268556332787
"maize","crop_irr_land_2015","IND_4","year","Mha",0.0787794313371334
"maize","crop_irr_land_2015","IND_5","year","Mha",0
"maize","crop_irr_land_2015","IND_6","year","Mha",0
"maize","crop_irr_land_2015","PAK_1","year","Mha",0.0181600554843753
"maize","crop_irr_land_2015","PAK_10","year","Mha",0.119147977663514
"maize","crop_irr_land_2015","PAK_11","year","Mha",0
"maize","crop_irr_land_2015","PAK_12","year","Mha",0.070566384764511
"maize","crop_irr_land_2015","PAK_13","year","Mha",0
"maize","crop_irr_land_2015","PAK_2","year","Mha",0.0351852775808306
"maize","crop_irr_land_2015","PAK_3","year","Mha",0.101068627280726
"maize","crop_irr_land_2015","PAK_4","year","Mha",0.00112752070772825
"maize","crop_irr_land_2015","PAK_5","year","Mha",0.0240757253147315
"maize","crop_irr_land_2015","PAK_6","year","Mha",0.0042645896653738
"maize","crop_irr_land_2015","PAK_7","year","Mha",0.065836572618741
"maize","crop_irr_land_2015","PAK_8","year","Mha",0.0129668976669651
"maize","crop_irr_land_2015","PAK_9","year","Mha",0.131316827307039
"fruit","crop_irr_land_2015","AFG_1","year","Mha",0
"fruit","crop_irr_land_2015","AFG_2","year","Mha",0
"fruit","crop_irr_land_2015","CHN_1","year","Mha",0
"fruit","crop_irr_land_2015","CHN_2","year","Mha",0
"fruit","crop_irr_land_2015","CHN_3","year","Mha",0
"fruit","crop_irr_land_2015","IND_1","year","Mha",0
"fruit","crop_irr_land_2015","IND_2","year","Mha",0
"fruit","crop_irr_land_2015","IND_3","year","Mha",0
"fruit","crop_irr_land_2015","IND_4","year","Mha",0
"fruit","crop_irr_land_2015","IND_5","year","Mha",0
"fruit","crop_irr_land_2015","IND_6","year","Mha",0
"fruit","crop_irr_land_2015","PAK_1","year","Mha",7.75185367543746e-05
"fruit","crop_irr_land_2015","PAK_10","year","Mha",0
"fruit","crop_irr_land_2015","PAK_11","year","Mha",0
"fruit","crop_irr_land_2015","PAK_12","year","Mha",0.00200850859300573
"fruit","crop_irr_land_2015","PAK_13","year","Mha",0
"fruit","crop_irr_land_2015","PAK_2","year","Mha",0.00807442953629841
"fruit","crop_irr_land_2015","PAK_3","year","Mha",0
"fruit","crop_irr_land_2015","PAK_4","year","Mha",0
"fruit","crop_irr_land_2015","PAK_5","year","Mha",8.13347109736658e-05
"fruit","crop_irr_land_2015","PAK_6","year","Mha",2.65195157784942e-06
"fruit","crop_irr_land_2015","PAK_7","year","Mha",5.84627190501892e-06
"fruit","crop_irr_land_2015","PAK_8","year","Mha",0.000121907002133839
"fruit","crop_irr_land_2015","PAK_9","year","Mha",0
"vegetables","crop_irr_land_2015","AFG_1","year","Mha",0.00244013861601041
"vegetables","crop_irr_land_2015","AFG_2","year","Mha",0.0106508091098333
"vegetables","crop_irr_land_2015","CHN_1","year","Mha",0
"vegetables","crop_irr_land_2015","CHN_2","year","Mha",0
"vegetables","crop_irr_land_2015","CHN_3","year","Mha",0
"vegetables","crop_irr_land_2015","IND_1","year","Mha",0
"vegetables","crop_irr_land_2015","IND_2","year","Mha",7.26760850893564e-05
"vegetables","crop_irr_land_2015","IND_3","year","Mha",0.0124762622456683
"vegetables","crop_irr_land_2015","IND_4","year","Mha",0.060798014885407
"vegetables","crop_irr_land_2015","IND_5","year","Mha",0
"vegetables","crop_irr_land_2015","IND_6","year","Mha",0
"vegetables","crop_irr_land_2015","PAK_1","year","Mha",0.006805466747637
"vegetables","crop_irr_land_2015","PAK_10","year","Mha",0.0506319434111263
"vegetables","crop_irr_land_2015","PAK_11","year","Mha",0
"vegetables","crop_irr_land_2015","PAK_12","year","Mha",0.015702502903096
"vegetables","crop_irr_land_2015","PAK_13","year","Mha",0
"vegetables","crop_irr_land_2015","PAK_2","year","Mha",0.0149131269709582
"vegetables","crop_irr_land_2015","PAK_3","year","Mha",0.016211863798691
"vegetables","crop_irr_land_2015","PAK_4","year","Mha",0.00751983153833554
"vegetables","crop_irr_land_2015","PAK_5","year","Mha",0.0258716752478829
"vegetables","crop_irr_land_2015","PAK_6","year","Mha",0.0290842203370526
"vegetables","crop_irr_land_2015","PAK_7","year","Mha",0.00933494072198874
"vegetables","crop_irr_land_2015","PAK_8","year","Mha",0.00700800797939661
"vegetables","crop_irr_land_2015","PAK_9","year","Mha",0.0221152098119514
