"scenario","model","crop","node","year","time","value"
"historical","ipsl-cm5a-lr","wheat","PAK_4","2040","4",73.8123460617605
"historical","ipsl-cm5a-lr","wheat","PAK_4","2040","5",40.7941205239314
"historical","ipsl-cm5a-lr","wheat","PAK_4","2040","11",14.1081875410999
"historical","ipsl-cm5a-lr","wheat","PAK_4","2040","12",24.4474404740432
"historical","ipsl-cm5a-lr","wheat","PAK_4","2050","1",57.8308547096978
"historical","ipsl-cm5a-lr","wheat","PAK_4","2050","2",76.7545565669448
"historical","ipsl-cm5a-lr","wheat","PAK_4","2050","3",99.7302947866813
"historical","ipsl-cm5a-lr","wheat","PAK_4","2050","4",73.8123460617605
"historical","ipsl-cm5a-lr","wheat","PAK_4","2050","5",40.7941205239314
"historical","ipsl-cm5a-lr","wheat","PAK_4","2050","11",14.1081875410999
"historical","ipsl-cm5a-lr","wheat","PAK_4","2050","12",24.4474404740432
"historical","ipsl-cm5a-lr","wheat","PAK_4","2060","1",57.8308547096978
"historical","ipsl-cm5a-lr","wheat","PAK_4","2060","2",76.7545565669448
"historical","ipsl-cm5a-lr","wheat","PAK_4","2060","3",99.7302947866813
"historical","ipsl-cm5a-lr","wheat","PAK_4","2060","4",73.8123460617605
"historical","ipsl-cm5a-lr","wheat","PAK_4","2060","5",40.7941205239314
"historical","ipsl-cm5a-lr","wheat","PAK_4","2060","11",14.1081875410999
"historical","ipsl-cm5a-lr","wheat","PAK_4","2060","12",24.4474404740432
"historical","ipsl-cm5a-lr","wheat","PAK_5","2010","1",8.38907955988731
"historical","ipsl-cm5a-lr","wheat","PAK_5","2010","2",12.7167256225166
"historical","ipsl-cm5a-lr","wheat","PAK_5","2010","3",17.6638960235531
"historical","ipsl-cm5a-lr","wheat","PAK_5","2010","4",13.4943632201234
"historical","ipsl-cm5a-lr","wheat","PAK_5","2010","5",7.79841438389927
"historical","ipsl-cm5a-lr","wheat","PAK_5","2010","11",2.2371509383145
"historical","ipsl-cm5a-lr","wheat","PAK_5","2010","12",3.43129527746127
"historical","ipsl-cm5a-lr","wheat","PAK_5","2020","1",8.38907955988731
"historical","ipsl-cm5a-lr","wheat","PAK_5","2020","2",12.7167256225166
"historical","ipsl-cm5a-lr","wheat","PAK_5","2020","3",17.6638960235531
"historical","ipsl-cm5a-lr","wheat","PAK_5","2020","4",13.4943632201234
"historical","ipsl-cm5a-lr","wheat","PAK_5","2020","5",7.79841438389927
"historical","ipsl-cm5a-lr","wheat","PAK_5","2020","11",2.2371509383145
"historical","ipsl-cm5a-lr","wheat","PAK_5","2020","12",3.43129527746127
"historical","ipsl-cm5a-lr","wheat","PAK_5","2030","1",8.38907955988731
"historical","ipsl-cm5a-lr","wheat","PAK_5","2030","2",12.7167256225166
"historical","ipsl-cm5a-lr","wheat","PAK_5","2030","3",17.6638960235531
"historical","ipsl-cm5a-lr","wheat","PAK_5","2030","4",13.4943632201234
"historical","ipsl-cm5a-lr","wheat","PAK_5","2030","5",7.79841438389927
"historical","ipsl-cm5a-lr","wheat","PAK_5","2030","11",2.2371509383145
"historical","ipsl-cm5a-lr","wheat","PAK_5","2030","12",3.43129527746127
"historical","ipsl-cm5a-lr","wheat","PAK_5","2040","1",8.38907955988731
"historical","ipsl-cm5a-lr","wheat","PAK_5","2040","2",12.7167256225166
"historical","ipsl-cm5a-lr","wheat","PAK_5","2040","3",17.6638960235531
"historical","ipsl-cm5a-lr","wheat","PAK_5","2040","4",13.4943632201234
"historical","ipsl-cm5a-lr","wheat","PAK_5","2040","5",7.79841438389927
"historical","ipsl-cm5a-lr","wheat","PAK_5","2040","11",2.2371509383145
"historical","ipsl-cm5a-lr","wheat","PAK_5","2040","12",3.43129527746127
"historical","ipsl-cm5a-lr","wheat","PAK_5","2050","1",8.38907955988731
"historical","ipsl-cm5a-lr","wheat","PAK_5","2050","2",12.7167256225166
"historical","ipsl-cm5a-lr","wheat","PAK_5","2050","3",17.6638960235531
"historical","ipsl-cm5a-lr","wheat","PAK_5","2050","4",13.4943632201234
"historical","ipsl-cm5a-lr","wheat","PAK_5","2050","5",7.79841438389927
"historical","ipsl-cm5a-lr","wheat","PAK_5","2050","11",2.2371509383145
"historical","ipsl-cm5a-lr","wheat","PAK_5","2050","12",3.43129527746127
"historical","ipsl-cm5a-lr","wheat","PAK_5","2060","1",8.38907955988731
"historical","ipsl-cm5a-lr","wheat","PAK_5","2060","2",12.7167256225166
"historical","ipsl-cm5a-lr","wheat","PAK_5","2060","3",17.6638960235531
"historical","ipsl-cm5a-lr","wheat","PAK_5","2060","4",13.4943632201234
"historical","ipsl-cm5a-lr","wheat","PAK_5","2060","5",7.79841438389927
"historical","ipsl-cm5a-lr","wheat","PAK_5","2060","11",2.2371509383145
"historical","ipsl-cm5a-lr","wheat","PAK_5","2060","12",3.43129527746127
"historical","ipsl-cm5a-lr","wheat","PAK_6","2010","1",5.7637089697698
"historical","ipsl-cm5a-lr","wheat","PAK_6","2010","2",8.463552231597
"historical","ipsl-cm5a-lr","wheat","PAK_6","2010","3",11.8861093258138
"historical","ipsl-cm5a-lr","wheat","PAK_6","2010","4",9.27188587319165
"historical","ipsl-cm5a-lr","wheat","PAK_6","2010","5",5.47189973801985
"historical","ipsl-cm5a-lr","wheat","PAK_6","2010","6",1.32071758258272e-06
"historical","ipsl-cm5a-lr","wheat","PAK_6","2010","11",1.70571478907321
"historical","ipsl-cm5a-lr","wheat","PAK_6","2010","12",2.4665708517972
"historical","ipsl-cm5a-lr","wheat","PAK_6","2020","1",5.7637089697698
"historical","ipsl-cm5a-lr","wheat","PAK_6","2020","2",8.463552231597
"historical","ipsl-cm5a-lr","wheat","PAK_6","2020","3",11.8861093258138
"historical","ipsl-cm5a-lr","wheat","PAK_6","2020","4",9.27188587319165
"historical","ipsl-cm5a-lr","wheat","PAK_6","2020","5",5.47189973801985
"historical","ipsl-cm5a-lr","wheat","PAK_6","2020","6",1.32071758258272e-06
"historical","ipsl-cm5a-lr","wheat","PAK_6","2020","11",1.70571478907321
"historical","ipsl-cm5a-lr","wheat","PAK_6","2020","12",2.4665708517972
"historical","ipsl-cm5a-lr","wheat","PAK_6","2030","1",5.7637089697698
"historical","ipsl-cm5a-lr","wheat","PAK_6","2030","2",8.463552231597
"historical","ipsl-cm5a-lr","wheat","PAK_6","2030","3",11.8861093258138
"historical","ipsl-cm5a-lr","wheat","PAK_6","2030","4",9.27188587319165
"historical","ipsl-cm5a-lr","wheat","PAK_6","2030","5",5.47189973801985
"historical","ipsl-cm5a-lr","wheat","PAK_6","2030","6",1.32071758258272e-06
"historical","ipsl-cm5a-lr","wheat","PAK_6","2030","11",1.70571478907321
"historical","ipsl-cm5a-lr","wheat","PAK_6","2030","12",2.4665708517972
"historical","ipsl-cm5a-lr","wheat","PAK_6","2040","1",5.7637089697698
"historical","ipsl-cm5a-lr","wheat","PAK_6","2040","2",8.463552231597
"historical","ipsl-cm5a-lr","wheat","PAK_6","2040","3",11.8861093258138
"historical","ipsl-cm5a-lr","wheat","PAK_6","2040","4",9.27188587319165
"historical","ipsl-cm5a-lr","wheat","PAK_6","2040","5",5.47189973801985
"historical","ipsl-cm5a-lr","wheat","PAK_6","2040","6",1.32071758258272e-06
"historical","ipsl-cm5a-lr","wheat","PAK_6","2040","11",1.70571478907321
"historical","ipsl-cm5a-lr","wheat","PAK_6","2040","12",2.4665708517972
"historical","ipsl-cm5a-lr","wheat","PAK_6","2050","1",5.7637089697698
"historical","ipsl-cm5a-lr","wheat","PAK_6","2050","2",8.463552231597
"historical","ipsl-cm5a-lr","wheat","PAK_6","2050","3",11.8861093258138
"historical","ipsl-cm5a-lr","wheat","PAK_6","2050","4",9.27188587319165
"historical","ipsl-cm5a-lr","wheat","PAK_6","2050","5",5.47189973801985
"historical","ipsl-cm5a-lr","wheat","PAK_6","2050","6",1.32071758258272e-06
"historical","ipsl-cm5a-lr","wheat","PAK_6","2050","11",1.70571478907321
"historical","ipsl-cm5a-lr","wheat","PAK_6","2050","12",2.4665708517972
"historical","ipsl-cm5a-lr","wheat","PAK_6","2060","1",5.7637089697698
"historical","ipsl-cm5a-lr","wheat","PAK_6","2060","2",8.463552231597
"historical","ipsl-cm5a-lr","wheat","PAK_6","2060","3",11.8861093258138
"historical","ipsl-cm5a-lr","wheat","PAK_6","2060","4",9.27188587319165
"historical","ipsl-cm5a-lr","wheat","PAK_6","2060","5",5.47189973801985
"historical","ipsl-cm5a-lr","wheat","PAK_6","2060","6",1.32071758258272e-06
"historical","ipsl-cm5a-lr","wheat","PAK_6","2060","11",1.70571478907321
"historical","ipsl-cm5a-lr","wheat","PAK_6","2060","12",2.4665708517972
"historical","ipsl-cm5a-lr","wheat","PAK_7","2010","1",1.54087873928649
"historical","ipsl-cm5a-lr","wheat","PAK_7","2010","2",1.86909392300857
"historical","ipsl-cm5a-lr","wheat","PAK_7","2010","3",3.87818891821292
"historical","ipsl-cm5a-lr","wheat","PAK_7","2010","4",3.73720127764905
"historical","ipsl-cm5a-lr","wheat","PAK_7","2010","5",3.13157018522103
"historical","ipsl-cm5a-lr","wheat","PAK_7","2010","11",0.321453414717092
"historical","ipsl-cm5a-lr","wheat","PAK_7","2010","12",0.720418990192135
"historical","ipsl-cm5a-lr","wheat","PAK_7","2020","1",1.54087873928649
"historical","ipsl-cm5a-lr","wheat","PAK_7","2020","2",1.86909392300857
"historical","ipsl-cm5a-lr","wheat","PAK_7","2020","3",3.87818891821292
"historical","ipsl-cm5a-lr","wheat","PAK_7","2020","4",3.73720127764905
"historical","ipsl-cm5a-lr","wheat","PAK_7","2020","5",3.13157018522103
"historical","ipsl-cm5a-lr","wheat","PAK_7","2020","11",0.321453414717092
"historical","ipsl-cm5a-lr","wheat","PAK_7","2020","12",0.720418990192135
"historical","ipsl-cm5a-lr","wheat","PAK_7","2030","1",1.54087873928649
"historical","ipsl-cm5a-lr","wheat","PAK_7","2030","2",1.86909392300857
"historical","ipsl-cm5a-lr","wheat","PAK_7","2030","3",3.87818891821292
"historical","ipsl-cm5a-lr","wheat","PAK_7","2030","4",3.73720127764905
"historical","ipsl-cm5a-lr","wheat","PAK_7","2030","5",3.13157018522103
"historical","ipsl-cm5a-lr","wheat","PAK_7","2030","11",0.321453414717092
"historical","ipsl-cm5a-lr","wheat","PAK_7","2030","12",0.720418990192135
"historical","ipsl-cm5a-lr","wheat","PAK_7","2040","1",1.54087873928649
"historical","ipsl-cm5a-lr","wheat","PAK_7","2040","2",1.86909392300857
"historical","ipsl-cm5a-lr","wheat","PAK_7","2040","3",3.87818891821292
"historical","ipsl-cm5a-lr","wheat","PAK_7","2040","4",3.73720127764905
"historical","ipsl-cm5a-lr","wheat","PAK_7","2040","5",3.13157018522103
"historical","ipsl-cm5a-lr","wheat","PAK_7","2040","11",0.321453414717092
"historical","ipsl-cm5a-lr","wheat","PAK_7","2040","12",0.720418990192135
"historical","ipsl-cm5a-lr","wheat","PAK_7","2050","1",1.54087873928649
"historical","ipsl-cm5a-lr","wheat","PAK_7","2050","2",1.86909392300857
"historical","ipsl-cm5a-lr","wheat","PAK_7","2050","3",3.87818891821292
"historical","ipsl-cm5a-lr","wheat","PAK_7","2050","4",3.73720127764905
"historical","ipsl-cm5a-lr","wheat","PAK_7","2050","5",3.13157018522103
"historical","ipsl-cm5a-lr","wheat","PAK_7","2050","11",0.321453414717092
"historical","ipsl-cm5a-lr","wheat","PAK_7","2050","12",0.720418990192135
"historical","ipsl-cm5a-lr","wheat","PAK_7","2060","1",1.54087873928649
"historical","ipsl-cm5a-lr","wheat","PAK_7","2060","2",1.86909392300857
"historical","ipsl-cm5a-lr","wheat","PAK_7","2060","3",3.87818891821292
"historical","ipsl-cm5a-lr","wheat","PAK_7","2060","4",3.73720127764905
"historical","ipsl-cm5a-lr","wheat","PAK_7","2060","5",3.13157018522103
"historical","ipsl-cm5a-lr","wheat","PAK_7","2060","11",0.321453414717092
"historical","ipsl-cm5a-lr","wheat","PAK_7","2060","12",0.720418990192135
"historical","ipsl-cm5a-lr","wheat","PAK_8","2010","1",0.921181132691438
"historical","ipsl-cm5a-lr","wheat","PAK_8","2010","2",1.13022092685649
"historical","ipsl-cm5a-lr","wheat","PAK_8","2010","3",2.65216383012335
"historical","ipsl-cm5a-lr","wheat","PAK_8","2010","4",2.85595157637272
"historical","ipsl-cm5a-lr","wheat","PAK_8","2010","5",2.49764865376978
"historical","ipsl-cm5a-lr","wheat","PAK_8","2010","11",0.373318653602343
"historical","ipsl-cm5a-lr","wheat","PAK_8","2010","12",0.510826895083663
"historical","ipsl-cm5a-lr","wheat","PAK_8","2020","1",0.921181132691438
"historical","ipsl-cm5a-lr","wheat","PAK_8","2020","2",1.13022092685649
"historical","ipsl-cm5a-lr","wheat","PAK_8","2020","3",2.65216383012335
"historical","ipsl-cm5a-lr","wheat","PAK_8","2020","4",2.85595157637272
"historical","ipsl-cm5a-lr","wheat","PAK_8","2020","5",2.49764865376978
"historical","ipsl-cm5a-lr","wheat","PAK_8","2020","11",0.373318653602343
"historical","ipsl-cm5a-lr","wheat","PAK_8","2020","12",0.510826895083663
"historical","ipsl-cm5a-lr","wheat","PAK_8","2030","1",0.921181132691438
"historical","ipsl-cm5a-lr","wheat","PAK_8","2030","2",1.13022092685649
"historical","ipsl-cm5a-lr","wheat","PAK_8","2030","3",2.65216383012335
"historical","ipsl-cm5a-lr","wheat","PAK_8","2030","4",2.85595157637272
"historical","ipsl-cm5a-lr","wheat","PAK_8","2030","5",2.49764865376978
"historical","ipsl-cm5a-lr","wheat","PAK_8","2030","11",0.373318653602343
"historical","ipsl-cm5a-lr","wheat","PAK_8","2030","12",0.510826895083663
"historical","ipsl-cm5a-lr","wheat","PAK_8","2040","1",0.921181132691438
"historical","ipsl-cm5a-lr","wheat","PAK_8","2040","2",1.13022092685649
"historical","ipsl-cm5a-lr","wheat","PAK_8","2040","3",2.65216383012335
"historical","ipsl-cm5a-lr","wheat","PAK_8","2040","4",2.85595157637272
"historical","ipsl-cm5a-lr","wheat","PAK_8","2040","5",2.49764865376978
"historical","ipsl-cm5a-lr","wheat","PAK_8","2040","11",0.373318653602343
"historical","ipsl-cm5a-lr","wheat","PAK_8","2040","12",0.510826895083663
"historical","ipsl-cm5a-lr","wheat","PAK_8","2050","1",0.921181132691438
"historical","ipsl-cm5a-lr","wheat","PAK_8","2050","2",1.13022092685649
"historical","ipsl-cm5a-lr","wheat","PAK_8","2050","3",2.65216383012335
"historical","ipsl-cm5a-lr","wheat","PAK_8","2050","4",2.85595157637272
"historical","ipsl-cm5a-lr","wheat","PAK_8","2050","5",2.49764865376978
"historical","ipsl-cm5a-lr","wheat","PAK_8","2050","11",0.373318653602343
"historical","ipsl-cm5a-lr","wheat","PAK_8","2050","12",0.510826895083663
"historical","ipsl-cm5a-lr","wheat","PAK_8","2060","1",0.921181132691438
"historical","ipsl-cm5a-lr","wheat","PAK_8","2060","2",1.13022092685649
"historical","ipsl-cm5a-lr","wheat","PAK_8","2060","3",2.65216383012335
"historical","ipsl-cm5a-lr","wheat","PAK_8","2060","4",2.85595157637272
"historical","ipsl-cm5a-lr","wheat","PAK_8","2060","5",2.49764865376978
"historical","ipsl-cm5a-lr","wheat","PAK_8","2060","11",0.373318653602343
"historical","ipsl-cm5a-lr","wheat","PAK_8","2060","12",0.510826895083663
"historical","ipsl-cm5a-lr","wheat","PAK_9","2010","1",3.32021839780958
"historical","ipsl-cm5a-lr","wheat","PAK_9","2010","2",5.73462288837137
"historical","ipsl-cm5a-lr","wheat","PAK_9","2010","3",9.3297876648121
"historical","ipsl-cm5a-lr","wheat","PAK_9","2010","4",8.02258368170773
"historical","ipsl-cm5a-lr","wheat","PAK_9","2010","5",4.75979032460492
"historical","ipsl-cm5a-lr","wheat","PAK_9","2010","11",1.02150695752282
"historical","ipsl-cm5a-lr","wheat","PAK_9","2010","12",1.40665218251194
"historical","ipsl-cm5a-lr","wheat","PAK_9","2020","1",3.32021839780958
"historical","ipsl-cm5a-lr","wheat","PAK_9","2020","2",5.73462288837137
"historical","ipsl-cm5a-lr","wheat","PAK_9","2020","3",9.3297876648121
"historical","ipsl-cm5a-lr","wheat","PAK_9","2020","4",8.02258368170773
"historical","ipsl-cm5a-lr","wheat","PAK_9","2020","5",4.75979032460492
"historical","ipsl-cm5a-lr","wheat","PAK_9","2020","11",1.02150695752282
"historical","ipsl-cm5a-lr","wheat","PAK_9","2020","12",1.40665218251194
"historical","ipsl-cm5a-lr","wheat","PAK_9","2030","1",3.32021839780958
"historical","ipsl-cm5a-lr","wheat","PAK_9","2030","2",5.73462288837137
"historical","ipsl-cm5a-lr","wheat","PAK_9","2030","3",9.3297876648121
"historical","ipsl-cm5a-lr","wheat","PAK_9","2030","4",8.02258368170773
"historical","ipsl-cm5a-lr","wheat","PAK_9","2030","5",4.75979032460492
"historical","ipsl-cm5a-lr","wheat","PAK_9","2030","11",1.02150695752282
"historical","ipsl-cm5a-lr","wheat","PAK_9","2030","12",1.40665218251194
"historical","ipsl-cm5a-lr","wheat","PAK_9","2040","1",3.32021839780958
"historical","ipsl-cm5a-lr","wheat","PAK_9","2040","2",5.73462288837137
"historical","ipsl-cm5a-lr","wheat","PAK_9","2040","3",9.3297876648121
"historical","ipsl-cm5a-lr","wheat","PAK_9","2040","4",8.02258368170773
"historical","ipsl-cm5a-lr","wheat","PAK_9","2040","5",4.75979032460492
"historical","ipsl-cm5a-lr","wheat","PAK_9","2040","11",1.02150695752282
"historical","ipsl-cm5a-lr","wheat","PAK_9","2040","12",1.40665218251194
"historical","ipsl-cm5a-lr","wheat","PAK_9","2050","1",3.32021839780958
"historical","ipsl-cm5a-lr","wheat","PAK_9","2050","2",5.73462288837137
"historical","ipsl-cm5a-lr","wheat","PAK_9","2050","3",9.3297876648121
"historical","ipsl-cm5a-lr","wheat","PAK_9","2050","4",8.02258368170773
"historical","ipsl-cm5a-lr","wheat","PAK_9","2050","5",4.75979032460492
"historical","ipsl-cm5a-lr","wheat","PAK_9","2050","11",1.02150695752282
"historical","ipsl-cm5a-lr","wheat","PAK_9","2050","12",1.40665218251194
"historical","ipsl-cm5a-lr","wheat","PAK_9","2060","1",3.32021839780958
"historical","ipsl-cm5a-lr","wheat","PAK_9","2060","2",5.73462288837137
"historical","ipsl-cm5a-lr","wheat","PAK_9","2060","3",9.3297876648121
"historical","ipsl-cm5a-lr","wheat","PAK_9","2060","4",8.02258368170773
"historical","ipsl-cm5a-lr","wheat","PAK_9","2060","5",4.75979032460492
"historical","ipsl-cm5a-lr","wheat","PAK_9","2060","11",1.02150695752282
"historical","ipsl-cm5a-lr","wheat","PAK_9","2060","12",1.40665218251194
"historical","ipsl-cm5a-lr","wheat","PAK_10","2010","1",4.11858861161867
"historical","ipsl-cm5a-lr","wheat","PAK_10","2010","2",6.91821054002705
"historical","ipsl-cm5a-lr","wheat","PAK_10","2010","3",10.4341774517284
"historical","ipsl-cm5a-lr","wheat","PAK_10","2010","4",8.35309349145843
"historical","ipsl-cm5a-lr","wheat","PAK_10","2010","5",4.82968522695413
"historical","ipsl-cm5a-lr","wheat","PAK_10","2010","11",1.20157285850158
"historical","ipsl-cm5a-lr","wheat","PAK_10","2010","12",1.69033905979987
"historical","ipsl-cm5a-lr","wheat","PAK_10","2020","1",4.11858861161867
"historical","ipsl-cm5a-lr","wheat","PAK_10","2020","2",6.91821054002705
"historical","ipsl-cm5a-lr","wheat","PAK_10","2020","3",10.4341774517284
"historical","ipsl-cm5a-lr","wheat","PAK_10","2020","4",8.35309349145843
"historical","ipsl-cm5a-lr","wheat","PAK_10","2020","5",4.82968522695413
"historical","ipsl-cm5a-lr","wheat","PAK_10","2020","11",1.20157285850158
"historical","ipsl-cm5a-lr","wheat","PAK_10","2020","12",1.69033905979987
"historical","ipsl-cm5a-lr","wheat","PAK_10","2030","1",4.11858861161867
"historical","ipsl-cm5a-lr","wheat","PAK_10","2030","2",6.91821054002705
"historical","ipsl-cm5a-lr","wheat","PAK_10","2030","3",10.4341774517284
"historical","ipsl-cm5a-lr","wheat","PAK_10","2030","4",8.35309349145843
"historical","ipsl-cm5a-lr","wheat","PAK_10","2030","5",4.82968522695413
"historical","ipsl-cm5a-lr","wheat","PAK_10","2030","11",1.20157285850158
"historical","ipsl-cm5a-lr","wheat","PAK_10","2030","12",1.69033905979987
"historical","ipsl-cm5a-lr","wheat","PAK_10","2040","1",4.11858861161867
"historical","ipsl-cm5a-lr","wheat","PAK_10","2040","2",6.91821054002705
"historical","ipsl-cm5a-lr","wheat","PAK_10","2040","3",10.4341774517284
"historical","ipsl-cm5a-lr","wheat","PAK_10","2040","4",8.35309349145843
"historical","ipsl-cm5a-lr","wheat","PAK_10","2040","5",4.82968522695413
"historical","ipsl-cm5a-lr","wheat","PAK_10","2040","11",1.20157285850158
"historical","ipsl-cm5a-lr","wheat","PAK_10","2040","12",1.69033905979987
"historical","ipsl-cm5a-lr","wheat","PAK_10","2050","1",4.11858861161867
"historical","ipsl-cm5a-lr","wheat","PAK_10","2050","2",6.91821054002705
"historical","ipsl-cm5a-lr","wheat","PAK_10","2050","3",10.4341774517284
"historical","ipsl-cm5a-lr","wheat","PAK_10","2050","4",8.35309349145843
"historical","ipsl-cm5a-lr","wheat","PAK_10","2050","5",4.82968522695413
"historical","ipsl-cm5a-lr","wheat","PAK_10","2050","11",1.20157285850158
"historical","ipsl-cm5a-lr","wheat","PAK_10","2050","12",1.69033905979987
"historical","ipsl-cm5a-lr","wheat","PAK_10","2060","1",4.11858861161867
"historical","ipsl-cm5a-lr","wheat","PAK_10","2060","2",6.91821054002705
"historical","ipsl-cm5a-lr","wheat","PAK_10","2060","3",10.4341774517284
"historical","ipsl-cm5a-lr","wheat","PAK_10","2060","4",8.35309349145843
"historical","ipsl-cm5a-lr","wheat","PAK_10","2060","5",4.82968522695413
"historical","ipsl-cm5a-lr","wheat","PAK_10","2060","11",1.20157285850158
"historical","ipsl-cm5a-lr","wheat","PAK_10","2060","12",1.69033905979987
"historical","ipsl-cm5a-lr","wheat","PAK_11","2010","1",0.838174053824052
"historical","ipsl-cm5a-lr","wheat","PAK_11","2010","2",1.27032017318102
"historical","ipsl-cm5a-lr","wheat","PAK_11","2010","3",3.05031651413722
"historical","ipsl-cm5a-lr","wheat","PAK_11","2010","4",5.84258268361631
"historical","ipsl-cm5a-lr","wheat","PAK_11","2010","5",6.82394872382219
"historical","ipsl-cm5a-lr","wheat","PAK_11","2010","11",0.780921373735491
"historical","ipsl-cm5a-lr","wheat","PAK_11","2010","12",0.713647072600229
"historical","ipsl-cm5a-lr","wheat","PAK_11","2020","1",0.838174053824052
"historical","ipsl-cm5a-lr","wheat","PAK_11","2020","2",1.27032017318102
"historical","ipsl-cm5a-lr","wheat","PAK_11","2020","3",3.05031651413722
"historical","ipsl-cm5a-lr","wheat","PAK_11","2020","4",5.84258268361631
"historical","ipsl-cm5a-lr","wheat","PAK_11","2020","5",6.82394872382219
"historical","ipsl-cm5a-lr","wheat","PAK_11","2020","11",0.780921373735491
"historical","ipsl-cm5a-lr","wheat","PAK_11","2020","12",0.713647072600229
"historical","ipsl-cm5a-lr","wheat","PAK_11","2030","1",0.838174053824052
"historical","ipsl-cm5a-lr","wheat","PAK_11","2030","2",1.27032017318102
"historical","ipsl-cm5a-lr","wheat","PAK_11","2030","3",3.05031651413722
"historical","ipsl-cm5a-lr","wheat","PAK_11","2030","4",5.84258268361631
"historical","ipsl-cm5a-lr","wheat","PAK_11","2030","5",6.82394872382219
"historical","ipsl-cm5a-lr","wheat","PAK_11","2030","11",0.780921373735491
"historical","ipsl-cm5a-lr","wheat","PAK_11","2030","12",0.713647072600229
"historical","ipsl-cm5a-lr","wheat","PAK_11","2040","1",0.838174053824052
"historical","ipsl-cm5a-lr","wheat","PAK_11","2040","2",1.27032017318102
"historical","ipsl-cm5a-lr","wheat","PAK_11","2040","3",3.05031651413722
"historical","ipsl-cm5a-lr","wheat","PAK_11","2040","4",5.84258268361631
"historical","ipsl-cm5a-lr","wheat","PAK_11","2040","5",6.82394872382219
"historical","ipsl-cm5a-lr","wheat","PAK_11","2040","11",0.780921373735491
"historical","ipsl-cm5a-lr","wheat","PAK_11","2040","12",0.713647072600229
"historical","ipsl-cm5a-lr","wheat","PAK_11","2050","1",0.838174053824052
"historical","ipsl-cm5a-lr","wheat","PAK_11","2050","2",1.27032017318102
"historical","ipsl-cm5a-lr","wheat","PAK_11","2050","3",3.05031651413722
"historical","ipsl-cm5a-lr","wheat","PAK_11","2050","4",5.84258268361631
"historical","ipsl-cm5a-lr","wheat","PAK_11","2050","5",6.82394872382219
"historical","ipsl-cm5a-lr","wheat","PAK_11","2050","11",0.780921373735491
"historical","ipsl-cm5a-lr","wheat","PAK_11","2050","12",0.713647072600229
"historical","ipsl-cm5a-lr","wheat","PAK_11","2060","1",0.838174053824052
"historical","ipsl-cm5a-lr","wheat","PAK_11","2060","2",1.27032017318102
"historical","ipsl-cm5a-lr","wheat","PAK_11","2060","3",3.05031651413722
"historical","ipsl-cm5a-lr","wheat","PAK_11","2060","4",5.84258268361631
"historical","ipsl-cm5a-lr","wheat","PAK_11","2060","5",6.82394872382219
"historical","ipsl-cm5a-lr","wheat","PAK_11","2060","11",0.780921373735491
"historical","ipsl-cm5a-lr","wheat","PAK_11","2060","12",0.713647072600229
"historical","ipsl-cm5a-lr","wheat","PAK_12","2010","1",3.67718349450597
"historical","ipsl-cm5a-lr","wheat","PAK_12","2010","2",5.39229676513247
"historical","ipsl-cm5a-lr","wheat","PAK_12","2010","3",8.17911306740885
"historical","ipsl-cm5a-lr","wheat","PAK_12","2010","4",6.72278881035452
"historical","ipsl-cm5a-lr","wheat","PAK_12","2010","5",4.24981645288985
"historical","ipsl-cm5a-lr","wheat","PAK_12","2010","11",1.02149882235913
"historical","ipsl-cm5a-lr","wheat","PAK_12","2010","12",1.51513916991625
"historical","ipsl-cm5a-lr","wheat","PAK_12","2020","1",3.67718349450597
"historical","ipsl-cm5a-lr","wheat","PAK_12","2020","2",5.39229676513247
"historical","ipsl-cm5a-lr","wheat","PAK_12","2020","3",8.17911306740885
"historical","ipsl-cm5a-lr","wheat","PAK_12","2020","4",6.72278881035452
"historical","ipsl-cm5a-lr","wheat","PAK_12","2020","5",4.24981645288985
"historical","ipsl-cm5a-lr","wheat","PAK_12","2020","11",1.02149882235913
"historical","ipsl-cm5a-lr","wheat","PAK_12","2020","12",1.51513916991625
"historical","ipsl-cm5a-lr","wheat","PAK_12","2030","1",3.67718349450597
"historical","ipsl-cm5a-lr","wheat","PAK_12","2030","2",5.39229676513247
"historical","ipsl-cm5a-lr","wheat","PAK_12","2030","3",8.17911306740885
"historical","ipsl-cm5a-lr","wheat","PAK_12","2030","4",6.72278881035452
"historical","ipsl-cm5a-lr","wheat","PAK_12","2030","5",4.24981645288985
"historical","ipsl-cm5a-lr","wheat","PAK_12","2030","11",1.02149882235913
"historical","ipsl-cm5a-lr","wheat","PAK_12","2030","12",1.51513916991625
"historical","ipsl-cm5a-lr","wheat","PAK_12","2040","1",3.67718349450597
"historical","ipsl-cm5a-lr","wheat","PAK_12","2040","2",5.39229676513247
"historical","ipsl-cm5a-lr","wheat","PAK_12","2040","3",8.17911306740885
"historical","ipsl-cm5a-lr","wheat","PAK_12","2040","4",6.72278881035452
"historical","ipsl-cm5a-lr","wheat","PAK_12","2040","5",4.24981645288985
"historical","ipsl-cm5a-lr","wheat","PAK_12","2040","11",1.02149882235913
"historical","ipsl-cm5a-lr","wheat","PAK_12","2040","12",1.51513916991625
"historical","ipsl-cm5a-lr","wheat","PAK_12","2050","1",3.67718349450597
"historical","ipsl-cm5a-lr","wheat","PAK_12","2050","2",5.39229676513247
"historical","ipsl-cm5a-lr","wheat","PAK_12","2050","3",8.17911306740885
