"scenario","model","crop","node","year","time","value"
"historical","ensemble","wheat","CHN_1","2010","4",5.4404122852275
"historical","ensemble","wheat","CHN_1","2010","5",5.92022243315031
"historical","ensemble","wheat","CHN_1","2010","11",1.66218002140941
"historical","ensemble","wheat","CHN_1","2010","12",1.33769889072454
"historical","ensemble","wheat","CHN_1","2020","3",0.630605111331245
"historical","ensemble","wheat","CHN_1","2020","4",5.4404122852275
"historical","ensemble","wheat","CHN_1","2020","5",5.92022243315031
"historical","ensemble","wheat","CHN_1","2020","11",1.66218002140941
"historical","ensemble","wheat","CHN_1","2020","12",1.33769889072454
"historical","ensemble","wheat","CHN_1","2030","3",0.630605111331245
"historical","ensemble","wheat","CHN_1","2030","4",5.4404122852275
"historical","ensemble","wheat","CHN_1","2030","5",5.92022243315031
"historical","ensemble","wheat","CHN_1","2030","11",1.66218002140941
"historical","ensemble","wheat","CHN_1","2030","12",1.33769889072454
"historical","ensemble","wheat","CHN_1","2040","3",0.630605111331245
"historical","ensemble","wheat","CHN_1","2040","4",5.4404122852275
"historical","ensemble","wheat","CHN_1","2040","5",5.92022243315031
"historical","ensemble","wheat","CHN_1","2040","11",1.66218002140941
"historical","ensemble","wheat","CHN_1","2040","12",1.33769889072454
"historical","ensemble","wheat","CHN_1","2050","3",0.630605111331245
"historical","ensemble","wheat","CHN_1","2050","4",5.4404122852275
"historical","ensemble","wheat","CHN_1","2050","5",5.92022243315031
"historical","ensemble","wheat","CHN_1","2050","11",1.66218002140941
"historical","ensemble","wheat","CHN_1","2050","12",1.33769889072454
"historical","ensemble","wheat","CHN_1","2060","3",0.630605111331245
"historical","ensemble","wheat","CHN_1","2060","4",5.4404122852275
"historical","ensemble","wheat","CHN_1","2060","5",5.92022243315031
"historical","ensemble","wheat","CHN_1","2060","11",1.66218002140941
"historical","ensemble","wheat","CHN_1","2060","12",1.33769889072454
"historical","ensemble","wheat","IND_1","2010","1",2.49267683922919
"historical","ensemble","wheat","IND_1","2010","2",2.90457987523235
"historical","ensemble","wheat","IND_1","2010","3",9.44276804339315
"historical","ensemble","wheat","IND_1","2010","4",10.7902092817374
"historical","ensemble","wheat","IND_1","2010","5",9.46142581225892
"historical","ensemble","wheat","IND_1","2010","11",2.23774406270061
"historical","ensemble","wheat","IND_1","2010","12",1.94197563090991
"historical","ensemble","wheat","IND_1","2020","1",2.49267683922919
"historical","ensemble","wheat","IND_1","2020","2",2.90457987523235
"historical","ensemble","wheat","IND_1","2020","3",9.44276804339315
"historical","ensemble","wheat","IND_1","2020","4",10.7902092817374
"historical","ensemble","wheat","IND_1","2020","5",9.46142581225892
"historical","ensemble","wheat","IND_1","2020","11",2.23774406270061
"historical","ensemble","wheat","IND_1","2020","12",1.94197563090991
"historical","ensemble","wheat","IND_1","2030","1",2.49267683922919
"historical","ensemble","wheat","IND_1","2030","2",2.90457987523235
"historical","ensemble","wheat","IND_1","2030","3",9.44276804339315
"historical","ensemble","wheat","IND_1","2030","4",10.7902092817374
"historical","ensemble","wheat","IND_1","2030","5",9.46142581225892
"historical","ensemble","wheat","IND_1","2030","11",2.23774406270061
"historical","ensemble","wheat","IND_1","2030","12",1.94197563090991
"historical","ensemble","wheat","IND_1","2040","1",2.49267683922919
"historical","ensemble","wheat","IND_1","2040","2",2.90457987523235
"historical","ensemble","wheat","IND_1","2040","3",9.44276804339315
"historical","ensemble","wheat","IND_1","2040","4",10.7902092817374
"historical","ensemble","wheat","IND_1","2040","5",9.46142581225892
"historical","ensemble","wheat","IND_1","2040","11",2.23774406270061
"historical","ensemble","wheat","IND_1","2040","12",1.94197563090991
"historical","ensemble","wheat","IND_1","2050","1",2.49267683922919
"historical","ensemble","wheat","IND_1","2050","2",2.90457987523235
"historical","ensemble","wheat","IND_1","2050","3",9.44276804339315
"historical","ensemble","wheat","IND_1","2050","4",10.7902092817374
"historical","ensemble","wheat","IND_1","2050","5",9.46142581225892
"historical","ensemble","wheat","IND_1","2050","11",2.23774406270061
"historical","ensemble","wheat","IND_1","2050","12",1.94197563090991
"historical","ensemble","wheat","IND_1","2060","1",2.49267683922919
"historical","ensemble","wheat","IND_1","2060","2",2.90457987523235
"historical","ensemble","wheat","IND_1","2060","3",9.44276804339315
"historical","ensemble","wheat","IND_1","2060","4",10.7902092817374
"historical","ensemble","wheat","IND_1","2060","5",9.46142581225892
"historical","ensemble","wheat","IND_1","2060","11",2.23774406270061
"historical","ensemble","wheat","IND_1","2060","12",1.94197563090991
"historical","ensemble","wheat","IND_2","2010","1",6.93023151116531
"historical","ensemble","wheat","IND_2","2010","2",11.9079050787971
"historical","ensemble","wheat","IND_2","2010","3",30.8459174366074
"historical","ensemble","wheat","IND_2","2010","4",35.0498662935268
"historical","ensemble","wheat","IND_2","2010","5",24.6785094835215
"historical","ensemble","wheat","IND_2","2010","11",5.7035194217811
"historical","ensemble","wheat","IND_2","2010","12",4.84466959262926
"historical","ensemble","wheat","IND_2","2020","1",6.93023151116531
"historical","ensemble","wheat","IND_2","2020","2",11.9079050787971
"historical","ensemble","wheat","IND_2","2020","3",30.8459174366074
"historical","ensemble","wheat","IND_2","2020","4",35.0498662935268
"historical","ensemble","wheat","IND_2","2020","5",24.6785094835215
"historical","ensemble","wheat","IND_2","2020","11",5.7035194217811
"historical","ensemble","wheat","IND_2","2020","12",4.84466959262926
"historical","ensemble","wheat","IND_2","2030","1",6.93023151116531
"historical","ensemble","wheat","IND_2","2030","2",11.9079050787971
"historical","ensemble","wheat","IND_2","2030","3",30.8459174366074
"historical","ensemble","wheat","IND_2","2030","4",35.0498662935268
"historical","ensemble","wheat","IND_2","2030","5",24.6785094835215
"historical","ensemble","wheat","IND_2","2030","11",5.7035194217811
"historical","ensemble","wheat","IND_2","2030","12",4.84466959262926
"historical","ensemble","wheat","IND_2","2040","1",6.93023151116531
"historical","ensemble","wheat","IND_2","2040","2",11.9079050787971
"historical","ensemble","wheat","IND_2","2040","3",30.8459174366074
"historical","ensemble","wheat","IND_2","2040","4",35.0498662935268
"historical","ensemble","wheat","IND_2","2040","5",24.6785094835215
"historical","ensemble","wheat","IND_2","2040","11",5.7035194217811
"historical","ensemble","wheat","IND_2","2040","12",4.84466959262926
"historical","ensemble","wheat","IND_2","2050","1",6.93023151116531
"historical","ensemble","wheat","IND_2","2050","2",11.9079050787971
"historical","ensemble","wheat","IND_2","2050","3",30.8459174366074
"historical","ensemble","wheat","IND_2","2050","4",35.0498662935268
"historical","ensemble","wheat","IND_2","2050","5",24.6785094835215
"historical","ensemble","wheat","IND_2","2050","11",5.7035194217811
"historical","ensemble","wheat","IND_2","2050","12",4.84466959262926
"historical","ensemble","wheat","IND_2","2060","1",6.93023151116531
"historical","ensemble","wheat","IND_2","2060","2",11.9079050787971
"historical","ensemble","wheat","IND_2","2060","3",30.8459174366074
"historical","ensemble","wheat","IND_2","2060","4",35.0498662935268
"historical","ensemble","wheat","IND_2","2060","5",24.6785094835215
"historical","ensemble","wheat","IND_2","2060","11",5.7035194217811
"historical","ensemble","wheat","IND_2","2060","12",4.84466959262926
"historical","ensemble","wheat","IND_3","2010","1",2.3705003275672
"historical","ensemble","wheat","IND_3","2010","2",4.22490790253369
"historical","ensemble","wheat","IND_3","2010","3",8.53273000906709
"historical","ensemble","wheat","IND_3","2010","4",8.30963084320314
"historical","ensemble","wheat","IND_3","2010","5",5.30279587422674
"historical","ensemble","wheat","IND_3","2010","11",1.19762162432332
"historical","ensemble","wheat","IND_3","2010","12",1.31646689820054
"historical","ensemble","wheat","IND_3","2020","1",2.3705003275672
"historical","ensemble","wheat","IND_3","2020","2",4.22490790253369
"historical","ensemble","wheat","IND_3","2020","3",8.53273000906709
"historical","ensemble","wheat","IND_3","2020","4",8.30963084320314
"historical","ensemble","wheat","IND_3","2020","5",5.30279587422674
"historical","ensemble","wheat","IND_3","2020","11",1.19762162432332
"historical","ensemble","wheat","IND_3","2020","12",1.31646689820054
"historical","ensemble","wheat","IND_3","2030","1",2.3705003275672
"historical","ensemble","wheat","IND_3","2030","2",4.22490790253369
"historical","ensemble","wheat","IND_3","2030","3",8.53273000906709
"historical","ensemble","wheat","IND_3","2030","4",8.30963084320314
"historical","ensemble","wheat","IND_3","2030","5",5.30279587422674
"historical","ensemble","wheat","IND_3","2030","11",1.19762162432332
"historical","ensemble","wheat","IND_3","2030","12",1.31646689820054
"historical","ensemble","wheat","IND_3","2040","1",2.3705003275672
"historical","ensemble","wheat","IND_3","2040","2",4.22490790253369
"historical","ensemble","wheat","IND_3","2040","3",8.53273000906709
"historical","ensemble","wheat","IND_3","2040","4",8.30963084320314
"historical","ensemble","wheat","IND_3","2040","5",5.30279587422674
"historical","ensemble","wheat","IND_3","2040","11",1.19762162432332
"historical","ensemble","wheat","IND_3","2040","12",1.31646689820054
"historical","ensemble","wheat","IND_3","2050","1",2.3705003275672
"historical","ensemble","wheat","IND_3","2050","2",4.22490790253369
"historical","ensemble","wheat","IND_3","2050","3",8.53273000906709
"historical","ensemble","wheat","IND_3","2050","4",8.30963084320314
"historical","ensemble","wheat","IND_3","2050","5",5.30279587422674
"historical","ensemble","wheat","IND_3","2050","11",1.19762162432332
"historical","ensemble","wheat","IND_3","2050","12",1.31646689820054
"historical","ensemble","wheat","IND_3","2060","1",2.3705003275672
"historical","ensemble","wheat","IND_3","2060","2",4.22490790253369
"historical","ensemble","wheat","IND_3","2060","3",8.53273000906709
"historical","ensemble","wheat","IND_3","2060","4",8.30963084320314
"historical","ensemble","wheat","IND_3","2060","5",5.30279587422674
"historical","ensemble","wheat","IND_3","2060","11",1.19762162432332
"historical","ensemble","wheat","IND_3","2060","12",1.31646689820054
"historical","ensemble","wheat","IND_4","2010","1",11.0738232600634
"historical","ensemble","wheat","IND_4","2010","2",18.8924642424087
"historical","ensemble","wheat","IND_4","2010","3",31.3306210284279
"historical","ensemble","wheat","IND_4","2010","4",27.5802715457026
"historical","ensemble","wheat","IND_4","2010","5",16.507706323205
"historical","ensemble","wheat","IND_4","2010","11",4.04707114237881
"historical","ensemble","wheat","IND_4","2010","12",5.0757522841837
"historical","ensemble","wheat","IND_4","2020","1",11.0738232600634
"historical","ensemble","wheat","IND_4","2020","2",18.8924642424087
"historical","ensemble","wheat","IND_4","2020","3",31.3306210284279
"historical","ensemble","wheat","IND_4","2020","4",27.5802715457026
"historical","ensemble","wheat","IND_4","2020","5",16.507706323205
"historical","ensemble","wheat","IND_4","2020","11",4.04707114237881
"historical","ensemble","wheat","IND_4","2020","12",5.0757522841837
"historical","ensemble","wheat","IND_4","2030","1",11.0738232600634
"historical","ensemble","wheat","IND_4","2030","2",18.8924642424087
"historical","ensemble","wheat","IND_4","2030","3",31.3306210284279
"historical","ensemble","wheat","IND_4","2030","4",27.5802715457026
"historical","ensemble","wheat","IND_4","2030","5",16.507706323205
"historical","ensemble","wheat","IND_4","2030","11",4.04707114237881
"historical","ensemble","wheat","IND_4","2030","12",5.0757522841837
"historical","ensemble","wheat","IND_4","2040","1",11.0738232600634
"historical","ensemble","wheat","IND_4","2040","2",18.8924642424087
"historical","ensemble","wheat","IND_4","2040","3",31.3306210284279
"historical","ensemble","wheat","IND_4","2040","4",27.5802715457026
"historical","ensemble","wheat","IND_4","2040","5",16.507706323205
"historical","ensemble","wheat","IND_4","2040","11",4.04707114237881
"historical","ensemble","wheat","IND_4","2040","12",5.0757522841837
"historical","ensemble","wheat","IND_4","2050","1",11.0738232600634
"historical","ensemble","wheat","IND_4","2050","2",18.8924642424087
"historical","ensemble","wheat","IND_4","2050","3",31.3306210284279
"historical","ensemble","wheat","IND_4","2050","4",27.5802715457026
"historical","ensemble","wheat","IND_4","2050","5",16.507706323205
"historical","ensemble","wheat","IND_4","2050","11",4.04707114237881
"historical","ensemble","wheat","IND_4","2050","12",5.0757522841837
"historical","ensemble","wheat","IND_4","2060","1",11.0738232600634
"historical","ensemble","wheat","IND_4","2060","2",18.8924642424087
"historical","ensemble","wheat","IND_4","2060","3",31.3306210284279
"historical","ensemble","wheat","IND_4","2060","4",27.5802715457026
"historical","ensemble","wheat","IND_4","2060","5",16.507706323205
"historical","ensemble","wheat","IND_4","2060","11",4.04707114237881
"historical","ensemble","wheat","IND_4","2060","12",5.0757522841837
"historical","ensemble","wheat","IND_5","2010","1",1.23751314315381
"historical","ensemble","wheat","IND_5","2010","2",2.1183082553656
"historical","ensemble","wheat","IND_5","2010","3",4.65656592082253
"historical","ensemble","wheat","IND_5","2010","4",7.16234315001734
"historical","ensemble","wheat","IND_5","2010","5",6.12578565900011
"historical","ensemble","wheat","IND_5","2010","11",0.799301770831736
"historical","ensemble","wheat","IND_5","2010","12",0.734397506611459
"historical","ensemble","wheat","IND_5","2020","1",1.23751314315381
"historical","ensemble","wheat","IND_5","2020","2",2.1183082553656
"historical","ensemble","wheat","IND_5","2020","3",4.65656592082253
"historical","ensemble","wheat","IND_5","2020","4",7.16234315001734
"historical","ensemble","wheat","IND_5","2020","5",6.12578565900011
"historical","ensemble","wheat","IND_5","2020","11",0.799301770831736
"historical","ensemble","wheat","IND_5","2020","12",0.734397506611459
"historical","ensemble","wheat","IND_5","2030","1",1.23751314315381
"historical","ensemble","wheat","IND_5","2030","2",2.1183082553656
"historical","ensemble","wheat","IND_5","2030","3",4.65656592082253
"historical","ensemble","wheat","IND_5","2030","4",7.16234315001734
"historical","ensemble","wheat","IND_5","2030","5",6.12578565900011
"historical","ensemble","wheat","IND_5","2030","11",0.799301770831736
"historical","ensemble","wheat","IND_5","2030","12",0.734397506611459
"historical","ensemble","wheat","IND_5","2040","1",1.23751314315381
"historical","ensemble","wheat","IND_5","2040","2",2.1183082553656
"historical","ensemble","wheat","IND_5","2040","3",4.65656592082253
"historical","ensemble","wheat","IND_5","2040","4",7.16234315001734
"historical","ensemble","wheat","IND_5","2040","5",6.12578565900011
"historical","ensemble","wheat","IND_5","2040","11",0.799301770831736
"historical","ensemble","wheat","IND_5","2040","12",0.734397506611459
"historical","ensemble","wheat","IND_5","2050","1",1.23751314315381
"historical","ensemble","wheat","IND_5","2050","2",2.1183082553656
"historical","ensemble","wheat","IND_5","2050","3",4.65656592082253
"historical","ensemble","wheat","IND_5","2050","4",7.16234315001734
"historical","ensemble","wheat","IND_5","2050","5",6.12578565900011
"historical","ensemble","wheat","IND_5","2050","11",0.799301770831736
"historical","ensemble","wheat","IND_5","2050","12",0.734397506611459
"historical","ensemble","wheat","IND_5","2060","1",1.23751314315381
"historical","ensemble","wheat","IND_5","2060","2",2.1183082553656
"historical","ensemble","wheat","IND_5","2060","3",4.65656592082253
"historical","ensemble","wheat","IND_5","2060","4",7.16234315001734
"historical","ensemble","wheat","IND_5","2060","5",6.12578565900011
"historical","ensemble","wheat","IND_5","2060","11",0.799301770831736
"historical","ensemble","wheat","IND_5","2060","12",0.734397506611459
"historical","ensemble","wheat","IND_6","2010","1",1.17244132085722
"historical","ensemble","wheat","IND_6","2010","2",2.07107322420361
"historical","ensemble","wheat","IND_6","2010","3",5.24237410710416
"historical","ensemble","wheat","IND_6","2010","4",8.18598213744644
"historical","ensemble","wheat","IND_6","2010","5",7.6814397797775
"historical","ensemble","wheat","IND_6","2010","11",1.03129411123823
"historical","ensemble","wheat","IND_6","2010","12",0.88323572299695
"historical","ensemble","wheat","IND_6","2020","1",1.17244132085722
"historical","ensemble","wheat","IND_6","2020","2",2.07107322420361
"historical","ensemble","wheat","IND_6","2020","3",5.24237410710416
"historical","ensemble","wheat","IND_6","2020","4",8.18598213744644
"historical","ensemble","wheat","IND_6","2020","5",7.6814397797775
"historical","ensemble","wheat","IND_6","2020","11",1.03129411123823
"historical","ensemble","wheat","IND_6","2020","12",0.88323572299695
"historical","ensemble","wheat","IND_6","2030","1",1.17244132085722
"historical","ensemble","wheat","IND_6","2030","2",2.07107322420361
"historical","ensemble","wheat","IND_6","2030","3",5.24237410710416
"historical","ensemble","wheat","IND_6","2030","4",8.18598213744644
"historical","ensemble","wheat","IND_6","2030","5",7.6814397797775
"historical","ensemble","wheat","IND_6","2030","11",1.03129411123823
"historical","ensemble","wheat","IND_6","2030","12",0.88323572299695
"historical","ensemble","wheat","IND_6","2040","1",1.17244132085722
"historical","ensemble","wheat","IND_6","2040","2",2.07107322420361
"historical","ensemble","wheat","IND_6","2040","3",5.24237410710416
"historical","ensemble","wheat","IND_6","2040","4",8.18598213744644
"historical","ensemble","wheat","IND_6","2040","5",7.6814397797775
"historical","ensemble","wheat","IND_6","2040","11",1.03129411123823
"historical","ensemble","wheat","IND_6","2040","12",0.88323572299695
"historical","ensemble","wheat","IND_6","2050","1",1.17244132085722
"historical","ensemble","wheat","IND_6","2050","2",2.07107322420361
"historical","ensemble","wheat","IND_6","2050","3",5.24237410710416
"historical","ensemble","wheat","IND_6","2050","4",8.18598213744644
"historical","ensemble","wheat","IND_6","2050","5",7.6814397797775
"historical","ensemble","wheat","IND_6","2050","11",1.03129411123823
"historical","ensemble","wheat","IND_6","2050","12",0.88323572299695
"historical","ensemble","wheat","IND_6","2060","1",1.17244132085722
"historical","ensemble","wheat","IND_6","2060","2",2.07107322420361
"historical","ensemble","wheat","IND_6","2060","3",5.24237410710416
"historical","ensemble","wheat","IND_6","2060","4",8.18598213744644
"historical","ensemble","wheat","IND_6","2060","5",7.6814397797775
"historical","ensemble","wheat","IND_6","2060","11",1.03129411123823
"historical","ensemble","wheat","IND_6","2060","12",0.88323572299695
"historical","ensemble","wheat","PAK_1","2010","1",2.40953039939724
"historical","ensemble","wheat","PAK_1","2010","2",3.82646240244742
"historical","ensemble","wheat","PAK_1","2010","3",6.42593141962625
"historical","ensemble","wheat","PAK_1","2010","4",5.79468449610968
"historical","ensemble","wheat","PAK_1","2010","5",3.94593313799182
"historical","ensemble","wheat","PAK_1","2010","11",0.81054183709751
"historical","ensemble","wheat","PAK_1","2010","12",0.945929576603503
"historical","ensemble","wheat","PAK_1","2020","1",2.40953039939724
"historical","ensemble","wheat","PAK_1","2020","2",3.82646240244742
"historical","ensemble","wheat","PAK_1","2020","3",6.42593141962625
"historical","ensemble","wheat","PAK_1","2020","4",5.79468449610968
"historical","ensemble","wheat","PAK_1","2020","5",3.94593313799182
"historical","ensemble","wheat","PAK_1","2020","11",0.81054183709751
"historical","ensemble","wheat","PAK_1","2020","12",0.945929576603503
"historical","ensemble","wheat","PAK_1","2030","1",2.40953039939724
"historical","ensemble","wheat","PAK_1","2030","2",3.82646240244742
"historical","ensemble","wheat","PAK_1","2030","3",6.42593141962625
"historical","ensemble","wheat","PAK_1","2030","4",5.79468449610968
"historical","ensemble","wheat","PAK_1","2030","5",3.94593313799182
"historical","ensemble","wheat","PAK_1","2030","11",0.81054183709751
"historical","ensemble","wheat","PAK_1","2030","12",0.945929576603503
"historical","ensemble","wheat","PAK_1","2040","1",2.40953039939724
"historical","ensemble","wheat","PAK_1","2040","2",3.82646240244742
"historical","ensemble","wheat","PAK_1","2040","3",6.42593141962625
"historical","ensemble","wheat","PAK_1","2040","4",5.79468449610968
"historical","ensemble","wheat","PAK_1","2040","5",3.94593313799182
"historical","ensemble","wheat","PAK_1","2040","11",0.81054183709751
"historical","ensemble","wheat","PAK_1","2040","12",0.945929576603503
"historical","ensemble","wheat","PAK_1","2050","1",2.40953039939724
"historical","ensemble","wheat","PAK_1","2050","2",3.82646240244742
"historical","ensemble","wheat","PAK_1","2050","3",6.42593141962625
"historical","ensemble","wheat","PAK_1","2050","4",5.79468449610968
"historical","ensemble","wheat","PAK_1","2050","5",3.94593313799182
"historical","ensemble","wheat","PAK_1","2050","11",0.81054183709751
"historical","ensemble","wheat","PAK_1","2050","12",0.945929576603503
"historical","ensemble","wheat","PAK_1","2060","1",2.40953039939724
"historical","ensemble","wheat","PAK_1","2060","2",3.82646240244742
"historical","ensemble","wheat","PAK_1","2060","3",6.42593141962625
"historical","ensemble","wheat","PAK_1","2060","4",5.79468449610968
"historical","ensemble","wheat","PAK_1","2060","5",3.94593313799182
"historical","ensemble","wheat","PAK_1","2060","11",0.81054183709751
"historical","ensemble","wheat","PAK_1","2060","12",0.945929576603503
"historical","ensemble","wheat","PAK_2","2010","1",3.36157725453205
"historical","ensemble","wheat","PAK_2","2010","2",5.62319755737667
"historical","ensemble","wheat","PAK_2","2010","3",8.85264244027135
"historical","ensemble","wheat","PAK_2","2010","4",7.60197813088588
"historical","ensemble","wheat","PAK_2","2010","5",4.78203943520102
"historical","ensemble","wheat","PAK_2","2010","11",1.00149418008201
"historical","ensemble","wheat","PAK_2","2010","12",1.31260204359204
"historical","ensemble","wheat","PAK_2","2020","1",3.36157725453205
"historical","ensemble","wheat","PAK_2","2020","2",5.62319755737667
"historical","ensemble","wheat","PAK_2","2020","3",8.85264244027135
"historical","ensemble","wheat","PAK_2","2020","4",7.60197813088588
"historical","ensemble","wheat","PAK_2","2020","5",4.78203943520102
"historical","ensemble","wheat","PAK_2","2020","11",1.00149418008201
"historical","ensemble","wheat","PAK_2","2020","12",1.31260204359204
"historical","ensemble","wheat","PAK_2","2030","1",3.36157725453205
"historical","ensemble","wheat","PAK_2","2030","2",5.62319755737667
"historical","ensemble","wheat","PAK_2","2030","3",8.85264244027135
"historical","ensemble","wheat","PAK_2","2030","4",7.60197813088588
"historical","ensemble","wheat","PAK_2","2030","5",4.78203943520102
"historical","ensemble","wheat","PAK_2","2030","11",1.00149418008201
"historical","ensemble","wheat","PAK_2","2030","12",1.31260204359204
"historical","ensemble","wheat","PAK_2","2040","1",3.36157725453205
"historical","ensemble","wheat","PAK_2","2040","2",5.62319755737667
"historical","ensemble","wheat","PAK_2","2040","3",8.85264244027135
"historical","ensemble","wheat","PAK_2","2040","4",7.60197813088588
"historical","ensemble","wheat","PAK_2","2040","5",4.78203943520102
"historical","ensemble","wheat","PAK_2","2040","11",1.00149418008201
"historical","ensemble","wheat","PAK_2","2040","12",1.31260204359204
"historical","ensemble","wheat","PAK_2","2050","1",3.36157725453205
"historical","ensemble","wheat","PAK_2","2050","2",5.62319755737667
"historical","ensemble","wheat","PAK_2","2050","3",8.85264244027135
"historical","ensemble","wheat","PAK_2","2050","4",7.60197813088588
"historical","ensemble","wheat","PAK_2","2050","5",4.78203943520102
"historical","ensemble","wheat","PAK_2","2050","11",1.00149418008201
"historical","ensemble","wheat","PAK_2","2050","12",1.31260204359204
"historical","ensemble","wheat","PAK_2","2060","1",3.36157725453205
