BCU_name,hist_cap_gw_km3_year,hist_cap_sw_km3_year
1|AFG,15.71807704079925,78.05121179320074
2|AFG,39.70537457004,197.16486894996
4|CHN,0.304447640532,0.267822360468
5|CHN,0.253254653102,0.247248613898
6|CHN,0.131225076626,0.21229606637399998
7|IND,348.8707296313,854.1317863387001
8|IND,83.14500760748001,1139.57569250252
9|IND,172.11444400215,952.81656254785
10|IND,455.02168171640005,1275.0987810836
13|IND,195.385231322781,816.973480194219
14|PAK,76.06654434273472,368.7670483048367
16|PAK,513.2950609047429,779.6396013238285
17|PAK,116.83884453839678,580.1863279501747
20|PAK,124.87868861755179,620.1097595110197
21|PAK,311.7354111817714,444.90393634680004
22|PAK,271.7508151403572,716.4339671882143
23|PAK,84.71995294649427,451.4822808920771
24|PAK,83.53093163056286,521.7656743880085
25|PAK,53.62412415830229,608.4021000182692
26|PAK,3.879053377314286,965.8842909512571
27|PAK,133.90029496581428,664.9083252627572
28|PAK,110.31397165457678,547.7857846739946
29|PAK,75.15591411550741,373.20151535806406
30|PAK,74.88498610814416,371.85616889942725
