BCU_name,year,desal_km3_year
10|INDIA_EAST,2020,0.05280956081662918
11|CHINA,2020,7.262652018070789e-07
12|CHINA,2020,1.3742641573906143e-05
13|INDIA_WEST,2020,0.017371870252242377
14|INDIA_WEST,2020,0.033777621641571665
15|PAKISTAN,2020,6.592473824561242e-11
16|PAKISTAN,2020,0.007791316674408801
17|PAKISTAN,2020,0.010203068220666085
18|INDIA_WEST,2020,2.77438807886778e-09
19|INDIA_WEST,2020,7.302226529926221e-06
1|AFGHAN_SOUTH,2020,0.04991657790850266
20|PAKISTAN,2020,0.005284535305588806
21|PAKISTAN,2020,0.009049822683491386
22|PAKISTAN,2020,0.010363811502085958
23|PAKISTAN,2020,0.0054780051259357395
24|PAKISTAN,2020,0.010592029982105474
25|PAKISTAN,2020,0.03135302789909002
26|PAKISTAN,2020,0.03436531556515881
27|PAKISTAN,2020,0.012500277503043056
28|PAKISTAN,2020,0.02216840481105353
29|PAKISTAN,2020,0.0029702003002976627
2|AFGHAN_NORTH,2020,0.14555905530595908
30|PAKISTAN,2020,0.0020599034093268975
3|INDUS,2020,3.464727256775155e-08
4|CHINA,2020,0.044176835105962056
5|CHINA,2020,0.048475846966239834
6|CHINA,2020,0.03455329802362775
7|INDIA_WEST,2020,0.011747987515395528
8|INDIA_WEST,2020,0.015062435953576836
9|INDIA_WEST,2020,0.02420907117516055
10|INDIA_EAST,2025,0.049439861609530025
11|CHINA,2025,6.873263971258067e-07
12|CHINA,2025,1.300582803152578e-05
13|INDIA_WEST,2025,0.016263397155522785
14|INDIA_WEST,2025,0.03162232204992162
15|PAKISTAN,2025,6.463722272310009e-11
16|PAKISTAN,2025,0.007639151623381418
17|PAKISTAN,2025,0.010003801464954177
18|INDIA_WEST,2025,2.5973585189741052e-09
19|INDIA_WEST,2025,6.836282360585533e-06
1|AFGHAN_SOUTH,2025,0.049046073474560505
20|PAKISTAN,2025,0.005181327899442406
21|PAKISTAN,2025,0.008873078907314848
22|PAKISTAN,2025,0.010161405416958794
23|PAKISTAN,2025,0.0053710192383958095
24|PAKISTAN,2025,0.010385166771423187
25|PAKISTAN,2025,0.03074070070338019
26|PAKISTAN,2025,0.033694158145294174
27|PAKISTAN,2025,0.012256146062415747
28|PAKISTAN,2025,0.021735454054431176
29|PAKISTAN,2025,0.002912192045833967
2|AFGHAN_NORTH,2025,0.143020624020134
30|PAKISTAN,2025,0.0020196733274947414
3|INDUS,2025,3.3970608504596705e-08
4|CHINA,2025,0.04180828825923489
5|CHINA,2025,0.0458768080310396
6|CHINA,2025,0.03270071838813362
7|INDIA_WEST,2025,0.010998365977108212
8|INDIA_WEST,2025,0.014101324410422946
9|INDIA_WEST,2025,0.022664326498589453
10|INDIA_EAST,2030,0.04772330707333667
11|CHINA,2030,6.605249453291026e-07
12|CHINA,2030,1.2498681682250096e-05
13|INDIA_WEST,2030,0.015698731170376793
14|INDIA_WEST,2030,0.03052439340302393
15|PAKISTAN,2030,6.306550265989112e-11
16|PAKISTAN,2030,0.007453397852310543
17|PAKISTAN,2030,0.00976054881874776
18|INDIA_WEST,2030,2.5071780976962667e-09
19|INDIA_WEST,2030,6.598926285654699e-06
1|AFGHAN_SOUTH,2030,0.0476046980123705
20|PAKISTAN,2030,0.005055338621584593
21|PAKISTAN,2030,0.008657320934531792
22|PAKISTAN,2030,0.0099143204697504
23|PAKISTAN,2030,0.005240417421962087
24|PAKISTAN,2030,0.010132640838427253
25|PAKISTAN,2030,0.029993209180429324
26|PAKISTAN,2030,0.03287485028925029
27|PAKISTAN,2030,0.01195812535774469
28|PAKISTAN,2030,0.021206934297840565
29|PAKISTAN,2030,0.002841379122977382
2|AFGHAN_NORTH,2030,0.13881750635044635
30|PAKISTAN,2030,0.0019705629085098454
3|INDUS,2030,3.3144578475818714e-08
4|CHINA,2030,0.040178025218024355
5|CHINA,2030,0.04408789803984439
6|CHINA,2030,0.0314255938894062
7|INDIA_WEST,2030,0.010616502145088897
8|INDIA_WEST,2030,0.013611725702113057
9|INDIA_WEST,2030,0.02187741991765716
10|INDIA_EAST,2035,0.04628136933571784
11|CHINA,2035,6.41466800812467e-07
12|CHINA,2035,1.213805687397875e-05
13|INDIA_WEST,2035,0.015224401240296434
14|INDIA_WEST,2035,0.029602112918603467
15|PAKISTAN,2035,6.155772842369252e-11
16|PAKISTAN,2035,0.007275201520245167
17|PAKISTAN,2035,0.009527192967777492
18|INDIA_WEST,2035,2.4314248665037146e-09
19|INDIA_WEST,2035,6.399542767986314e-06
1|AFGHAN_SOUTH,2035,0.04607408822954211
20|PAKISTAN,2035,0.00493447524925897
21|PAKISTAN,2035,0.008450341129265107
22|PAKISTAN,2035,0.009677288235910565
23|PAKISTAN,2035,0.005115129173355358
24|PAKISTAN,2035,0.009890388986678343
25|PAKISTAN,2035,0.029276129538536165
26|PAKISTAN,2035,0.03208887617988126
27|PAKISTAN,2035,0.011672229700575725
28|PAKISTAN,2035,0.020699917500789387
29|PAKISTAN,2035,0.0027734472417395187
2|AFGHAN_NORTH,2035,0.134354177264888
30|PAKISTAN,2035,0.001923450559302339
3|INDUS,2035,3.235215568700797e-08
4|CHINA,2035,0.039018767545149304
5|CHINA,2035,0.042815828698300584
6|CHINA,2035,0.03051887035973391
7|INDIA_WEST,2035,0.010295729423680665
8|INDIA_WEST,2035,0.01320045368079585
9|INDIA_WEST,2035,0.02121640375353159
10|INDIA_EAST,2040,0.044868409407674024
11|CHINA,2040,6.24524081214666e-07
12|CHINA,2040,1.1817460868359272e-05
13|INDIA_WEST,2040,0.014759603651336639
14|INDIA_WEST,2040,0.028698366984985745
15|PAKISTAN,2040,5.9814709087633e-11
16|PAKISTAN,2040,0.007069202740754201
17|PAKISTAN,2040,0.009257428602092823
18|INDIA_WEST,2040,2.3571940052796567e-09
19|INDIA_WEST,2040,6.2041661484361045e-06
1|AFGHAN_SOUTH,2040,0.044451379098378326
20|PAKISTAN,2040,0.004794754600154329
21|PAKISTAN,2040,0.008211068037782102
22|PAKISTAN,2040,0.009403273892825718
23|PAKISTAN,2040,0.004970293272422908
24|PAKISTAN,2040,0.009610340653408536
25|PAKISTAN,2040,0.02844717010196586
26|PAKISTAN,2040,0.031180273262161738
27|PAKISTAN,2040,0.011341728192739037
28|PAKISTAN,2040,0.020113795215535826
29|PAKISTAN,2040,0.002694916530914388
2|AFGHAN_NORTH,2040,0.1296222822098722
30|PAKISTAN,2040,0.0018689876737692183
3|INDUS,2040,3.143609795762693e-08
4|CHINA,2040,0.03798818570251625
5|CHINA,2040,0.041684957109834914
6|CHINA,2040,0.02971279175630237
7|INDIA_WEST,2040,0.009981403090764335
8|INDIA_WEST,2040,0.012797446761366425
9|INDIA_WEST,2040,0.02056867165849604
10|INDIA_EAST,2045,0.04353697348341131
11|CHINA,2045,6.094380133095325e-07
12|CHINA,2045,1.1531997068821579e-05
13|INDIA_WEST,2045,0.014321623638479138
14|INDIA_WEST,2045,0.027846764771403604
15|PAKISTAN,2045,5.7971962469137045e-11
16|PAKISTAN,2045,0.006851417690142286
17|PAKISTAN,2045,0.008972229601501156
18|INDIA_WEST,2045,2.287246065949557e-09
19|INDIA_WEST,2045,6.020062236593185e-06
1|AFGHAN_SOUTH,2045,0.04274499870664697
20|PAKISTAN,2045,0.0046470397995522295
21|PAKISTAN,2045,0.007958104877187351
22|PAKISTAN,2045,0.00911358175132572
23|PAKISTAN,2045,0.00481717054959445
24|PAKISTAN,2045,0.009314269285482677
25|PAKISTAN,2045,0.0275707815461948
26|PAKISTAN,2045,0.030219684403768245
27|PAKISTAN,2045,0.01099231695938421
28|PAKISTAN,2045,0.019494137798758183
